date,fire_count
2012-01-01,3
2012-01-02,2
2012-01-03,0
2012-01-04,2
2012-01-05,4
2012-01-06,6
2012-01-07,3
2012-01-08,4
2012-01-09,6
2012-01-10,3
2012-01-11,5
2012-01-12,6
2012-01-13,3
2012-01-14,6
2012-01-15,7
2012-01-16,5
2012-01-17,5
2012-01-18,1
2012-01-19,0
2012-01-20,3
2012-01-21,5
2012-01-22,6
2012-01-23,6
2012-01-24,0
2012-01-25,3
2012-01-26,1
2012-01-27,1
2012-01-28,1
2012-01-29,1
2012-01-30,2
2012-01-31,1
2012-02-01,2
2012-02-02,4
2012-02-03,4
2012-02-04,6
2012-02-05,1
2012-02-06,3
2012-02-07,2
2012-02-08,1
2012-02-09,3
2012-02-10,2
2012-02-11,2
2012-02-12,3
2012-02-13,4
2012-02-14,3
2012-02-15,3
2012-02-16,6
2012-02-17,9
2012-02-18,4
2012-02-19,2
2012-02-20,7
2012-02-21,9
2012-02-22,6
2012-02-23,3
2012-02-24,10
2012-02-25,10
2012-02-26,18
2012-02-27,5
2012-02-28,3
2012-02-29,6
2012-03-01,10
2012-03-02,6
2012-03-03,12
2012-03-04,2
2012-03-05,5
2012-03-06,7
2012-03-07,0
2012-03-08,4
2012-03-09,6
2012-03-10,6
2012-03-11,12
2012-03-12,8
2012-03-13,7
2012-03-14,6
2012-03-15,11
2012-03-16,8
2012-03-17,2
2012-03-18,5
2012-03-19,8
2012-03-20,12
2012-03-21,11
2012-03-22,9
2012-03-23,17
2012-03-24,24
2012-03-25,15
2012-03-26,17
2012-03-27,25
2012-03-28,32
2012-03-29,25
2012-03-30,22
2012-03-31,33
2012-04-01,33
2012-04-02,31
2012-04-03,14
2012-04-04,9
2012-04-05,7
2012-04-06,18
2012-04-07,15
2012-04-08,14
2012-04-09,2
2012-04-10,6
2012-04-11,7
2012-04-12,4
2012-04-13,4
2012-04-14,10
2012-04-15,14
2012-04-16,21
2012-04-17,5
2012-04-18,2
2012-04-19,0
2012-04-20,2
2012-04-21,7
2012-04-22,5
2012-04-23,6
2012-04-24,6
2012-04-25,0
2012-04-26,2
2012-04-27,4
2012-04-28,3
2012-04-29,0
2012-04-30,0
2012-05-01,1
2012-05-02,4
2012-05-03,1
2012-05-04,3
2012-05-05,3
2012-05-06,7
2012-05-07,2
2012-05-08,3
2012-05-09,2
2012-05-10,5
2012-05-11,5
2012-05-12,3
2012-05-13,6
2012-05-14,5
2012-05-15,2
2012-05-16,5
2012-05-17,7
2012-05-18,3
2012-05-19,9
2012-05-20,7
2012-05-21,3
2012-05-22,6
2012-05-23,8
2012-05-24,11
2012-05-25,19
2012-05-26,13
2012-05-27,21
2012-05-28,18
2012-05-29,9
2012-05-30,18
2012-05-31,10
2012-06-01,10
2012-06-02,10
2012-06-03,4
2012-06-04,1
2012-06-05,3
2012-06-06,2
2012-06-07,0
2012-06-08,3
2012-06-09,5
2012-06-10,8
2012-06-11,3
2012-06-12,2
2012-06-13,6
2012-06-14,3
2012-06-15,1
2012-06-16,3
2012-06-17,12
2012-06-18,5
2012-06-19,6
2012-06-20,11
2012-06-21,5
2012-06-22,4
2012-06-23,8
2012-06-24,3
2012-06-25,12
2012-06-26,11
2012-06-27,8
2012-06-28,10
2012-06-29,8
2012-06-30,10
2012-07-01,15
2012-07-02,11
2012-07-03,4
2012-07-04,3
2012-07-05,3
2012-07-06,1
2012-07-07,6
2012-07-08,1
2012-07-09,5
2012-07-10,1
2012-07-11,2
2012-07-12,1
2012-07-13,4
2012-07-14,3
2012-07-15,3
2012-07-16,0
2012-07-17,4
2012-07-18,4
2012-07-19,12
2012-07-20,7
2012-07-21,7
2012-07-22,8
2012-07-23,12
2012-07-24,15
2012-07-25,14
2012-07-26,16
2012-07-27,15
2012-07-28,15
2012-07-29,4
2012-07-30,19
2012-07-31,2
2012-08-01,10
2012-08-02,4
2012-08-03,14
2012-08-04,14
2012-08-05,4
2012-08-06,10
2012-08-07,5
2012-08-08,13
2012-08-09,8
2012-08-10,12
2012-08-11,19
2012-08-12,13
2012-08-13,19
2012-08-14,16
2012-08-15,14
2012-08-16,14
2012-08-17,7
2012-08-18,14
2012-08-19,11
2012-08-20,18
2012-08-21,21
2012-08-22,16
2012-08-23,13
2012-08-24,10
2012-08-25,8
2012-08-26,14
2012-08-27,15
2012-08-28,11
2012-08-29,3
2012-08-30,4
2012-08-31,19
2012-09-01,17
2012-09-02,14
2012-09-03,18
2012-09-04,13
2012-09-05,18
2012-09-06,27
2012-09-07,25
2012-09-08,31
2012-09-09,31
2012-09-10,11
2012-09-11,16
2012-09-12,18
2012-09-13,18
2012-09-14,18
2012-09-15,26
2012-09-16,19
2012-09-17,30
2012-09-18,16
2012-09-19,21
2012-09-20,10
2012-09-21,14
2012-09-22,21
2012-09-23,4
2012-09-24,2
2012-09-25,1
2012-09-26,2
2012-09-27,4
2012-09-28,2
2012-09-29,11
2012-09-30,9
2012-10-01,2
2012-10-02,2
2012-10-03,2
2012-10-04,5
2012-10-05,2
2012-10-06,2
2012-10-07,4
2012-10-08,0
2012-10-09,2
2012-10-10,4
2012-10-11,3
2012-10-12,1
2012-10-13,5
2012-10-14,5
2012-10-15,6
2012-10-16,7
2012-10-17,4
2012-10-18,1
2012-10-19,1
2012-10-20,4
2012-10-21,2
2012-10-22,0
2012-10-23,3
2012-10-24,1
2012-10-25,4
2012-10-26,3
2012-10-27,6
2012-10-28,6
2012-10-29,1
2012-10-30,7
2012-10-31,9
2012-11-01,5
2012-11-02,5
2012-11-03,14
2012-11-04,4
2012-11-05,26
2012-11-06,5
2012-11-07,0
2012-11-08,9
2012-11-09,10
2012-11-10,4
2012-11-11,3
2012-11-12,0
2012-11-13,7
2012-11-14,7
2012-11-15,7
2012-11-16,5
2012-11-17,2
2012-11-18,2
2012-11-19,3
2012-11-20,4
2012-11-21,0
2012-11-22,2
2012-11-23,2
2012-11-24,3
2012-11-25,3
2012-11-26,1
2012-11-27,0
2012-11-28,0
2012-11-29,1
2012-11-30,3
2012-12-01,2
2012-12-02,2
2012-12-03,1
2012-12-04,4
2012-12-05,0
2012-12-06,0
2012-12-07,3
2012-12-08,8
2012-12-09,5
2012-12-10,2
2012-12-11,3
2012-12-12,1
2012-12-13,2
2012-12-14,2
2012-12-15,5
2012-12-16,1
2012-12-17,4
2012-12-18,1
2012-12-19,3
2012-12-20,0
2012-12-21,3
2012-12-22,1
2012-12-23,3
2012-12-24,1
2012-12-25,1
2012-12-26,0
2012-12-27,0
2012-12-28,1
2012-12-29,1
2012-12-30,5
2012-12-31,0
