date,fire_count
2019-01-01,6
2019-01-02,2
2019-01-03,7
2019-01-04,1
2019-01-05,6
2019-01-06,8
2019-01-07,2
2019-01-08,2
2019-01-09,5
2019-01-10,7
2019-01-11,3
2019-01-12,4
2019-01-13,11
2019-01-14,8
2019-01-15,7
2019-01-16,7
2019-01-17,3
2019-01-18,5
2019-01-19,3
2019-01-20,0
2019-01-21,10
2019-01-22,1
2019-01-23,4
2019-01-24,5
2019-01-25,3
2019-01-26,3
2019-01-27,7
2019-01-28,9
2019-01-29,5
2019-01-30,4
2019-01-31,3
2019-02-01,3
2019-02-02,2
2019-02-03,0
2019-02-04,2
2019-02-05,4
2019-02-06,2
2019-02-07,2
2019-02-08,3
2019-02-09,4
2019-02-10,5
2019-02-11,7
2019-02-12,5
2019-02-13,1
2019-02-14,2
2019-02-15,4
2019-02-16,4
2019-02-17,6
2019-02-18,1
2019-02-19,4
2019-02-20,3
2019-02-21,8
2019-02-22,10
2019-02-23,7
2019-02-24,10
2019-02-25,5
2019-02-26,12
2019-02-27,7
2019-02-28,3
2019-03-01,6
2019-03-02,7
2019-03-03,3
2019-03-04,5
2019-03-05,2
2019-03-06,7
2019-03-07,4
2019-03-08,7
2019-03-09,9
2019-03-10,5
2019-03-11,2
2019-03-12,1
2019-03-13,2
2019-03-14,4
2019-03-15,5
2019-03-16,7
2019-03-17,4
2019-03-18,3
2019-03-19,7
2019-03-20,8
2019-03-21,8
2019-03-22,7
2019-03-23,6
2019-03-24,8
2019-03-25,12
2019-03-26,5
2019-03-27,9
2019-03-28,7
2019-03-29,9
2019-03-30,12
2019-03-31,6
2019-04-01,12
2019-04-02,5
2019-04-03,6
2019-04-04,5
2019-04-05,12
2019-04-06,7
2019-04-07,6
2019-04-08,4
2019-04-09,3
2019-04-10,5
2019-04-11,8
2019-04-12,8
2019-04-13,13
2019-04-14,7
2019-04-15,11
2019-04-16,7
2019-04-17,7
2019-04-18,11
2019-04-19,15
2019-04-20,19
2019-04-21,19
2019-04-22,18
2019-04-23,10
2019-04-24,12
2019-04-25,9
2019-04-26,13
2019-04-27,8
2019-04-28,6
2019-04-29,8
2019-04-30,13
2019-05-01,11
2019-05-02,14
2019-05-03,4
2019-05-04,4
2019-05-05,16
2019-05-06,9
2019-05-07,7
2019-05-08,0
2019-05-09,1
2019-05-10,5
2019-05-11,8
2019-05-12,5
2019-05-13,8
2019-05-14,11
2019-05-15,8
2019-05-16,9
2019-05-17,13
2019-05-18,10
2019-05-19,9
2019-05-20,10
2019-05-21,14
2019-05-22,16
2019-05-23,19
2019-05-24,19
2019-05-25,14
2019-05-26,20
2019-05-27,19
2019-05-28,14
2019-05-29,11
2019-05-30,13
2019-05-31,12
2019-06-01,16
2019-06-02,30
2019-06-03,14
2019-06-04,10
2019-06-05,14
2019-06-06,17
2019-06-07,10
2019-06-08,5
2019-06-09,16
2019-06-10,2
2019-06-11,7
2019-06-12,6
2019-06-13,3
2019-06-14,3
2019-06-15,3
2019-06-16,3
2019-06-17,14
2019-06-18,4
2019-06-19,3
2019-06-20,6
2019-06-21,8
2019-06-22,6
2019-06-23,14
2019-06-24,9
2019-06-25,4
2019-06-26,5
2019-06-27,13
2019-06-28,12
2019-06-29,14
2019-06-30,21
2019-07-01,12
2019-07-02,21
2019-07-03,13
2019-07-04,20
2019-07-05,17
2019-07-06,13
2019-07-07,11
2019-07-08,16
2019-07-09,16
2019-07-10,20
2019-07-11,18
2019-07-12,16
2019-07-13,9
2019-07-14,16
2019-07-15,13
2019-07-16,25
2019-07-17,24
2019-07-18,10
2019-07-19,3
2019-07-20,1
2019-07-21,9
2019-07-22,12
2019-07-23,21
2019-07-24,21
2019-07-25,22
2019-07-26,13
2019-07-27,5
2019-07-28,8
2019-07-29,15
2019-07-30,0
2019-07-31,9
2019-08-01,7
2019-08-02,5
2019-08-03,13
2019-08-04,11
2019-08-05,16
2019-08-06,14
2019-08-07,9
2019-08-08,10
2019-08-09,5
2019-08-10,11
2019-08-11,14
2019-08-12,6
2019-08-13,12
2019-08-14,5
2019-08-15,4
2019-08-16,3
2019-08-17,7
2019-08-18,8
2019-08-19,5
2019-08-20,12
2019-08-21,13
2019-08-22,6
2019-08-23,17
2019-08-24,15
2019-08-25,17
2019-08-26,31
2019-08-27,19
2019-08-28,23
2019-08-29,23
2019-08-30,30
2019-08-31,12
2019-09-01,28
2019-09-02,21
2019-09-03,17
2019-09-04,16
2019-09-05,11
2019-09-06,7
2019-09-07,10
2019-09-08,17
2019-09-09,7
2019-09-10,8
2019-09-11,10
2019-09-12,11
2019-09-13,16
2019-09-14,28
2019-09-15,24
2019-09-16,14
2019-09-17,22
2019-09-18,18
2019-09-19,18
2019-09-20,25
2019-09-21,23
2019-09-22,9
2019-09-23,8
2019-09-24,2
2019-09-25,1
2019-09-26,7
2019-09-27,5
2019-09-28,0
2019-09-29,0
2019-09-30,1
2019-10-01,2
2019-10-02,3
2019-10-03,5
2019-10-04,1
2019-10-05,5
2019-10-06,4
2019-10-07,4
2019-10-08,3
2019-10-09,6
2019-10-10,4
2019-10-11,2
2019-10-12,4
2019-10-13,1
2019-10-14,2
2019-10-15,2
2019-10-16,5
2019-10-17,1
2019-10-18,4
2019-10-19,4
2019-10-20,4
2019-10-21,3
2019-10-22,8
2019-10-23,9
2019-10-24,1
2019-10-25,1
2019-10-26,3
2019-10-27,15
2019-10-28,4
2019-10-29,0
2019-10-30,7
2019-10-31,8
2019-11-01,8
2019-11-02,2
2019-11-03,4
2019-11-04,2
2019-11-05,16
2019-11-06,5
2019-11-07,1
2019-11-08,4
2019-11-09,4
2019-11-10,2
2019-11-11,4
2019-11-12,1
2019-11-13,0
2019-11-14,2
2019-11-15,4
2019-11-16,3
2019-11-17,4
2019-11-18,5
2019-11-19,4
2019-11-20,3
2019-11-21,5
2019-11-22,4
2019-11-23,3
2019-11-24,6
2019-11-25,0
2019-11-26,1
2019-11-27,1
2019-11-28,0
2019-11-29,4
2019-11-30,2
2019-12-01,2
2019-12-02,2
2019-12-03,1
2019-12-04,3
2019-12-05,6
2019-12-06,3
2019-12-07,0
2019-12-08,3
2019-12-09,1
2019-12-10,1
2019-12-11,3
2019-12-12,0
2019-12-13,1
2019-12-14,0
2019-12-15,0
2019-12-16,4
2019-12-17,2
2019-12-18,2
2019-12-19,0
2019-12-20,1
2019-12-21,0
2019-12-22,1
2019-12-23,2
2019-12-24,2
2019-12-25,3
2019-12-26,1
2019-12-27,3
2019-12-28,2
2019-12-29,1
2019-12-30,1
2019-12-31,5
