date,fire_count
2009-01-01,12
2009-01-02,4
2009-01-03,2
2009-01-04,7
2009-01-05,6
2009-01-06,3
2009-01-07,2
2009-01-08,3
2009-01-09,6
2009-01-10,7
2009-01-11,4
2009-01-12,2
2009-01-13,2
2009-01-14,3
2009-01-15,3
2009-01-16,3
2009-01-17,5
2009-01-18,5
2009-01-19,2
2009-01-20,4
2009-01-21,2
2009-01-22,0
2009-01-23,1
2009-01-24,3
2009-01-25,1
2009-01-26,5
2009-01-27,1
2009-01-28,5
2009-01-29,3
2009-01-30,4
2009-01-31,5
2009-02-01,5
2009-02-02,1
2009-02-03,0
2009-02-04,0
2009-02-05,2
2009-02-06,0
2009-02-07,0
2009-02-08,4
2009-02-09,1
2009-02-10,1
2009-02-11,1
2009-02-12,2
2009-02-13,4
2009-02-14,2
2009-02-15,2
2009-02-16,9
2009-02-17,8
2009-02-18,8
2009-02-19,4
2009-02-20,6
2009-02-21,17
2009-02-22,8
2009-02-23,8
2009-02-24,2
2009-02-25,6
2009-02-26,9
2009-02-27,16
2009-02-28,18
2009-03-01,13
2009-03-02,13
2009-03-03,4
2009-03-04,1
2009-03-05,4
2009-03-06,13
2009-03-07,7
2009-03-08,9
2009-03-09,2
2009-03-10,2
2009-03-11,4
2009-03-12,6
2009-03-13,8
2009-03-14,14
2009-03-15,25
2009-03-16,10
2009-03-17,5
2009-03-18,20
2009-03-19,18
2009-03-20,12
2009-03-21,21
2009-03-22,26
2009-03-23,10
2009-03-24,5
2009-03-25,7
2009-03-26,5
2009-03-27,13
2009-03-28,6
2009-03-29,16
2009-03-30,17
2009-03-31,14
2009-04-01,16
2009-04-02,20
2009-04-03,22
2009-04-04,29
2009-04-05,26
2009-04-06,28
2009-04-07,25
2009-04-08,18
2009-04-09,16
2009-04-10,6
2009-04-11,5
2009-04-12,9
2009-04-13,11
2009-04-14,18
2009-04-15,11
2009-04-16,1
2009-04-17,2
2009-04-18,8
2009-04-19,16
2009-04-20,4
2009-04-21,10
2009-04-22,13
2009-04-23,16
2009-04-24,17
2009-04-25,22
2009-04-26,24
2009-04-27,4
2009-04-28,2
2009-04-29,12
2009-04-30,12
2009-05-01,26
2009-05-02,24
2009-05-03,25
2009-05-04,22
2009-05-05,18
2009-05-06,16
2009-05-07,3
2009-05-08,8
2009-05-09,11
2009-05-10,18
2009-05-11,39
2009-05-12,21
2009-05-13,4
2009-05-14,9
2009-05-15,4
2009-05-16,9
2009-05-17,6
2009-05-18,10
2009-05-19,7
2009-05-20,8
2009-05-21,17
2009-05-22,17
2009-05-23,26
2009-05-24,31
2009-05-25,14
2009-05-26,16
2009-05-27,6
2009-05-28,18
2009-05-29,22
2009-05-30,34
2009-05-31,27
2009-06-01,29
2009-06-02,25
2009-06-03,17
2009-06-04,34
2009-06-05,10
2009-06-06,15
2009-06-07,5
2009-06-08,7
2009-06-09,1
2009-06-10,1
2009-06-11,9
2009-06-12,10
2009-06-13,17
2009-06-14,25
2009-06-15,17
2009-06-16,16
2009-06-17,12
2009-06-18,14
2009-06-19,23
2009-06-20,14
2009-06-21,27
2009-06-22,31
2009-06-23,21
2009-06-24,22
2009-06-25,16
2009-06-26,25
2009-06-27,20
2009-06-28,19
2009-06-29,35
2009-06-30,25
2009-07-01,49
2009-07-02,32
2009-07-03,24
2009-07-04,31
2009-07-05,37
2009-07-06,13
2009-07-07,4
2009-07-08,4
2009-07-09,8
2009-07-10,17
2009-07-11,9
2009-07-12,12
2009-07-13,17
2009-07-14,16
2009-07-15,10
2009-07-16,26
2009-07-17,7
2009-07-18,12
2009-07-19,13
2009-07-20,24
2009-07-21,9
2009-07-22,18
2009-07-23,16
2009-07-24,5
2009-07-25,20
2009-07-26,12
2009-07-27,5
2009-07-28,15
2009-07-29,10
2009-07-30,5
2009-07-31,16
2009-08-01,7
2009-08-02,6
2009-08-03,19
2009-08-04,16
2009-08-05,11
2009-08-06,12
2009-08-07,8
2009-08-08,19
2009-08-09,19
2009-08-10,17
2009-08-11,21
2009-08-12,13
2009-08-13,12
2009-08-14,9
2009-08-15,15
2009-08-16,20
2009-08-17,23
2009-08-18,24
2009-08-19,34
2009-08-20,28
2009-08-21,25
2009-08-22,16
2009-08-23,40
2009-08-24,38
2009-08-25,24
2009-08-26,23
2009-08-27,24
2009-08-28,12
2009-08-29,20
2009-08-30,27
2009-08-31,31
2009-09-01,50
2009-09-02,13
2009-09-03,11
2009-09-04,21
2009-09-05,27
2009-09-06,32
2009-09-07,15
2009-09-08,33
2009-09-09,30
2009-09-10,35
2009-09-11,33
2009-09-12,42
2009-09-13,52
2009-09-14,31
2009-09-15,2
2009-09-16,7
2009-09-17,13
2009-09-18,13
2009-09-19,20
2009-09-20,15
2009-09-21,15
2009-09-22,24
2009-09-23,13
2009-09-24,23
2009-09-25,19
2009-09-26,28
2009-09-27,28
2009-09-28,19
2009-09-29,19
2009-09-30,12
2009-10-01,25
2009-10-02,29
2009-10-03,33
2009-10-04,22
2009-10-05,5
2009-10-06,6
2009-10-07,4
2009-10-08,7
2009-10-09,2
2009-10-10,5
2009-10-11,8
2009-10-12,1
2009-10-13,9
2009-10-14,13
2009-10-15,7
2009-10-16,16
2009-10-17,32
2009-10-18,22
2009-10-19,14
2009-10-20,9
2009-10-21,6
2009-10-22,10
2009-10-23,7
2009-10-24,9
2009-10-25,6
2009-10-26,17
2009-10-27,12
2009-10-28,8
2009-10-29,9
2009-10-30,10
2009-10-31,11
2009-11-01,6
2009-11-02,8
2009-11-03,1
2009-11-04,5
2009-11-05,42
2009-11-06,14
2009-11-07,24
2009-11-08,10
2009-11-09,3
2009-11-10,4
2009-11-11,3
2009-11-12,3
2009-11-13,0
2009-11-14,3
2009-11-15,8
2009-11-16,1
2009-11-17,8
2009-11-18,6
2009-11-19,5
2009-11-20,3
