date,fire_count
2013-01-01,2
2013-01-02,2
2013-01-03,1
2013-01-04,4
2013-01-05,3
2013-01-06,7
2013-01-07,4
2013-01-08,2
2013-01-09,0
2013-01-10,1
2013-01-11,2
2013-01-12,1
2013-01-13,2
2013-01-14,1
2013-01-15,3
2013-01-16,2
2013-01-17,1
2013-01-18,0
2013-01-19,1
2013-01-20,2
2013-01-21,1
2013-01-22,2
2013-01-23,0
2013-01-24,4
2013-01-25,3
2013-01-26,3
2013-01-27,2
2013-01-28,5
2013-01-29,0
2013-01-30,3
2013-01-31,1
2013-02-01,3
2013-02-02,6
2013-02-03,5
2013-02-04,2
2013-02-05,1
2013-02-06,2
2013-02-07,1
2013-02-08,1
2013-02-09,2
2013-02-10,0
2013-02-11,1
2013-02-12,1
2013-02-13,0
2013-02-14,1
2013-02-15,2
2013-02-16,3
2013-02-17,4
2013-02-18,2
2013-02-19,5
2013-02-20,4
2013-02-21,2
2013-02-22,2
2013-02-23,5
2013-02-24,5
2013-02-25,3
2013-02-26,0
2013-02-27,1
2013-02-28,6
2013-03-01,2
2013-03-02,5
2013-03-03,2
2013-03-04,6
2013-03-05,5
2013-03-06,6
2013-03-07,3
2013-03-08,4
2013-03-09,2
2013-03-10,1
2013-03-11,1
2013-03-12,2
2013-03-13,2
2013-03-14,4
2013-03-15,5
2013-03-16,2
2013-03-17,2
2013-03-18,3
2013-03-19,0
2013-03-20,2
2013-03-21,2
2013-03-22,5
2013-03-23,2
2013-03-24,0
2013-03-25,2
2013-03-26,0
2013-03-27,3
2013-03-28,5
2013-03-29,6
2013-03-30,6
2013-03-31,3
2013-04-01,6
2013-04-02,11
2013-04-03,9
2013-04-04,4
2013-04-05,6
2013-04-06,10
2013-04-07,12
2013-04-08,8
2013-04-09,5
2013-04-10,7
2013-04-11,2
2013-04-12,4
2013-04-13,0
2013-04-14,5
2013-04-15,5
2013-04-16,7
2013-04-17,9
2013-04-18,7
2013-04-19,4
2013-04-20,10
