date,fire_count
2013-04-21,11
2013-04-22,10
2013-04-23,12
2013-04-24,8
2013-04-25,10
2013-04-26,4
2013-04-27,7
2013-04-28,10
2013-04-29,6
2013-04-30,9
2013-05-01,10
2013-05-02,12
2013-05-03,15
2013-05-04,16
2013-05-05,10
2013-05-06,24
2013-05-07,18
2013-05-08,6
2013-05-09,13
2013-05-10,8
2013-05-11,4
2013-05-12,7
2013-05-13,3
2013-05-14,5
2013-05-15,2
2013-05-16,2
2013-05-17,2
2013-05-18,6
2013-05-19,11
2013-05-20,4
2013-05-21,4
2013-05-22,9
2013-05-23,11
2013-05-24,2
2013-05-25,8
2013-05-26,10
2013-05-27,23
2013-05-28,8
2013-05-29,2
2013-05-30,1
2013-05-31,2
2013-06-01,9
2013-06-02,5
2013-06-03,3
2013-06-04,10
2013-06-05,17
2013-06-06,12
2013-06-07,9
2013-06-08,14
2013-06-09,11
2013-06-10,11
2013-06-11,4
2013-06-12,5
2013-06-13,5
2013-06-14,19
2013-06-15,7
2013-06-16,11
2013-06-17,9
2013-06-18,12
2013-06-19,6
2013-06-20,8
2013-06-21,9
2013-06-22,8
2013-06-23,9
2013-06-24,5
2013-06-25,12
2013-06-26,16
2013-06-27,15
2013-06-28,5
2013-06-29,13
2013-06-30,24
2013-07-01,18
2013-07-02,14
2013-07-03,10
2013-07-04,8
2013-07-05,20
2013-07-06,19
2013-07-07,34
2013-07-08,22
2013-07-09,34
2013-07-10,23
2013-07-11,27
2013-07-12,27
2013-07-13,22
2013-07-14,43
2013-07-15,50
2013-07-16,43
2013-07-17,39
2013-07-18,54
2013-07-19,56
2013-07-20,32
2013-07-21,61
2013-07-22,60
2013-07-23,22
2013-07-24,35
2013-07-25,18
2013-07-26,22
2013-07-27,24
2013-07-28,14
2013-07-29,11
2013-07-30,2
2013-07-31,5
2013-08-01,18
2013-08-02,13
2013-08-03,11
2013-08-04,17
2013-08-05,13
2013-08-06,13
2013-08-07,11
2013-08-08,22
2013-08-09,16
2013-08-10,14
2013-08-11,23
2013-08-12,20
2013-08-13,18
2013-08-14,10
2013-08-15,17
2013-08-16,6
2013-08-17,10
2013-08-18,11
2013-08-19,35
2013-08-20,27
2013-08-21,22
2013-08-22,4
2013-08-23,10
2013-08-24,1
2013-08-25,4
2013-08-26,10
2013-08-27,9
2013-08-28,9
2013-08-29,10
2013-08-30,19
2013-08-31,22
2013-09-01,15
2013-09-02,12
2013-09-03,18
2013-09-04,23
2013-09-05,20
2013-09-06,6
2013-09-07,9
2013-09-08,10
2013-09-09,2
2013-09-10,5
2013-09-11,3
2013-09-12,7
2013-09-13,1
2013-09-14,7
2013-09-15,3
2013-09-16,3
2013-09-17,3
2013-09-18,1
2013-09-19,3
2013-09-20,5
2013-09-21,7
2013-09-22,3
2013-09-23,7
2013-09-24,3
2013-09-25,7
2013-09-26,4
2013-09-27,3
2013-09-28,12
2013-09-29,9
2013-09-30,2
2013-10-01,7
2013-10-02,9
2013-10-03,5
2013-10-04,5
2013-10-05,6
2013-10-06,12
2013-10-07,6
2013-10-08,6
2013-10-09,9
2013-10-10,12
2013-10-11,1
2013-10-12,5
2013-10-13,3
2013-10-14,2
2013-10-15,2
2013-10-16,2
2013-10-17,4
2013-10-18,3
2013-10-19,1
2013-10-20,2
2013-10-21,0
2013-10-22,4
2013-10-23,2
2013-10-24,2
2013-10-25,1
2013-10-26,5
2013-10-27,6
2013-10-28,1
2013-10-29,8
2013-10-30,6
2013-10-31,2
2013-11-01,4
2013-11-02,8
2013-11-03,10
2013-11-04,3
2013-11-05,16
2013-11-06,6
2013-11-07,5
2013-11-08,1
2013-11-09,1
2013-11-10,1
2013-11-11,1
2013-11-12,2
2013-11-13,1
2013-11-14,2
2013-11-15,3
2013-11-16,3
2013-11-17,2
2013-11-18,3
2013-11-19,5
2013-11-20,2
2013-11-21,3
2013-11-22,3
2013-11-23,2
2013-11-24,7
2013-11-25,3
2013-11-26,1
2013-11-27,2
2013-11-28,3
2013-11-29,5
2013-11-30,5
2013-12-01,2
2013-12-02,6
2013-12-03,4
2013-12-04,2
2013-12-05,1
2013-12-06,3
2013-12-07,4
2013-12-08,4
2013-12-09,4
2013-12-10,2
2013-12-11,3
2013-12-12,3
2013-12-13,2
2013-12-14,3
2013-12-15,1
2013-12-16,1
2013-12-17,2
2013-12-18,0
2013-12-19,0
2013-12-20,1
2013-12-21,2
2013-12-22,2
2013-12-23,1
2013-12-24,2
2013-12-25,1
2013-12-26,2
2013-12-27,0
2013-12-28,2
2013-12-29,3
2013-12-30,0
2013-12-31,1
