date,fire_count
2023-01-01,11
2023-01-02,2
2023-01-03,3
2023-01-04,1
2023-01-05,5
2023-01-06,4
2023-01-07,1
2023-01-08,5
2023-01-09,1
2023-01-10,3
2023-01-11,3
2023-01-12,3
2023-01-13,3
2023-01-14,3
2023-01-15,3
2023-01-16,3
2023-01-17,3
2023-01-18,1
2023-01-19,4
2023-01-20,3
2023-01-21,1
2023-01-22,4
2023-01-23,5
2023-01-24,3
2023-01-25,3
2023-01-26,4
2023-01-27,1
2023-01-28,2
2023-01-29,4
2023-01-30,5
2023-01-31,4
2023-02-01,6
2023-02-02,5
2023-02-03,4
2023-02-04,4
2023-02-05,6
2023-02-06,3
2023-02-07,1
2023-02-08,1
2023-02-09,3
2023-02-10,6
2023-02-11,5
2023-02-12,12
2023-02-13,7
2023-02-14,6
2023-02-15,8
2023-02-16,4
2023-02-17,4
2023-02-18,1
2023-02-19,9
2023-02-20,10
2023-02-21,5
2023-02-22,4
2023-02-23,2
2023-02-24,11
2023-02-25,5
2023-02-26,8
2023-02-27,6
2023-02-28,4
2023-03-01,7
2023-03-02,8
2023-03-03,7
2023-03-04,9
2023-03-05,6
2023-03-06,2
2023-03-07,5
2023-03-08,1
2023-03-09,1
2023-03-10,3
2023-03-11,2
2023-03-12,2
2023-03-13,2
2023-03-14,4
2023-03-15,5
2023-03-16,3
2023-03-17,2
2023-03-18,1
2023-03-19,4
2023-03-20,1
2023-03-21,4
2023-03-22,3
2023-03-23,3
2023-03-24,1
2023-03-25,5
2023-03-26,5
2023-03-27,4
2023-03-28,2
2023-03-29,4
2023-03-30,0
2023-03-31,0
2023-04-01,4
2023-04-02,1
2023-04-03,6
2023-04-04,7
2023-04-05,9
2023-04-06,1
2023-04-07,3
2023-04-08,11
2023-04-09,12
2023-04-10,2
2023-04-11,5
2023-04-12,4
2023-04-13,3
2023-04-14,4
2023-04-15,2
2023-04-16,1
2023-04-17,2
2023-04-18,7
2023-04-19,9
2023-04-20,1
2023-04-21,0
2023-04-22,6
2023-04-23,3
2023-04-24,2
2023-04-25,2
2023-04-26,5
2023-04-27,0
2023-04-28,3
2023-04-29,6
2023-04-30,5
2023-05-01,9
2023-05-02,9
2023-05-03,10
2023-05-04,6
2023-05-05,5
2023-05-06,1
2023-05-07,8
2023-05-08,7
2023-05-09,1
2023-05-10,3
2023-05-11,4
2023-05-12,3
2023-05-13,1
2023-05-14,6
2023-05-15,4
2023-05-16,7
2023-05-17,9
2023-05-18,7
2023-05-19,8
2023-05-20,6
2023-05-21,9
2023-05-22,3
2023-05-23,14
2023-05-24,9
2023-05-25,5
2023-05-26,11
2023-05-27,13
2023-05-28,20
2023-05-29,24
2023-05-30,19
2023-05-31,10
2023-06-01,15
