met_day,fire_count,VPD_mean,VPD_max,VPD_min,air_temperature_mean,air_temperature_max,air_temperature_min,dewpoint_mean,dewpoint_max,dewpoint_min,wetb_temp_mean,wetb_temp_max,wetb_temp_min,rltv_hum_mean,rltv_hum_max,rltv_hum_min,msl_pressure_mean,stn_pres_mean,alt_pres_mean,wind_speed_mean,wind_speed_max,visibility_mean,visibility_min,q10mnt_mxgst_spd_max,cs_hr_sun_dur_sum,wmo_hr_sun_dur_sum,drv_hr_sun_dur_sum,snow_depth_max,air_temperature_q_max,dewpoint_q_max,wetb_temp_q_max,msl_pressure_q_max,stn_pres_q_max,alt_pres_q_max,wind_direction_q_max,wind_speed_q_max,visibility_q_max,q10mnt_mxgst_spd_q_max,cs_hr_sun_dur_q_max,wmo_hr_sun_dur_q_max,drv_hr_sun_dur_q_max,snow_depth_q_max,ground_state_id_q_max,VPD_hourly_mean,VPD_hourly_max,VPD_hourly_min,wind_direction_circmean,ground_state_id_mode,station_count
2014-01-01,0,143.424,235.942,84.794,8.624,10.612,6.262,6.604,8.538,4.125,7.693,9.488,5.475,87.279,92.112,81.125,993.314,984.222,992.542,14.55,19.6,1414.688,365.0,33.0,0.0,0.0,0.0,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,143.424,235.942,84.794,185.595,2.0,8
2014-01-02,0,174.01,352.122,75.691,8.184,9.825,5.938,5.693,7.288,4.412,7.051,8.525,5.288,84.649,92.75,71.65,993.403,984.321,992.812,9.142,13.6,2713.021,1237.5,29.0,0.0,0.638,2.025,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,174.01,352.122,75.691,217.286,2.0,8
2014-01-03,0,222.183,369.446,78.181,8.29,9.912,6.65,4.996,9.243,1.243,6.923,9.743,4.657,79.549,93.714,64.657,994.613,985.506,993.875,13.573,18.25,1727.292,430.0,31.0,0.0,0.362,0.9,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,222.183,369.446,78.181,217.309,2.0,8
2014-01-04,2,134.078,258.967,72.126,7.426,9.138,4.15,5.422,7.288,2.775,6.529,8.125,3.588,87.262,92.475,76.15,993.751,984.621,993.125,11.45,16.8,1985.417,525.0,27.0,0.0,0.0,0.0,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,134.078,258.967,72.126,210.436,2.0,8
2014-01-05,0,91.956,172.502,36.036,5.007,10.512,1.1,3.472,9.5,0.062,4.366,9.988,0.737,89.968,95.625,82.625,1000.108,990.858,999.479,8.233,14.0,2422.708,702.5,28.5,0.0,0.138,0.412,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,91.956,172.502,36.036,199.427,3.0,8
2014-01-06,0,246.021,405.266,84.98,10.685,11.838,8.662,7.519,10.688,5.938,9.168,11.175,7.662,81.153,93.588,70.7,994.714,985.686,994.042,15.042,19.4,1463.958,552.5,33.0,0.0,0.15,0.55,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,246.021,405.266,84.98,218.49,1.5,8
2014-01-07,1,267.734,371.856,135.041,10.159,11.162,8.562,6.604,7.525,5.7,8.485,9.012,7.425,78.76,88.45,71.938,1003.278,994.135,1002.521,14.2,18.2,1582.812,462.5,33.0,0.0,0.188,0.462,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,267.734,371.856,135.041,219.365,2.0,8
2014-01-08,2,149.868,280.287,82.666,8.944,10.838,7.075,6.906,9.575,5.612,7.989,10.138,6.475,87.208,92.65,78.362,1012.024,1002.776,1011.417,8.417,11.0,1968.75,725.0,28.0,0.0,0.1,0.75,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,149.868,280.287,82.666,206.365,1.5,8
2014-01-09,2,232.804,379.068,96.497,8.327,11.15,4.825,4.792,9.625,2.062,6.787,10.312,3.912,78.716,92.1,66.25,1006.492,997.283,1005.896,11.817,16.2,3696.354,1440.0,31.0,0.0,0.412,1.075,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,232.804,379.068,96.497,249.91,2.0,8
2014-01-10,2,128.754,297.83,41.641,5.557,9.012,1.838,3.554,5.912,0.862,4.689,7.212,1.475,87.234,94.575,75.15,1014.379,1005.008,1013.708,5.933,9.2,2594.792,1050.0,16.5,0.0,0.475,1.538,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,128.754,297.83,41.641,212.14,3.0,8
2014-01-11,1,156.204,394.182,37.669,5.844,8.125,0.875,3.232,7.071,-0.9,4.746,7.629,-0.2,83.928,95.171,63.429,1018.647,1009.24,1018.125,6.708,11.6,2744.167,935.0,,0.0,0.825,2.388,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,156.204,394.182,37.669,268.498,2.0,8
2014-01-12,2,76.142,172.262,32.659,3.643,8.188,-0.512,2.311,7.175,-1.338,3.102,7.725,-0.825,90.748,95.45,80.412,1016.626,1007.182,1016.062,6.892,11.2,1426.667,477.5,21.0,0.0,0.238,0.925,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,76.142,172.262,32.659,141.21,2.5,8
2014-01-13,0,131.354,332.522,56.289,6.499,9.05,4.738,4.45,7.775,2.95,5.606,8.375,4.162,86.979,94.0,71.488,1005.161,995.906,1004.542,7.792,12.8,2347.5,940.0,20.5,0.0,0.45,1.4,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,131.354,332.522,56.289,205.063,1.5,8
2014-01-14,3,136.35,305.478,36.461,3.965,6.212,1.012,1.472,3.7,-0.213,2.98,4.475,0.712,84.271,94.638,68.612,1004.45,995.121,1003.938,5.058,8.4,2451.042,775.0,,0.0,0.688,2.388,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,136.35,305.478,36.461,249.882,3.0,8
2014-01-15,0,90.944,152.371,34.824,9.27,10.562,6.4,8.077,9.138,5.35,8.699,9.8,5.95,92.446,96.925,87.912,998.607,989.49,997.979,9.225,12.2,1233.958,325.0,23.5,0.0,0.0,0.212,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,1006.0,90.944,152.371,34.824,198.241,2.0,8
2014-01-16,2,150.535,308.901,83.482,8.208,9.912,6.525,6.051,8.212,4.85,7.223,9.038,5.838,86.492,91.912,74.9,990.511,981.432,989.917,9.692,13.2,2000.417,545.0,24.667,0.0,0.325,0.738,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,150.535,308.901,83.482,188.22,1.5,8
2014-01-17,1,108.631,217.802,50.203,6.877,8.375,5.738,5.21,6.112,4.425,6.141,7.25,5.225,89.319,94.688,80.312,990.856,981.731,990.146,9.067,13.2,2183.333,750.0,23.0,0.0,0.238,0.688,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,108.631,217.802,50.203,196.897,2.0,8
2014-01-18,0,169.37,282.68,56.313,8.185,9.525,7.062,5.722,7.175,4.8,7.071,8.0,6.412,84.67,94.662,75.862,991.562,982.483,991.0,8.45,11.8,2226.562,637.5,19.5,0.0,0.112,0.438,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,169.37,282.68,56.313,142.406,2.0,8
2014-01-19,2,186.445,402.871,46.547,6.427,8.462,3.05,3.439,6.557,0.571,5.208,7.1,1.986,81.388,94.8,62.757,995.56,986.392,995.062,5.842,8.6,3107.292,1350.0,,0.0,0.662,1.988,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,186.445,402.871,46.547,199.202,1.5,8
2014-01-20,0,85.229,281.096,25.267,3.397,7.638,0.612,1.945,4.075,-0.163,2.801,5.788,0.337,90.452,96.4,74.712,1007.733,998.392,1007.281,1.825,3.2,1553.438,382.5,,0.0,0.488,1.362,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,85.229,281.096,25.267,215.572,3.0,8
2014-01-21,1,94.329,244.246,19.161,4.104,6.988,1.25,2.495,3.8,0.725,3.441,5.45,1.062,89.769,97.4,76.238,1010.14,1000.753,1009.583,3.833,8.4,1091.104,9.0,,0.0,0.2,1.325,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,51.0,,6.0,94.329,244.246,19.161,131.925,1.5,8
2014-01-22,0,110.085,297.671,38.161,7.23,9.65,5.812,5.613,6.8,4.0,6.502,7.975,5.188,89.714,96.162,75.65,1006.739,997.49,1006.208,4.692,7.6,1338.021,440.0,17.0,0.0,0.3,0.738,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,110.085,297.671,38.161,222.723,2.0,8
2014-01-23,0,137.632,362.929,26.506,4.839,7.712,2.688,2.404,5.05,0.1,3.868,5.988,2.2,85.226,96.7,66.175,1012.568,1003.183,1012.021,7.658,13.0,1853.646,412.5,22.333,0.0,0.362,1.212,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,1006.0,137.632,362.929,26.506,252.547,1.5,8
2014-01-24,2,131.314,244.539,50.952,5.016,7.4,1.912,2.802,5.525,0.325,4.095,6.05,1.325,85.786,94.225,76.438,1013.942,1004.558,1013.396,5.3,8.2,1698.958,600.0,22.0,0.0,0.0,0.05,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,131.314,244.539,50.952,160.473,1.5,8
2014-01-25,1,150.618,425.656,15.257,7.984,11.138,5.712,5.659,8.25,0.775,6.991,9.212,3.888,86.297,98.588,67.562,1012.639,1003.346,1012.104,8.7,18.6,1434.167,105.0,36.25,0.0,0.188,0.738,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,150.618,425.656,15.257,235.545,1.5,8
2014-01-26,0,168.864,264.417,74.643,5.348,8.462,2.712,2.322,7.238,-0.025,4.141,7.9,1.9,80.993,92.788,71.225,1002.228,992.95,1001.583,10.417,16.6,2031.875,565.0,27.5,0.0,0.012,0.175,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,168.864,264.417,74.643,221.651,1.5,8
2014-01-27,0,153.967,312.893,98.874,4.253,7.262,2.212,1.391,3.162,-0.625,3.133,5.15,1.238,81.928,88.062,69.988,990.043,980.842,989.396,9.808,14.2,2583.197,850.0,25.0,0.0,0.462,1.112,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,153.967,312.893,98.874,233.728,1.5,8
2014-01-28,0,154.181,316.082,80.42,6.053,8.588,4.812,3.522,4.312,2.712,4.983,6.612,4.1,84.172,90.9,72.15,985.35,976.243,984.646,9.417,12.8,2425.104,750.0,22.667,0.0,0.462,1.275,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,154.181,316.082,80.42,184.72,2.0,8
2014-01-29,0,70.225,93.571,47.755,4.21,5.125,3.412,2.953,3.912,2.162,3.699,4.575,2.925,91.565,94.288,89.012,993.944,984.712,993.583,7.783,9.6,1310.104,477.5,18.0,0.0,0.0,0.012,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,70.225,93.571,47.755,94.278,2.0,8
2014-01-30,0,67.288,118.013,34.903,3.926,5.35,2.562,2.721,3.875,1.675,3.436,4.662,2.225,91.901,95.438,86.862,1001.751,992.435,1001.271,4.333,7.4,678.333,305.0,,0.0,0.0,0.025,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,67.288,118.013,34.903,65.969,2.0,8
2014-01-31,0,64.431,160.008,14.456,4.68,8.05,1.6,3.645,7.175,1.212,4.232,7.638,1.438,93.107,98.012,83.762,998.526,989.282,997.854,8.125,14.4,701.146,70.0,28.5,0.0,0.0,0.45,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,64.431,160.008,14.456,166.558,1.5,8
2014-02-01,1,228.113,435.626,67.678,6.768,8.788,4.575,2.888,7.725,-0.062,5.186,8.312,3.588,77.076,93.538,59.125,990.207,981.09,989.396,12.642,16.8,2705.625,745.0,32.25,0.0,0.7,1.938,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,228.113,435.626,67.678,219.204,1.5,8
2014-02-02,2,282.035,518.007,111.83,7.148,9.238,5.512,2.574,3.957,0.943,5.257,6.271,4.214,73.195,87.829,56.514,1005.5,996.254,1004.854,9.302,15.25,2438.889,1666.667,21.0,0.0,0.862,2.637,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,282.035,518.007,111.83,214.928,2.0,8
2014-02-03,1,184.083,385.298,59.301,5.979,7.562,4.725,2.862,4.257,1.171,4.693,5.557,3.757,80.963,93.129,63.486,1003.833,994.56,1003.25,9.229,13.5,2841.667,1833.333,23.0,0.0,0.112,1.15,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,184.083,385.298,59.301,138.26,2.0,8
2014-02-04,2,228.55,409.345,102.121,6.505,8.35,4.175,2.803,4.314,0.957,5.005,6.271,2.986,77.255,88.814,63.543,996.874,987.672,996.229,10.771,17.5,3622.222,700.0,31.0,0.0,0.5,1.45,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,228.55,409.345,102.121,177.199,2.0,8
2014-02-05,2,236.487,407.003,90.85,7.61,9.188,5.55,4.062,6.414,2.257,6.142,7.929,4.686,78.224,90.286,64.986,982.215,973.188,981.375,16.094,20.75,1847.5,673.333,36.5,0.0,0.125,0.525,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,236.487,407.003,90.85,188.183,2.0,8
2014-02-06,0,165.827,327.314,41.576,7.298,9.088,5.45,4.94,8.7,2.414,6.432,9.143,4.843,84.014,95.9,69.257,989.951,980.86,989.312,10.417,16.0,1828.889,426.667,24.5,0.0,0.0,0.0,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,165.827,327.314,41.576,189.972,2.0,8
2014-02-07,0,207.203,487.931,47.022,7.17,9.012,3.75,4.134,8.657,0.2,6.076,9.043,2.957,80.355,95.971,56.871,988.85,979.768,988.271,11.125,17.5,2802.222,386.667,28.25,0.0,0.612,1.338,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,207.203,487.931,47.022,235.057,2.5,8
2014-02-08,1,226.666,398.8,93.189,7.695,8.888,6.55,3.993,7.214,0.257,6.083,7.929,4.5,78.433,91.557,61.614,979.351,970.354,978.562,15.5,20.75,2166.111,353.333,35.75,0.0,0.512,1.462,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,226.666,398.8,93.189,205.913,2.5,8
2014-02-09,0,314.314,475.364,192.7,6.242,7.7,4.238,0.799,2.971,-2.071,4.208,5.2,2.286,67.757,79.171,53.043,984.908,975.815,984.104,14.698,20.75,3583.333,1400.0,34.25,0.0,0.188,1.1,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,314.314,475.364,192.7,228.046,2.0,8
2014-02-10,1,136.619,345.108,49.139,5.473,8.638,3.388,2.911,5.214,0.443,4.29,6.771,1.957,85.174,94.171,69.557,992.942,983.744,992.417,5.5,12.25,3405.278,560.0,23.0,0.0,0.338,0.85,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,136.619,345.108,49.139,197.715,2.0,8
2014-02-11,0,200.335,470.684,67.283,5.071,7.612,2.462,1.339,5.629,-1.629,3.577,6.5,1.457,77.982,91.014,54.486,996.768,987.528,996.104,10.656,19.5,3762.5,733.333,31.667,0.0,0.325,1.038,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,200.335,470.684,67.283,214.895,2.0,8
2014-02-12,0,215.147,383.241,100.072,5.999,8.25,3.125,2.032,5.486,-0.657,4.27,6.843,1.4,77.19,89.657,60.9,994.393,985.2,993.604,13.75,23.25,3031.667,370.0,40.5,0.0,0.1,0.288,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,215.147,383.241,100.072,204.577,2.0,8
2014-02-13,2,282.124,451.384,167.779,5.56,7.562,3.912,-0.101,1.914,-1.457,3.207,4.786,1.986,68.888,79.914,55.829,992.599,983.407,991.979,11.125,17.25,4326.389,2266.667,27.0,0.0,0.7,1.838,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,282.124,451.384,167.779,234.367,2.0,8
2014-02-14,0,166.92,424.621,51.232,6.437,10.962,3.1,4.008,9.514,-0.214,5.515,10.386,1.786,83.642,95.157,68.386,990.268,981.15,989.562,13.521,27.25,2419.167,526.667,44.75,0.0,0.0,0.0,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,166.92,424.621,51.232,177.473,2.0,8
2014-02-15,1,328.752,487.237,133.974,7.932,9.762,5.312,2.877,4.343,1.986,5.867,7.114,4.086,70.231,84.986,60.3,988.807,979.736,988.042,18.292,27.5,3239.722,1320.0,46.5,0.0,0.738,1.938,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,328.752,487.237,133.974,231.067,2.0,8
2014-02-16,0,234.654,616.579,47.79,5.856,9.612,2.325,1.709,4.3,-0.586,4.089,6.114,1.114,77.236,94.4,49.5,1006.819,997.526,1006.25,6.469,10.0,2761.111,1166.667,,0.0,1.05,3.1,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,234.654,616.579,47.79,228.481,2.0,8
2014-02-17,2,174.108,386.33,25.457,7.378,9.85,4.45,4.868,6.543,3.257,6.27,8.186,3.814,84.726,97.043,68.443,1007.812,998.556,1007.208,8.508,12.2,1888.542,775.0,21.0,0.0,0.012,0.388,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,174.108,386.33,25.457,176.042,1.5,8
2014-02-18,1,103.364,210.433,48.695,7.881,9.75,5.488,6.414,7.675,4.625,7.206,8.7,5.125,90.616,94.912,82.412,1008.726,999.469,1008.167,6.8,9.2,1792.708,875.0,,0.0,0.125,0.675,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,103.364,210.433,48.695,202.661,1.5,8
2014-02-19,4,104.209,242.871,33.043,6.968,9.425,4.325,5.449,7.5,3.588,6.281,8.075,4.012,90.309,96.275,80.012,1011.653,1002.378,1011.188,6.333,9.6,1888.125,587.5,,0.0,0.012,0.175,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,104.209,242.871,33.043,225.044,1.5,8
2014-02-20,2,150.536,462.555,61.412,9.523,12.288,6.4,7.476,9.612,4.075,8.573,10.3,5.462,87.636,94.925,66.85,1001.624,992.489,1001.042,11.2,15.4,2019.792,312.5,24.5,0.0,0.175,0.612,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,1006.0,150.536,462.555,61.412,208.027,2.0,8
2014-02-21,2,266.352,554.399,97.461,6.125,9.312,3.05,1.593,3.025,-0.15,4.296,5.837,2.275,73.925,87.862,53.475,1003.571,994.306,1002.938,9.283,15.0,3332.292,2050.0,24.5,0.0,0.925,2.762,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,266.352,554.399,97.461,227.652,1.5,8
2014-02-22,2,298.852,597.82,125.83,7.332,10.75,4.375,2.588,4.225,1.162,5.34,7.112,3.45,72.768,85.288,53.975,1009.222,999.938,1008.542,9.7,12.6,2772.917,2000.0,,0.0,0.8,2.775,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,298.852,597.82,125.83,227.244,1.0,8
2014-02-23,2,284.344,387.489,170.653,10.017,11.425,8.575,6.183,7.088,4.45,8.233,9.162,6.85,77.217,85.525,71.3,1010.447,1001.233,1009.667,13.883,17.4,2496.875,1600.0,32.5,0.0,0.0,0.162,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,284.344,387.489,170.653,199.736,1.5,8
2014-02-24,1,312.848,569.522,172.274,10.051,13.15,7.538,5.867,7.212,4.725,8.105,9.875,6.325,75.605,84.212,62.962,1005.196,996.042,1004.521,10.667,15.8,2783.333,1500.0,27.667,0.0,0.538,1.638,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,312.848,569.522,172.274,187.122,1.0,8
2014-02-25,1,226.936,359.02,128.832,8.327,10.688,6.425,4.988,6.7,3.425,6.838,8.788,5.225,79.698,87.6,69.975,1000.685,991.514,1000.0,11.567,16.4,2260.625,805.0,28.75,0.0,0.25,0.9,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,226.936,359.02,128.832,202.259,1.5,8
