met_day,id,ob_hour_count,max_air_temp,min_air_temp,min_grss_temp,min_conc_temp,max_air_temp_q,min_air_temp_q
2016-12-31,5260,12.0,7.3,4.9,2.4,3.0,6.0,6.0
2017-01-01,5260,24.0,9.7,1.8,-1.8,-0.9,6.0,6.0
2017-01-02,5260,24.0,5.6,-3.7,-4.1,-3.1,1006.0,6.0
2017-01-03,5260,24.0,5.6,-3.3,-0.2,-0.2,6.0,1006.0
2017-01-04,5260,24.0,8.5,-4.5,-4.7,-3.6,6.0,6.0
2017-01-05,5260,24.0,7.8,-3.9,-5.1,-3.6,6.0,6.0
2017-01-06,5260,24.0,7.5,-1.0,2.9,2.4,6.0,6.0
2017-01-07,5260,24.0,10.6,6.9,5.8,5.8,6.0,6.0
2017-01-08,5260,24.0,9.8,7.4,6.0,6.4,6.0,6.0
2017-01-09,5260,24.0,9.7,2.8,-0.2,0.6,6.0,6.0
2017-01-10,5260,24.0,9.8,5.6,3.0,3.8,6.0,6.0
2017-01-11,5260,24.0,11.0,5.0,2.2,2.2,6.0,6.0
2017-01-12,5260,24.0,6.8,0.8,-1.6,-1.3,6.0,6.0
2017-01-13,5260,24.0,6.2,-0.7,-2.9,-2.1,6.0,6.0
2017-01-14,5260,24.0,5.1,-1.3,-2.7,-1.9,6.0,6.0
2017-01-15,5260,24.0,8.7,3.0,4.6,4.7,6.0,6.0
2017-01-16,5260,24.0,5.1,-1.2,-2.3,-1.7,6.0,6.0
2017-01-17,5260,24.0,7.4,-4.6,-4.3,-3.3,6.0,6.0
2017-01-18,5260,24.0,7.4,-3.8,-3.9,-3.0,6.0,6.0
2017-01-19,5260,24.0,7.3,-3.3,-5.6,-3.5,6.0,6.0
2017-01-20,5260,24.0,7.9,-3.7,-4.8,-3.9,6.0,1006.0
2017-01-21,5260,24.0,5.6,-5.8,-5.6,-4.9,6.0,6.0
2017-01-22,5260,24.0,8.1,-4.7,-5.2,-4.2,6.0,6.0
2017-01-23,5260,24.0,3.8,-2.6,-3.7,-2.4,6.0,6.0
2017-01-24,5260,24.0,10.8,-3.2,-4.0,-3.2,6.0,6.0
2017-01-25,5260,24.0,3.1,-0.7,-0.6,-0.4,6.0,6.0
2017-01-26,5260,24.0,1.8,-1.9,-3.9,-2.9,6.0,6.0
2017-01-27,5260,24.0,8.4,1.8,0.3,1.0,6.0,6.0
2017-01-28,5260,24.0,10.2,-0.9,-3.2,-1.6,6.0,6.0
2017-01-29,5260,24.0,10.0,1.2,5.7,5.7,6.0,6.0
2017-01-30,5260,24.0,8.4,5.6,5.3,5.2,6.0,6.0
2017-01-31,5260,24.0,10.8,5.6,7.3,7.1,6.0,6.0
2017-02-01,5260,24.0,11.6,9.3,7.2,7.3,6.0,6.0
2017-02-02,5260,24.0,11.4,5.5,2.4,3.3,6.0,6.0
2017-02-03,5260,24.0,11.3,0.5,-1.1,-0.3,6.0,6.0
2017-02-04,5260,24.0,10.1,2.1,-0.8,0.2,6.0,6.0
2017-02-05,5260,24.0,5.9,-1.5,-2.7,-1.5,6.0,6.0
2017-02-06,5260,24.0,7.8,-0.3,4.1,4.3,6.0,1006.0
2017-02-07,5260,24.0,11.3,1.8,-0.6,0.7,6.0,6.0
2017-02-08,5260,24.0,5.1,2.0,1.6,1.9,6.0,6.0
2017-02-09,5260,24.0,2.6,1.4,1.4,1.9,6.0,6.0
2017-02-10,5260,24.0,2.3,0.6,-0.7,0.0,6.0,6.0
2017-02-11,5260,24.0,2.8,0.8,1.3,1.7,6.0,6.0
2017-02-12,5260,24.0,6.2,1.9,2.5,1.9,6.0,6.0
2017-02-13,5260,24.0,10.4,2.8,-1.2,-0.5,6.0,6.0
2017-02-14,5260,24.0,11.5,4.3,3.6,4.3,6.0,1006.0
2017-02-15,5260,24.0,12.5,4.0,0.0,1.2,6.0,6.0
2017-02-16,5260,24.0,12.6,6.1,3.9,4.7,6.0,6.0
2017-02-17,5260,24.0,13.4,3.2,0.2,1.7,6.0,6.0
2017-02-18,5260,24.0,13.3,1.7,-1.0,0.2,6.0,6.0
2017-02-19,5260,24.0,12.1,6.9,8.7,8.5,6.0,6.0
2017-02-20,5260,24.0,18.3,9.9,8.5,8.1,6.0,6.0
2017-02-21,5260,24.0,13.4,10.7,9.9,9.6,6.0,6.0
2017-02-22,5260,24.0,13.5,9.2,7.5,8.1,6.0,6.0
2017-02-23,5260,24.0,11.4,1.9,-1.0,0.8,6.0,6.0
2017-02-24,5260,24.0,9.5,1.9,-0.9,0.9,6.0,6.0
2017-02-25,5260,24.0,10.5,8.1,7.7,7.7,6.0,6.0
2017-02-26,5260,24.0,12.8,7.5,6.3,6.7,6.0,6.0
2017-02-27,5260,24.0,9.3,0.2,-1.6,-0.5,6.0,6.0
2017-02-28,5260,24.0,8.3,3.3,2.0,2.4,6.0,6.0
2017-03-01,5260,24.0,9.4,5.3,2.9,2.2,6.0,6.0
2017-03-02,5260,24.0,11.7,3.7,-0.2,1.2,6.0,6.0
2017-03-03,5260,24.0,11.7,6.3,4.3,5.0,6.0,6.0
2017-03-04,5260,24.0,12.4,5.5,3.0,3.0,6.0,6.0
2017-03-05,5260,24.0,11.1,1.2,-0.9,0.3,6.0,6.0
2017-03-06,5260,24.0,10.5,4.5,2.1,3.3,6.0,1006.0
2017-03-07,5260,24.0,12.0,6.2,3.9,4.8,6.0,6.0
2017-03-08,5260,24.0,14.7,6.5,4.6,5.5,6.0,6.0
2017-03-09,5260,24.0,16.8,5.6,2.3,3.6,6.0,6.0
2017-03-10,5260,24.0,12.2,9.1,8.5,8.8,6.0,6.0
2017-03-11,5260,24.0,17.5,8.1,7.4,7.9,6.0,6.0
2017-03-12,5260,24.0,12.0,3.5,2.0,3.0,6.0,6.0
2017-03-13,5260,24.0,16.0,5.8,2.8,3.9,6.0,6.0
2017-03-14,5260,24.0,14.7,5.4,2.8,3.9,1006.0,6.0
2017-03-15,5260,24.0,18.8,3.5,1.3,2.4,6.0,6.0
2017-03-16,5260,24.0,14.0,3.5,1.2,2.3,6.0,1006.0
2017-03-17,5260,24.0,12.0,7.6,8.1,8.4,6.0,6.0
2017-03-18,5260,24.0,14.8,12.0,10.7,10.7,6.0,1006.0
2017-03-19,5260,24.0,15.0,10.6,10.2,10.3,6.0,6.0
2017-03-20,5260,24.0,12.9,4.3,1.5,2.0,6.0,6.0
2017-03-21,5260,24.0,12.0,4.6,0.3,1.8,6.0,6.0
2017-03-22,5260,24.0,10.9,4.4,1.1,3.5,6.0,6.0
2017-03-23,5260,24.0,11.6,6.6,5.2,4.5,6.0,6.0
2017-03-24,5260,24.0,13.2,4.7,1.7,1.9,6.0,6.0
2017-03-25,5260,24.0,15.0,5.9,3.7,3.1,6.0,6.0
2017-03-26,5260,24.0,16.2,6.4,3.7,4.8,6.0,6.0
2017-03-27,5260,24.0,16.4,4.4,0.3,3.0,6.0,6.0
2017-03-28,5260,24.0,17.5,10.9,9.7,10.2,6.0,6.0
2017-03-29,5260,24.0,15.6,9.0,4.3,6.0,6.0,6.0
2017-03-30,5260,24.0,21.6,10.8,8.3,8.7,6.0,6.0
2017-03-31,5260,24.0,16.6,7.5,1.7,4.7,6.0,6.0
2017-04-01,5260,24.0,15.5,2.9,-1.2,1.9,6.0,6.0
2017-04-02,5260,24.0,16.6,2.6,-1.2,1.5,6.0,6.0
2017-04-03,5260,24.0,17.3,8.7,7.2,8.2,6.0,6.0
2017-04-04,5260,24.0,15.1,5.2,0.3,3.0,6.0,6.0
2017-04-05,5260,24.0,14.9,2.6,-0.8,2.3,6.0,1006.0
2017-04-06,5260,24.0,18.0,2.9,-0.9,2.3,6.0,6.0
2017-04-07,5260,24.0,17.9,2.7,-1.2,2.0,6.0,6.0
2017-04-08,5260,24.0,21.2,4.5,0.0,3.1,6.0,6.0
2017-04-09,5260,24.0,25.0,8.3,5.0,6.7,6.0,6.0
2017-04-10,5260,24.0,13.9,3.3,0.5,3.2,6.0,6.0
2017-04-11,5260,24.0,16.5,5.6,3.0,4.7,6.0,6.0
2017-04-12,5260,24.0,17.0,3.1,-1.0,2.6,6.0,6.0
2017-04-13,5260,24.0,14.9,6.4,3.0,5.7,6.0,6.0
2017-04-14,5260,24.0,15.0,9.7,8.2,8.6,6.0,6.0
2017-04-15,5260,24.0,15.4,4.8,1.4,4.1,6.0,6.0
2017-04-16,5260,24.0,14.8,7.8,4.4,6.7,6.0,6.0
2017-04-17,5260,24.0,12.2,2.4,-2.0,2.1,6.0,6.0
2017-04-18,5260,24.0,13.1,3.2,-3.0,0.8,6.0,6.0
2017-04-19,5260,24.0,14.3,4.8,2.1,5.5,6.0,6.0
2017-04-20,5260,24.0,15.4,5.7,0.8,4.5,6.0,6.0
2017-04-21,5260,24.0,15.7,7.0,2.6,5.5,6.0,6.0
2017-04-22,5260,24.0,16.1,7.6,2.5,5.8,6.0,6.0
2017-04-23,5260,24.0,17.0,3.8,-0.6,2.9,6.0,6.0
2017-04-24,5260,24.0,13.5,0.8,-2.3,-0.6,6.0,6.0
2017-04-25,5260,24.0,11.3,2.2,-2.3,0.5,6.0,6.0
2017-04-26,5260,24.0,10.9,-1.4,-4.7,-1.8,6.0,6.0
2017-04-27,5260,24.0,11.3,6.9,5.8,7.1,6.0,6.0
2017-04-28,5260,24.0,14.6,2.6,-1.7,1.5,6.0,6.0
2017-04-29,5260,24.0,16.0,9.5,5.5,7.0,6.0,6.0
2017-04-30,5260,24.0,17.4,7.9,4.9,6.7,6.0,6.0
2017-05-01,5260,24.0,14.7,5.5,0.4,3.0,6.0,6.0
2017-05-02,5260,24.0,17.9,6.8,3.3,5.1,6.0,6.0
2017-05-03,5260,24.0,11.8,8.5,8.2,8.9,6.0,6.0
2017-05-04,5260,24.0,13.6,8.4,6.5,6.7,6.0,6.0
2017-05-05,5260,24.0,15.9,9.4,7.9,8.0,6.0,6.0
2017-05-06,5260,24.0,15.3,8.4,5.4,7.7,6.0,6.0
2017-05-07,5260,24.0,17.9,7.6,6.0,7.8,6.0,6.0
2017-05-08,5260,24.0,12.0,6.5,1.3,4.1,6.0,6.0
2017-05-09,5260,24.0,15.1,3.1,-1.1,2.6,6.0,6.0
2017-05-10,5260,24.0,18.2,7.2,1.7,4.8,6.0,6.0
2017-05-11,5260,24.0,22.1,12.3,11.8,12.7,6.0,6.0
2017-05-12,5260,24.0,19.7,10.8,8.6,9.6,6.0,6.0
2017-05-13,5260,24.0,19.1,10.8,6.6,10.1,6.0,6.0
2017-05-14,5260,24.0,20.4,7.1,4.4,7.0,6.0,6.0
2017-05-15,5260,24.0,19.3,13.3,13.0,13.3,6.0,6.0
2017-05-16,5260,24.0,24.3,15.1,14.9,15.2,6.0,6.0
2017-05-17,5260,24.0,18.2,9.4,8.6,10.2,6.0,6.0
2017-05-18,5260,24.0,16.9,9.5,9.5,10.6,6.0,6.0
2017-05-19,5260,24.0,15.9,6.0,3.7,6.0,6.0,6.0
2017-05-20,5260,24.0,16.6,6.2,3.9,5.8,6.0,6.0
2017-05-21,5260,24.0,20.8,10.0,6.2,7.9,6.0,6.0
2017-05-22,5260,24.0,24.4,11.4,9.1,10.3,6.0,6.0
2017-05-23,5260,24.0,21.1,10.5,7.9,9.9,6.0,6.0
2017-05-24,5260,24.0,25.4,11.7,9.1,11.0,6.0,6.0
2017-05-25,5260,24.0,26.1,13.3,8.7,11.3,6.0,6.0
2017-05-26,5260,24.0,27.2,14.3,9.9,12.6,6.0,6.0
2017-05-27,5260,24.0,23.9,9.8,5.4,8.9,6.0,6.0
2017-05-28,5260,24.0,24.0,13.3,12.1,13.3,6.0,6.0
2017-05-29,5260,24.0,21.9,14.7,13.6,14.6,6.0,6.0
2017-05-30,5260,24.0,20.3,11.1,8.6,10.5,6.0,6.0
2017-05-31,5260,24.0,22.7,10.2,7.0,9.5,2006.0,2006.0
2017-06-01,5260,24.0,25.0,11.1,7.5,10.2,6.0,6.0
2017-06-02,5260,24.0,25.4,14.2,11.9,13.6,6.0,6.0
2017-06-03,5260,24.0,21.0,8.2,4.3,7.9,6.0,6.0
2017-06-04,5260,24.0,19.7,11.0,9.4,10.8,6.0,6.0
2017-06-05,5260,24.0,19.1,10.0,9.6,10.4,6.0,6.0
2017-06-06,5260,24.0,17.3,10.3,9.0,8.6,6.0,6.0
2017-06-07,5260,24.0,19.9,12.7,11.9,13.1,6.0,6.0
2017-06-08,5260,24.0,18.4,11.3,9.0,10.2,6.0,6.0
2017-06-09,5260,24.0,21.2,13.2,11.8,12.9,6.0,6.0
2017-06-10,5260,24.0,23.1,16.1,14.1,15.2,6.0,6.0
2017-06-11,5260,24.0,23.1,12.2,10.0,11.5,6.0,6.0
2017-06-12,5260,24.0,19.9,8.5,5.3,8.1,6.0,6.0
2017-06-13,5260,24.0,24.2,10.6,7.6,10.5,6.0,1006.0
2017-06-14,5260,24.0,26.8,12.6,9.7,12.3,6.0,6.0
2017-06-15,5260,24.0,23.7,11.5,8.4,10.5,6.0,6.0
2017-06-16,5260,24.0,24.2,13.0,9.8,12.4,6.0,6.0
2017-06-17,5260,24.0,30.0,15.1,12.7,14.7,6.0,6.0
2017-06-18,5260,24.0,32.0,15.8,12.5,14.6,6.0,6.0
2017-06-19,5260,24.0,31.9,16.0,13.0,14.9,6.0,6.0
2017-06-20,5260,24.0,30.4,16.5,14.0,15.4,6.0,6.0
2017-06-21,5260,24.0,33.8,18.6,16.1,17.1,6.0,1006.0
2017-06-22,5260,24.0,23.8,12.8,10.4,11.7,6.0,6.0
2017-06-23,5260,24.0,24.4,16.8,15.8,16.9,6.0,6.0
2017-06-24,5260,24.0,23.2,14.7,12.9,13.7,6.0,6.0
2017-06-25,5260,24.0,22.7,11.4,8.2,10.5,6.0,1006.0
2017-06-26,5260,24.0,24.9,14.7,12.3,14.1,6.0,6.0
2017-06-27,5260,24.0,22.0,14.8,15.1,15.6,6.0,6.0
2017-06-28,5260,24.0,17.0,12.1,12.4,12.7,6.0,6.0
2017-06-29,5260,24.0,18.6,11.7,11.6,12.0,6.0,6.0
2017-06-30,5260,24.0,21.8,14.6,14.5,15.4,6.0,6.0
2017-07-01,5260,24.0,22.4,14.5,15.5,16.1,6.0,1006.0
2017-07-02,5260,24.0,23.6,12.4,9.9,12.3,6.0,6.0
2017-07-03,5260,24.0,24.8,11.8,9.8,11.8,6.0,6.0
2017-07-04,5260,24.0,24.1,12.1,10.0,12.2,6.0,6.0
2017-07-05,5260,24.0,29.2,17.9,15.3,17.1,6.0,6.0
2017-07-06,5260,24.0,31.6,16.3,13.2,15.2,6.0,6.0
2017-07-07,5260,24.0,29.4,18.0,16.2,18.1,6.0,6.0
2017-07-08,5260,24.0,27.1,16.5,13.4,16.2,6.0,6.0
2017-07-09,5260,24.0,27.3,13.9,11.0,13.2,6.0,6.0
2017-07-10,5260,24.0,26.2,14.8,14.0,15.6,6.0,6.0
2017-07-11,5260,24.0,20.7,14.3,14.7,14.9,6.0,6.0
2017-07-12,5260,24.0,22.1,11.3,11.2,11.9,6.0,6.0
2017-07-13,5260,24.0,23.0,13.1,11.9,12.8,6.0,6.0
2017-07-14,5260,24.0,21.9,14.6,12.9,14.5,6.0,6.0
