met_day,max_air_temp,min_air_temp,min_grss_temp,min_conc_temp,station_count
2021-12-31,13.4,12.4,9.9,10.0,6
2022-01-01,15.3,10.6,8.6,9.3,6
2022-01-02,12.2,8.9,6.4,6.1,6
2022-01-03,10.6,7.4,5.6,6.2,6
2022-01-04,7.9,1.2,-1.6,-0.8,6
2022-01-05,6.4,-3.2,-7.5,-4.3,6
2022-01-06,7.3,-0.9,0.3,0.4,6
2022-01-07,7.5,0.2,-2.8,-1.6,6
2022-01-08,10.1,2.2,-1.4,-1.1,6
2022-01-09,8.3,1.2,-3.1,-1.2,6
2022-01-10,9.1,4.3,5.3,5.9,6
2022-01-11,10.2,0.8,-3.7,-1.0,6
2022-01-12,9.0,-0.2,-4.0,-1.9,6
2022-01-13,10.1,-1.0,-4.7,-2.7,6
2022-01-14,10.6,-0.3,-3.9,-2.2,6
2022-01-15,6.0,2.4,-0.6,1.0,6
2022-01-16,9.6,0.3,-3.3,-2.0,6
2022-01-17,10.2,-1.9,-6.2,-3.4,6
2022-01-18,7.0,-0.9,0.9,2.8,6
2022-01-19,9.2,0.1,-5.0,-2.6,6
2022-01-20,5.9,-2.5,-6.6,-3.7,6
2022-01-21,5.0,-1.3,-2.4,-1.6,6
2022-01-22,6.2,4.7,4.1,4.6,6
2022-01-23,6.3,4.0,3.4,4.2,6
2022-01-24,5.0,2.0,1.9,3.0,6
2022-01-25,4.4,1.8,1.5,2.6,6
2022-01-26,8.7,4.3,0.6,1.8,6
2022-01-27,12.5,0.4,-4.2,-1.6,6
2022-01-28,11.0,2.8,6.6,6.7,6
2022-01-29,13.4,-0.1,-5.5,-2.3,6
2022-01-30,8.7,1.0,2.6,2.9,6
2022-01-31,8.9,4.3,0.8,1.9,6
2022-02-01,14.3,7.8,4.4,5.0,6
2022-02-02,12.4,7.0,3.3,5.8,6
2022-02-03,10.1,5.2,4.7,5.6,6
2022-02-04,8.4,2.0,-1.0,-0.6,6
2022-02-05,10.5,3.3,7.3,7.7,6
2022-02-06,11.7,1.4,-2.9,-1.0,6
2022-02-07,11.0,3.5,7.6,7.8,6
2022-02-08,12.2,7.9,4.8,5.2,6
2022-02-09,13.6,5.3,3.4,4.7,6
2022-02-10,8.0,-0.1,-4.5,-2.0,6
2022-02-11,9.7,1.2,-3.1,-1.3,6
2022-02-12,8.8,5.4,3.9,4.7,6
2022-02-13,9.8,5.4,2.8,3.6,6
2022-02-14,9.4,2.3,-1.1,-0.2,6
2022-02-15,12.8,7.3,6.9,7.2,6
2022-02-16,15.0,8.0,5.3,5.4,6
2022-02-17,11.9,7.8,5.7,6.7,6
2022-02-18,10.7,2.3,-0.9,-0.4,6
2022-02-19,10.9,4.6,2.3,2.6,6
2022-02-20,12.3,4.5,2.1,2.2,6
2022-02-21,11.2,4.8,-0.7,1.6,6
2022-02-22,13.6,2.0,-3.0,-1.2,6
2022-02-23,10.7,5.9,4.5,5.0,6
2022-02-24,8.0,2.9,-0.3,0.3,6
2022-02-25,11.2,0.0,-5.0,-2.3,6
2022-02-26,10.8,2.1,-2.7,-1.8,6
2022-02-27,11.2,3.8,-1.2,0.4,6
2022-02-28,12.5,7.8,7.4,7.7,6
2022-03-01,8.5,6.3,6.0,6.7,6
2022-03-02,8.2,5.0,1.8,3.1,6
2022-03-03,12.9,7.4,6.4,7.2,6
2022-03-04,8.0,5.3,4.6,5.4,6
2022-03-05,7.2,3.6,1.4,2.4,6
2022-03-06,7.8,3.5,-0.7,1.0,6
2022-03-07,7.6,0.4,-4.0,-2.3,6
2022-03-08,12.8,4.6,3.4,4.8,6
2022-03-09,13.0,7.5,3.0,4.2,6
2022-03-10,16.1,8.6,5.3,5.9,6
2022-03-11,12.5,7.3,4.7,5.5,6
2022-03-12,12.7,8.1,5.4,6.1,6
2022-03-13,12.2,3.4,-1.4,0.8,6
2022-03-14,13.0,4.9,-0.6,2.7,6
2022-03-15,15.9,7.8,3.8,5.4,6
2022-03-16,11.2,1.9,-2.1,0.4,6
2022-03-17,13.9,2.8,-2.5,0.7,6
2022-03-18,15.8,7.6,3.8,4.3,6
2022-03-19,14.1,4.4,-0.4,1.3,6
2022-03-20,12.2,0.9,-5.1,-1.5,6
2022-03-21,17.0,7.9,3.1,5.6,6
2022-03-22,19.9,5.7,-1.0,2.1,6
2022-03-23,20.0,3.5,-2.9,1.3,6
2022-03-24,18.9,4.2,-2.5,1.4,6
2022-03-25,17.4,4.8,-1.4,2.0,6
2022-03-26,18.0,5.7,0.7,3.7,6
2022-03-27,13.0,2.9,-2.3,1.3,6
2022-03-28,15.9,7.1,6.5,7.6,6
2022-03-29,11.4,6.8,6.4,7.5,6
2022-03-30,11.3,1.2,-0.9,0.4,6
2022-03-31,7.9,1.0,-1.4,-0.6,6
2022-04-01,8.6,-0.7,-5.6,-2.0,6
2022-04-02,9.3,-1.7,-8.0,-3.2,6
2022-04-03,10.0,4.5,0.5,3.2,6
2022-04-04,14.5,6.8,9.7,10.0,6
2022-04-05,14.8,9.0,6.9,7.8,6
2022-04-06,14.6,6.9,4.7,5.4,6
2022-04-07,13.6,2.5,-1.9,1.3,6
2022-04-08,11.5,1.2,-2.7,0.1,6
2022-04-09,12.3,0.8,-5.0,-0.4,6
2022-04-10,13.4,5.4,0.3,2.8,6
2022-04-11,17.8,10.1,6.0,7.8,6
2022-04-12,18.8,10.0,6.1,8.3,6
2022-04-13,18.9,6.9,1.1,4.6,6
2022-04-14,19.2,7.7,2.3,6.1,6
2022-04-15,22.9,7.7,2.4,6.4,6
2022-04-16,19.4,7.1,1.4,5.2,6
2022-04-17,19.5,7.3,1.8,5.6,6
2022-04-18,17.4,6.6,1.6,5.4,6
2022-04-19,16.3,7.2,3.8,6.0,6
2022-04-20,18.1,6.9,2.2,5.4,6
2022-04-21,18.5,8.4,5.8,7.7,6
2022-04-22,16.0,9.5,7.9,9.1,6
2022-04-23,17.0,7.9,4.5,6.5,6
2022-04-24,18.4,6.4,3.1,5.3,6
2022-04-25,14.2,4.4,-0.9,2.6,6
2022-04-26,15.7,6.0,1.6,5.3,6
2022-04-27,11.5,5.9,0.4,4.2,6
2022-04-28,14.2,5.8,1.8,4.5,6
2022-04-29,11.2,3.2,-1.9,1.4,6
2022-04-30,17.9,9.8,7.5,9.6,6
2022-05-01,14.7,8.4,6.2,8.6,6
2022-05-02,16.9,10.4,7.9,10.6,6
2022-05-03,15.2,10.3,8.1,10.3,6
2022-05-04,18.4,7.1,2.5,5.2,6
2022-05-05,19.6,9.4,4.2,7.2,6
2022-05-06,22.7,12.2,10.9,12.5,6
2022-05-07,19.2,9.7,6.0,9.3,6
2022-05-08,19.2,5.9,0.1,5.0,6
2022-05-09,22.1,13.7,12.6,13.7,6
2022-05-10,20.2,11.5,9.7,11.5,6
2022-05-11,15.9,7.2,2.3,5.0,6
2022-05-12,18.1,10.1,7.6,8.9,6
2022-05-13,20.5,7.4,2.1,6.0,6
2022-05-14,22.9,13.0,9.3,12.7,6
2022-05-15,18.2,12.4,9.3,11.3,6
2022-05-16,21.9,11.0,6.2,9.1,6
2022-05-17,26.0,11.1,6.4,9.4,6
2022-05-18,23.0,13.5,10.8,13.3,6
2022-05-19,21.7,11.9,9.7,12.4,6
2022-05-20,18.2,9.3,5.9,7.9,6
2022-05-21,20.4,9.1,4.3,8.2,6
2022-05-22,23.2,11.2,6.8,10.8,6
2022-05-23,19.4,9.5,8.3,10.3,6
2022-05-24,18.2,8.6,5.7,7.9,6
2022-05-25,18.6,10.6,7.9,9.0,6
2022-05-26,20.0,12.9,10.3,11.6,6
2022-05-27,20.2,8.5,4.5,7.2,6
2022-05-28,18.4,7.4,3.0,6.7,6
2022-05-29,16.4,5.5,-0.1,4.8,6
2022-05-30,15.4,8.4,5.9,8.2,6
2022-05-31,16.2,7.2,3.7,6.8,6
2022-06-01,18.7,7.8,2.6,6.6,6
2022-06-02,20.8,11.1,7.1,10.3,6
2022-06-03,22.9,12.3,11.0,12.4,6
2022-06-04,20.4,11.2,10.9,12.5,6
2022-06-05,15.2,11.7,11.4,13.0,6
2022-06-06,18.2,9.7,5.6,8.8,6
2022-06-07,21.5,14.0,13.5,15.1,6
2022-06-08,22.3,11.1,8.0,10.4,6
2022-06-09,20.1,15.2,14.0,15.2,6
2022-06-10,23.1,11.9,8.4,10.8,6
2022-06-11,22.7,10.8,6.9,9.9,6
2022-06-12,22.0,9.8,5.1,9.1,6
2022-06-13,21.2,9.6,4.2,8.6,6
2022-06-14,24.5,10.7,4.6,9.5,6
2022-06-15,27.4,12.8,8.1,12.1,6
2022-06-16,28.8,15.9,10.8,14.1,6
2022-06-17,31.6,17.6,13.1,16.6,6
2022-06-18,24.4,9.9,8.9,10.7,6
2022-06-19,19.7,11.5,8.7,10.8,6
2022-06-20,22.3,9.8,3.7,9.0,6
2022-06-21,25.5,11.5,5.5,10.8,6
2022-06-22,26.9,13.0,6.6,11.8,6
2022-06-23,25.4,14.4,12.3,14.4,6
2022-06-24,21.9,12.4,9.7,10.9,6
2022-06-25,21.0,11.0,7.0,9.2,6
2022-06-26,21.8,11.3,6.7,9.6,6
2022-06-27,20.4,10.7,6.9,9.1,6
2022-06-28,22.2,14.6,12.6,14.8,6
2022-06-29,21.1,13.4,11.8,13.5,6
2022-06-30,20.2,11.4,8.2,10.7,6
2022-07-01,21.6,11.8,8.6,10.0,6
2022-07-02,22.4,11.0,7.4,9.7,6
2022-07-03,22.9,11.0,6.0,10.4,6
2022-07-04,22.9,10.2,5.6,9.4,6
2022-07-05,22.3,12.4,8.0,11.2,6
2022-07-06,24.4,16.6,14.1,15.5,6
2022-07-07,24.9,13.6,8.9,12.5,6
2022-07-08,28.9,15.6,11.9,14.5,6
2022-07-09,27.3,13.9,9.2,12.9,6
2022-07-10,29.6,15.7,11.0,15.2,6
2022-07-11,31.6,19.0,14.6,18.0,6
2022-07-12,31.0,20.3,19.4,21.4,6
2022-07-13,28.3,15.3,12.1,14.7,6
2022-07-14,25.1,12.5,7.9,11.8,6
2022-07-15,26.1,13.9,9.6,12.6,6
2022-07-16,28.4,15.4,10.7,14.1,6
2022-07-17,30.3,17.5,12.5,15.4,6
2022-07-18,36.5,21.4,16.6,18.0,6
2022-07-19,39.5,18.6,17.1,18.6,6
2022-07-20,26.7,16.1,15.2,16.6,6
2022-07-21,23.8,17.0,15.9,17.4,6
2022-07-22,23.0,15.2,11.8,14.3,6
2022-07-23,27.0,17.5,16.3,17.4,6
2022-07-24,28.2,17.7,15.8,17.0,6
2022-07-25,23.8,15.0,14.2,16.2,6
2022-07-26,22.3,14.2,10.5,13.1,6
2022-07-27,21.9,15.5,12.8,14.8,6
2022-07-28,24.0,13.4,8.8,12.8,6
2022-07-29,27.5,15.7,12.2,14.5,6
2022-07-30,26.4,19.4,18.3,19.5,6
2022-07-31,26.6,17.5,15.5,17.8,6
2022-08-01,27.2,18.2,16.5,18.0,6
2022-08-02,26.2,17.8,15.5,17.1,6
2022-08-03,27.2,16.5,14.2,16.1,6
2022-08-04,24.8,14.2,12.5,13.8,6
2022-08-05,23.0,10.7,5.1,9.3,6
2022-08-06,24.4,11.8,6.5,10.5,6
2022-08-07,27.4,15.2,10.1,13.4,6
2022-08-08,28.8,14.7,9.6,13.4,6
2022-08-09,28.2,14.7,10.2,13.8,6
2022-08-10,29.9,15.7,10.8,13.8,6
2022-08-11,32.6,16.8,11.9,15.0,6
2022-08-12,32.9,18.0,13.7,16.3,6
2022-08-13,33.9,17.2,11.9,15.1,6
2022-08-14,32.9,17.8,13.1,16.0,6
2022-08-15,29.2,17.7,15.1,17.8,6
2022-08-16,22.8,16.5,12.8,15.6,6
2022-08-17,24.8,17.6,16.5,17.4,6
2022-08-18,26.6,18.5,17.3,18.8,6
2022-08-19,24.9,12.8,8.9,11.8,6
2022-08-20,25.0,14.1,11.5,13.4,6
2022-08-21,25.0,13.3,9.4,12.8,6
2022-08-22,22.9,17.8,17.4,18.5,6
2022-08-23,26.0,19.6,18.6,19.8,6
2022-08-24,29.0,17.8,15.2,18.1,6
2022-08-25,22.3,12.0,8.2,11.2,6
2022-08-26,24.8,14.4,10.6,14.3,6
2022-08-27,25.1,13.2,9.4,12.5,6
2022-08-28,23.9,15.3,13.0,15.0,6
2022-08-29,22.2,13.8,11.4,12.7,6
2022-08-30,23.8,14.1,11.7,12.7,6
2022-08-31,23.7,15.7,13.8,14.4,6
2022-09-01,23.5,16.2,15.3,16.3,6
2022-09-02,24.5,15.0,11.4,14.1,6
2022-09-03,23.9,15.7,12.8,14.4,6
2022-09-04,24.5,15.2,12.2,14.0,6
2022-09-05,22.9,15.0,12.0,13.7,6
2022-09-06,22.3,14.5,12.3,13.4,6
2022-09-07,21.6,13.5,11.4,13.2,6
2022-09-08,19.8,14.6,13.3,14.5,6
2022-09-09,20.8,12.5,10.1,11.6,6
2022-09-10,21.6,12.5,8.8,11.4,6
2022-09-11,23.4,14.8,11.4,13.6,6
2022-09-12,26.1,15.8,14.4,16.8,6
2022-09-13,18.9,14.5,14.0,15.1,6
2022-09-14,21.6,12.0,8.7,12.2,6
2022-09-15,19.0,9.8,6.7,9.8,6
2022-09-16,17.3,5.4,1.3,4.9,6
2022-09-17,17.5,8.3,4.0,8.0,6
2022-09-18,17.7,10.6,5.9,10.1,6
2022-09-19,18.3,8.5,3.3,7.5,6
2022-09-20,19.4,13.0,9.8,13.7,6
2022-09-21,21.0,9.5,4.7,8.8,6
2022-09-22,20.2,14.0,12.7,14.2,6
2022-09-23,18.7,9.3,5.8,7.8,6
2022-09-24,18.4,8.3,4.7,7.4,6
2022-09-25,16.6,10.7,8.4,10.7,6
2022-09-26,15.4,8.5,5.7,7.2,6
2022-09-27,14.4,5.2,1.1,4.2,6
2022-09-28,14.7,4.5,-0.2,3.9,6
2022-09-29,16.7,7.1,2.8,6.5,6
2022-09-30,16.5,10.9,8.7,9.4,6
2022-10-01,19.1,12.8,11.6,12.4,6
2022-10-02,18.7,6.7,2.1,6.1,6
2022-10-03,18.7,11.5,10.1,11.8,6
2022-10-04,18.0,15.5,14.3,14.6,6
2022-10-05,18.8,7.5,3.1,5.0,6
2022-10-06,18.8,11.9,9.1,9.6,6
2022-10-07,19.0,6.9,2.8,5.1,6
2022-10-08,16.8,5.2,-0.1,3.2,6
2022-10-09,18.3,9.1,6.2,8.4,6
2022-10-10,16.2,3.8,-1.0,2.8,6
2022-10-11,16.5,4.9,-0.1,3.6,6
2022-10-12,17.3,11.5,10.4,11.6,6
2022-10-13,17.9,9.6,6.3,9.0,6
2022-10-14,16.2,8.0,3.7,6.5,6
2022-10-15,17.1,10.0,6.2,7.0,6
2022-10-16,17.0,13.4,13.1,13.5,6
2022-10-17,19.3,6.2,1.3,4.7,6
2022-10-18,18.5,10.5,8.9,9.4,6
2022-10-19,17.2,14.2,12.3,12.4,6
2022-10-20,17.0,9.7,5.2,7.9,6
2022-10-21,18.5,12.1,9.2,10.3,6
2022-10-22,18.6,13.2,11.0,12.0,6
2022-10-23,19.1,11.8,9.9,11.2,6
2022-10-24,18.2,10.9,7.3,8.8,6
2022-10-25,17.8,13.6,11.7,12.6,6
2022-10-26,19.3,12.5,8.3,9.5,6
2022-10-27,20.6,13.8,10.1,10.7,6
2022-10-28,18.8,11.2,7.2,9.3,6
2022-10-29,22.2,13.3,9.2,10.4,6
2022-10-30,16.7,10.8,6.4,8.0,6
2022-10-31,17.4,11.2,9.5,10.4,6
2022-11-01,15.8,8.1,4.5,6.2,6
2022-11-02,15.0,10.2,9.7,11.0,6
2022-11-03,12.0,6.2,3.2,5.3,6
2022-11-04,12.5,5.1,0.7,3.9,6
2022-11-05,14.0,8.9,12.0,12.2,6
2022-11-06,13.8,9.7,6.5,7.5,6
2022-11-07,15.1,12.0,10.3,10.6,6
2022-11-08,15.3,10.1,7.8,8.4,6
2022-11-09,14.5,9.3,6.1,7.3,6
2022-11-10,15.2,13.0,12.9,13.0,6
2022-11-11,16.2,9.8,5.1,8.0,6
2022-11-12,17.0,9.5,5.1,7.4,6
2022-11-13,14.7,7.8,3.4,6.0,6
2022-11-14,13.9,8.7,5.6,7.3,6
2022-11-15,14.4,7.5,4.0,5.9,6
2022-11-16,12.7,8.5,7.6,8.8,6
2022-11-17,11.8,7.4,5.1,6.0,6
2022-11-18,12.2,7.2,4.7,6.6,6
2022-11-19,10.5,4.3,-0.6,3.7,6
