met_day,max_air_temp,min_air_temp,min_grss_temp,min_conc_temp,station_count
2022-11-20,11.2,3.9,-0.3,2.8,6
2022-11-21,9.3,4.6,2.0,3.4,6
2022-11-22,10.6,3.3,-1.4,1.3,6
2022-11-23,12.4,5.9,1.5,3.1,6
2022-11-24,13.2,7.2,3.6,4.3,6
2022-11-25,12.4,6.5,2.4,3.9,6
2022-11-26,12.7,9.2,9.7,10.0,6
2022-11-27,13.2,4.7,0.0,3.2,6
2022-11-28,11.5,4.6,0.1,3.9,6
2022-11-29,7.3,6.0,5.3,7.2,6
2022-11-30,9.5,3.7,-1.1,3.1,6
2022-12-01,8.5,4.0,3.7,5.4,6
2022-12-02,7.5,4.8,3.6,5.0,6
2022-12-03,7.6,4.1,3.0,4.6,6
2022-12-04,6.0,3.8,3.3,4.8,6
2022-12-05,8.2,2.8,-1.0,1.9,6
2022-12-06,7.2,1.8,-1.8,0.8,6
2022-12-07,5.7,-3.6,-8.7,-4.4,6
2022-12-08,4.1,-3.7,-8.7,-4.5,6
2022-12-09,3.6,-3.9,-9.1,-5.2,6
2022-12-10,4.7,-4.4,-9.2,-5.0,6
2022-12-11,0.6,-2.9,-0.8,-0.4,6
2022-12-12,1.2,-2.2,-5.8,-3.2,6
2022-12-13,1.9,-2.2,-4.6,-3.4,6
2022-12-14,1.1,-6.1,-10.0,-6.4,6
2022-12-15,2.2,-5.6,-9.5,-6.4,6
2022-12-16,3.2,-5.2,-9.7,-6.4,6
2022-12-17,5.1,-2.9,-8.2,-6.0,6
2022-12-18,11.7,0.8,4.9,3.2,6
2022-12-19,13.2,9.2,7.0,7.3,5
2022-12-20,10.9,4.8,-0.2,1.7,5
2022-12-21,11.2,5.5,2.3,4.5,5
2022-12-22,11.5,6.7,6.8,7.2,5
2022-12-23,13.3,6.2,1.8,2.7,5
2022-12-24,10.7,6.3,7.0,6.4,5
2022-12-25,11.5,3.7,-0.5,2.3,5
2022-12-26,7.9,2.0,-2.4,-0.8,5
2022-12-27,11.2,5.6,7.0,6.9,5
2022-12-28,11.8,8.0,5.6,5.6,5
2022-12-29,9.7,4.9,1.0,2.1,5
2022-12-30,14.0,8.7,8.5,7.9,5
2022-12-31,13.8,11.9,,,5
