met_day,air_temperature_mean,air_temperature_max,air_temperature_min,dewpoint_mean,dewpoint_max,dewpoint_min,wetb_temp_mean,wetb_temp_max,wetb_temp_min,rltv_hum_mean,rltv_hum_max,rltv_hum_min,msl_pressure_mean,stn_pres_mean,alt_pres_mean,wind_speed_mean,wind_speed_max,visibility_mean,visibility_min,q10mnt_mxgst_spd_max,cs_hr_sun_dur_sum,wmo_hr_sun_dur_sum,drv_hr_sun_dur_sum,snow_depth_max,air_temperature_q_max,dewpoint_q_max,wetb_temp_q_max,msl_pressure_q_max,stn_pres_q_max,alt_pres_q_max,wind_direction_q_max,wind_speed_q_max,visibility_q_max,q10mnt_mxgst_spd_q_max,cs_hr_sun_dur_q_max,wmo_hr_sun_dur_q_max,drv_hr_sun_dur_q_max,snow_depth_q_max,ground_state_id_q_max,wind_direction_circmean,ground_state_id_mode,station_count
2021-01-01,1.4791666666666667,4.333333333333333,-0.7833333333333333,0.6493055555555556,3.3833333333333333,-1.1500000000000001,1.1597222222222223,3.8833333333333333,-0.9166666666666666,93.94236111111111,97.28333333333335,89.86666666666667,1011.484375,1004.1989583333333,,3.8833333333333337,6.2,465.3125,97.5,,0.0,0.0,0.06666666666666667,,22.666666666666668,22.666666666666668,22.666666666666668,6.0,6.0,,26.0,26.0,6.0,,,6.0,1.0,,6.0,298.49882425572594,1.0,6
2021-01-02,3.2055555555555557,4.8,0.8166666666666668,1.0576388888888888,3.1999999999999997,-1.0166666666666666,2.390277777777778,3.8166666666666664,0.21666666666666665,86.01041666666667,94.75,72.0,1015.8041666666667,1008.5302083333333,,4.641666666666667,7.0,2740.625,397.5,,0.0,0.25,0.7166666666666668,,22.666666666666668,22.666666666666668,22.666666666666668,6.0,6.0,,26.0,26.0,6.0,,,6.0,1.0,,6.0,345.8068858247899,1.0,6
2021-01-03,3.2999999999999994,5.583333333333333,0.8000000000000002,1.4548611111111114,2.5833333333333335,-0.5,2.576388888888889,4.216666666666667,0.35000000000000003,87.90694444444443,95.0,77.88333333333334,1017.4333333333334,1010.1458333333335,,5.458333333333333,8.2,2209.0625,630.0,14.0,0.0,0.08333333333333333,0.3666666666666667,,22.666666666666668,22.666666666666668,22.666666666666668,6.0,6.0,,26.0,26.0,6.0,106.0,,6.0,1.0,,6.0,28.086762506713264,1.0,6
2021-01-04,3.686805555555555,4.833333333333333,2.8000000000000003,1.1708333333333332,2.283333333333333,-0.08333333333333333,2.71875,3.6666666666666665,1.8499999999999999,83.72013888888888,88.25,78.13333333333333,1019.2208333333333,1011.93125,,8.866666666666667,11.6,3110.4166666666665,1275.0,25.0,0.0,0.0,0.05000000000000001,,22.666666666666668,22.666666666666668,22.666666666666668,6.0,6.0,,26.0,26.0,6.0,31.0,,6.0,1.0,,6.0,30.594707557501003,1.0,6
2021-01-05,3.1824999999999997,4.18,2.04,0.75,2.16,-0.24000000000000005,2.2641666666666667,3.28,1.2600000000000002,84.15666666666667,89.53999999999999,80.12,1019.8489583333333,1012.5479166666667,,9.291666666666666,11.75,3026.3541666666665,1082.5,20.666666666666668,0.0,0.0,0.06,,26.0,26.0,26.0,6.0,6.0,,31.0,31.0,6.0,39.333333333333336,,6.0,1.0,,6.0,26.03890128988565,1.0,5
2021-01-06,3.2416666666666663,5.26,0.6,1.0716666666666668,2.44,-0.78,2.4041666666666663,3.88,0.13999999999999999,85.86583333333333,92.78,72.24000000000001,1019.359375,1012.0583333333334,,6.322916666666666,10.0,2801.0416666666665,797.5,18.0,0.0,0.2,0.62,,26.0,26.0,26.0,6.0,6.0,,31.0,31.0,6.0,106.0,,6.0,1.0,,6.0,21.430796598738766,1.0,5
2021-01-07,0.3591666666666667,2.56,-1.6,-1.0116666666666667,0.07999999999999999,-2.3600000000000003,-0.14583333333333334,1.52,-1.8800000000000001,89.90166666666667,94.86,79.88,1018.43125,1011.0697916666668,,4.947916666666667,6.75,743.6458333333334,367.5,,0.0,0.64,1.7200000000000002,,26.0,26.0,26.0,6.0,6.0,,31.0,31.0,6.0,,,6.0,1.0,,6.0,288.3892663980849,1.0,5
2021-01-08,0.18,2.32,-1.4600000000000002,-0.9400000000000001,0.36,-2.12,-0.24499999999999997,1.58,-1.7,91.3175,95.0,86.12,1018.540625,1011.1729166666667,,3.125,6.0,537.3958333333333,280.0,,0.0,0.0,0.36,,26.0,26.0,26.0,6.0,6.0,,31.0,31.0,6.0,,,6.0,1.0,,6.0,48.273376172045126,1.0,5
2021-01-09,0.3541666666666667,3.2399999999999998,-2.02,-0.6458333333333333,0.5599999999999999,-2.38,-0.016666666666666673,2.1799999999999997,-2.1399999999999997,92.57416666666667,97.47999999999999,81.24,1026.2166666666667,1018.796875,,2.8541666666666665,5.75,533.366847826087,14.0,,0.0,0.42000000000000004,1.16,,26.0,26.0,26.0,6.0,6.0,,31.0,31.0,6.0,,,6.0,1.0,,6.0,338.04006943020744,1.0,5
2021-01-10,0.56,3.44,-2.12,-0.15416666666666665,1.9,-2.34,0.285,2.84,-2.2,94.295,98.12,89.06,1026.0270833333334,1018.6156249999999,,4.96875,7.0,491.5208333333333,24.0,,0.0,0.0,0.08,,26.0,26.0,26.0,6.0,6.0,,31.0,31.0,6.0,,,6.0,1.0,,6.0,263.76221757075444,1.0,5
