met_day,air_temperature_mean,air_temperature_max,air_temperature_min,dewpoint_mean,dewpoint_max,dewpoint_min,wetb_temp_mean,wetb_temp_max,wetb_temp_min,rltv_hum_mean,rltv_hum_max,rltv_hum_min,msl_pressure_mean,stn_pres_mean,alt_pres_mean,wind_speed_mean,wind_speed_max,visibility_mean,visibility_min,q10mnt_mxgst_spd_max,cs_hr_sun_dur_sum,wmo_hr_sun_dur_sum,drv_hr_sun_dur_sum,snow_depth_max,air_temperature_q_max,dewpoint_q_max,wetb_temp_q_max,msl_pressure_q_max,stn_pres_q_max,alt_pres_q_max,wind_direction_q_max,wind_speed_q_max,visibility_q_max,q10mnt_mxgst_spd_q_max,cs_hr_sun_dur_q_max,wmo_hr_sun_dur_q_max,drv_hr_sun_dur_q_max,snow_depth_q_max,ground_state_id_q_max,wind_direction_circmean,ground_state_id_mode,station_count
2013-01-01,5.528125,8.125,3.5,2.361458333333333,6.425,0.7875,4.2625,7.3875,2.7,80.38385416666667,90.65,66.175,1007.8597222222223,998.5472222222221,1007.3541666666666,8.308333333333334,11.0,3362.5,1250.0,,0.0,0.6875,2.3375,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,263.9648896189561,1.5,8
2013-01-02,6.16875,9.8375,2.65,4.819270833333333,8.675,1.45,5.590625,9.25,2.2375,91.14635416666667,95.3,82.725,1023.2930555555555,1013.8708333333333,1022.6875,5.641666666666667,8.8,2003.2291666666665,690.0,,0.0,0.0,0.1,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,247.84103720104864,1.5,8
2013-01-03,10.206770833333334,10.9875,9.125,8.80625,9.2125,8.3875,9.517708333333333,10.025,8.775,91.14270833333333,95.8375,87.4625,1032.7749999999999,1023.3805555555555,1032.3333333333335,8.825,11.6,2127.708333333333,827.5,,0.0,0.0,0.1125,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,260.18119929466,1.5,8
2013-01-04,9.299999999999999,10.2,8.1,6.6953125,7.9375,5.5875,8.086979166666666,9.112499999999999,7.35,83.86666666666667,90.8,77.725,1037.3263888888887,1027.8583333333333,1036.9166666666667,7.783333333333334,10.2,2443.333333333333,760.0,,0.0,0.0,0.225,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,266.5707760647948,1.0,8
2013-01-05,8.818229166666667,10.1875,7.1875,7.6078125,8.75,6.5,8.242708333333333,9.2375,6.8875,92.29427083333333,97.575,85.6,1035.2819444444444,1025.8180555555555,1034.8333333333335,6.041666666666667,9.4,1604.2708333333333,295.0,,0.0,0.0,0.07500000000000001,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,237.8464676111796,1.5,8
2013-01-06,7.13125,8.1625,5.8625,6.608333333333333,7.3875,5.475,6.892708333333333,7.7250000000000005,5.7125,96.52864583333333,98.5375,92.0875,1032.3013888888888,1022.8041666666667,1031.7490942028985,3.275,6.0,469.8958333333333,25.0,,0.0,0.0,0.1625,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,175.31931520564876,1.5,8
2013-01-07,7.655729166666667,8.6125,6.7875,6.413541666666666,7.025,5.675,7.086979166666667,7.8125,6.3875,91.9375,95.6,88.5125,1026.9375,1017.5111111111111,1026.3958333333335,6.25,8.2,1002.9166666666667,560.0,19.0,0.0,0.0,0.05,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,200.52639385091166,1.5,8
2013-01-08,9.516666666666666,10.625,8.4125,7.472395833333334,8.3,6.5625,8.5375,9.2,7.5625,87.12760416666667,95.5625,81.075,1024.2611111111112,1014.9083333333333,1023.6458333333333,7.075,9.2,1762.3958333333335,415.0,,0.0,0.0875,0.375,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,220.4257281123023,1.5,8
2013-01-09,6.760416666666667,8.8125,1.725,5.298958333333333,8.375,1.225,6.131770833333333,8.625,1.525,90.88072916666665,97.675,73.9375,1021.3111111111111,1011.9057971014494,1020.8242753623189,4.858333333333333,7.6,1098.75,260.0,,0.0,0.4,0.8500000000000001,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,146.77565963965418,1.5,8
2013-01-10,1.7223958333333333,2.8625,-0.08749999999999997,0.40677083333333336,1.3375,-0.9625,1.2505208333333333,2.2375,-0.3625,91.31614583333334,95.4875,86.3625,1015.9499999999999,1006.4361111111111,1015.5,3.775,6.0,567.0833333333334,42.5,,0.0,0.0,0.037500000000000006,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,251.8967563657049,1.5,8
