met_day,max_air_temp,min_air_temp,min_grss_temp,min_conc_temp,station_count
2021-02-07,1.8,-2.0,-2.5,-2.0,6
2021-02-08,-0.6,-1.7,-2.3,-2.0,6
2021-02-09,0.4,-1.6,-3.3,-3.2,6
2021-02-10,2.4,-3.3,-6.7,-4.6,6
2021-02-11,1.2,-1.5,-3.3,-2.6,6
2021-02-12,1.6,-4.0,-6.1,-4.9,6
2021-02-13,1.8,-3.0,-1.8,-1.1,6
2021-02-14,7.8,1.5,1.6,2.6,6
2021-02-15,12.8,7.7,5.5,5.6,6
2021-02-16,10.6,7.0,3.7,3.5,6
2021-02-17,11.2,8.2,5.4,4.9,6
2021-02-18,10.8,4.3,0.4,0.8,6
2021-02-19,12.6,8.0,7.5,7.4,6
2021-02-20,14.8,10.0,8.5,8.5,6
2021-02-21,14.4,7.4,3.1,4.4,6
2021-02-22,10.9,5.2,1.6,3.0,6
2021-02-23,14.3,8.4,8.4,8.2,6
2021-02-24,15.8,9.1,8.0,8.2,6
2021-02-25,11.7,0.6,-5.5,-1.6,6
2021-02-26,12.4,0.4,-4.9,-2.0,6
2021-02-27,12.9,2.2,-2.8,-0.3,6
2021-02-28,9.6,3.3,-0.3,1.4,6
2021-03-01,10.0,3.7,1.5,2.6,6
2021-03-02,8.7,3.0,-1.0,1.3,6
2021-03-03,8.8,3.8,3.8,4.6,6
2021-03-04,5.9,1.6,-1.1,-0.6,6
2021-03-05,6.4,0.7,-3.6,-1.3,6
2021-03-06,6.2,0.2,-4.9,-0.6,6
2021-03-07,7.0,-1.0,-6.1,-1.8,6
2021-03-08,10.4,1.2,-3.5,-0.9,6
2021-03-09,13.4,5.0,3.6,4.7,6
2021-03-10,11.4,7.0,6.8,6.8,6
2021-03-11,11.8,4.4,1.8,2.1,6
2021-03-12,10.8,5.1,3.0,3.1,6
2021-03-13,10.5,3.9,1.2,2.0,6
2021-03-14,10.2,7.2,5.5,5.4,6
2021-03-15,11.6,6.6,3.0,5.1,6
2021-03-16,14.1,4.2,0.8,1.6,6
2021-03-17,9.9,3.7,-0.4,1.4,6
2021-03-18,9.7,5.8,4.9,5.9,6
2021-03-19,11.3,2.8,-2.0,1.6,6
2021-03-20,10.4,6.3,3.9,4.7,6
2021-03-21,11.8,4.0,-1.9,1.9,6
2021-03-22,14.4,2.5,-3.1,0.6,6
2021-03-23,13.4,2.6,-2.1,-0.0,6
2021-03-24,13.3,3.1,-2.3,0.1,6
2021-03-25,12.8,8.4,5.9,6.6,6
2021-03-26,12.4,3.0,0.3,0.6,6
2021-03-27,11.7,6.9,6.1,6.9,6
2021-03-28,12.4,9.4,8.1,8.7,6
2021-03-29,19.7,3.8,-2.3,1.1,6
2021-03-30,23.8,7.9,1.6,4.8,6
2021-03-31,20.3,8.0,6.0,7.3,6
2021-04-01,14.6,5.1,3.5,5.1,6
2021-04-02,10.6,5.4,3.0,4.3,6
2021-04-03,9.6,2.4,-2.8,0.7,6
2021-04-04,15.2,5.1,4.3,5.4,6
2021-04-05,7.6,-0.4,-4.1,-1.4,6
2021-04-06,8.0,-2.2,-6.3,-3.4,6
2021-04-07,7.3,2.5,-1.6,1.4,6
2021-04-08,12.5,4.7,1.4,3.0,6
2021-04-09,13.9,5.6,3.9,5.4,6
2021-04-10,8.0,0.8,-3.5,-1.4,6
2021-04-11,9.2,-0.9,-6.3,-2.4,6
2021-04-12,10.3,-0.9,-7.2,-2.8,6
2021-04-13,12.6,2.6,-3.8,0.7,6
2021-04-14,12.1,1.1,-4.4,-0.6,6
2021-04-15,10.7,0.8,-5.2,-1.6,6
2021-04-16,11.9,0.2,-6.7,-2.2,6
2021-04-17,13.4,0.5,-6.1,-1.1,6
2021-04-18,15.5,2.6,-3.7,0.6,6
2021-04-19,17.2,4.0,-2.3,2.0,6
2021-04-20,17.6,5.9,0.1,4.1,6
2021-04-21,13.8,2.4,-2.5,0.2,6
2021-04-22,13.8,2.4,-4.2,-0.3,6
2021-04-23,16.5,3.5,-2.8,0.8,6
2021-04-24,16.3,4.6,1.1,3.0,6
2021-04-25,13.5,4.4,1.8,3.8,6
2021-04-26,13.2,0.8,-5.2,-0.1,6
2021-04-27,16.5,6.2,1.6,4.8,6
2021-04-28,12.4,4.0,1.7,2.8,6
2021-04-29,11.5,2.8,-2.3,1.8,6
2021-04-30,12.5,2.4,-3.4,0.6,6
2021-05-01,13.1,3.2,-2.8,2.0,6
2021-05-02,14.1,5.2,0.9,3.5,6
2021-05-03,13.4,7.9,6.5,6.7,6
2021-05-04,14.3,3.4,0.2,2.3,6
2021-05-05,13.2,1.6,-2.4,0.7,6
2021-05-06,12.7,3.5,-0.3,1.9,6
2021-05-07,14.5,6.6,3.7,6.7,6
2021-05-08,17.8,11.0,9.6,9.5,6
2021-05-09,20.0,10.2,8.3,9.5,6
2021-05-10,16.7,6.4,1.2,4.5,6
2021-05-11,17.5,8.8,6.3,7.8,6
2021-05-12,17.1,9.7,9.2,10.9,6
2021-05-13,14.0,7.9,3.7,7.0,6
2021-05-14,12.8,8.4,6.6,8.6,6
2021-05-15,14.8,7.5,3.8,5.9,6
2021-05-16,14.7,9.8,8.8,9.9,6
2021-05-17,16.2,5.8,1.4,5.0,6
2021-05-18,16.5,8.6,7.8,9.6,6
2021-05-19,17.8,6.1,0.8,5.1,6
2021-05-20,14.1,10.3,8.5,9.0,6
2021-05-21,12.9,9.1,8.4,9.4,6
2021-05-22,15.0,4.3,0.1,3.4,6
2021-05-23,13.5,6.8,3.5,5.6,6
2021-05-24,13.8,6.6,4.1,5.7,6
2021-05-25,15.8,5.8,1.3,4.7,6
2021-05-26,17.0,7.8,2.0,6.2,6
2021-05-27,20.4,9.9,6.4,10.1,6
2021-05-28,19.7,11.9,10.5,12.2,6
2021-05-29,21.2,8.6,4.3,8.0,6
2021-05-30,20.5,8.8,5.4,8.7,6
2021-05-31,23.9,11.1,6.1,10.0,6
2021-06-01,25.4,12.5,6.8,10.8,6
2021-06-02,28.2,16.9,15.9,17.5,6
2021-06-03,23.6,12.6,9.2,12.8,6
2021-06-04,17.2,11.5,8.2,11.0,6
2021-06-05,23.4,12.6,9.4,12.8,6
2021-06-06,23.0,13.6,10.2,13.5,6
2021-06-07,23.4,11.9,7.4,11.6,6
2021-06-08,24.2,11.2,6.2,11.0,6
2021-06-09,25.5,15.0,12.9,15.7,6
2021-06-10,23.8,16.2,14.7,17.2,6
2021-06-11,24.3,14.0,11.8,14.1,6
2021-06-12,24.1,13.6,9.5,13.5,6
2021-06-13,27.3,14.6,9.8,14.1,6
2021-06-14,28.0,14.9,14.1,16.7,6
2021-06-15,25.6,14.1,9.3,14.2,6
2021-06-16,28.4,18.1,17.6,19.2,6
2021-06-17,21.3,14.3,14.2,15.5,6
2021-06-18,14.9,11.9,11.5,13.0,6
2021-06-19,16.1,12.7,12.6,13.9,6
2021-06-20,18.5,11.8,11.5,13.2,6
2021-06-21,14.1,11.4,10.3,11.5,6
2021-06-22,17.2,7.6,3.0,7.7,6
2021-06-23,21.7,9.1,4.4,9.5,6
2021-06-24,20.5,13.6,12.0,14.1,6
2021-06-25,21.8,13.5,10.1,14.1,6
2021-06-26,22.2,15.3,12.8,15.7,6
2021-06-27,20.2,15.3,15.0,16.1,6
2021-06-28,20.5,14.4,14.4,15.8,6
2021-06-29,18.7,13.0,10.5,13.2,6
2021-06-30,18.0,12.2,8.2,12.2,6
2021-07-01,21.8,14.8,12.1,15.0,6
2021-07-02,23.9,15.8,15.1,17.4,6
2021-07-03,21.6,15.3,13.3,15.4,6
2021-07-04,21.4,13.7,12.7,14.7,6
2021-07-05,20.9,13.2,12.7,14.2,6
2021-07-06,19.5,12.8,11.1,12.7,6
2021-07-07,20.6,13.8,11.2,13.6,6
2021-07-08,21.1,14.9,12.7,15.0,6
2021-07-09,23.4,13.6,12.1,14.6,6
2021-07-10,19.2,11.5,7.5,10.8,6
2021-07-11,21.6,13.9,13.4,15.1,6
2021-07-12,21.7,15.4,14.2,15.3,6
2021-07-13,22.7,14.2,10.5,13.3,6
2021-07-14,24.8,14.0,11.0,13.2,6
2021-07-15,21.9,11.2,7.5,10.5,6
2021-07-16,26.3,15.3,11.4,14.6,6
2021-07-17,28.4,15.1,10.9,15.2,6
2021-07-18,31.0,18.1,14.5,17.5,6
2021-07-19,30.6,17.5,14.2,17.4,6
2021-07-20,31.2,17.2,13.6,17.3,6
2021-07-21,29.9,16.8,13.1,17.1,6
2021-07-22,28.8,15.5,12.3,16.2,6
2021-07-23,23.9,15.9,15.1,17.2,6
2021-07-24,22.9,16.8,14.1,17.1,6
2021-07-25,21.5,16.0,14.6,16.5,6
2021-07-26,25.0,16.4,15.3,17.6,6
2021-07-27,22.0,16.4,15.0,17.2,6
2021-07-28,20.6,12.1,9.7,11.4,6
2021-07-29,22.1,14.3,12.8,15.0,6
2021-07-30,19.0,13.1,11.2,12.8,6
2021-07-31,20.9,14.3,13.1,15.7,6
2021-08-01,21.0,12.5,9.0,13.3,6
2021-08-02,19.9,10.9,6.8,11.4,6
2021-08-03,22.1,11.8,7.6,12.0,6
2021-08-04,23.0,12.8,9.7,13.2,6
2021-08-05,21.1,15.4,14.1,15.5,6
2021-08-06,22.3,13.3,11.0,13.2,6
2021-08-07,20.4,13.3,11.3,12.9,6
2021-08-08,19.9,13.0,10.5,12.6,6
2021-08-09,21.7,12.6,9.8,12.7,6
2021-08-10,23.5,12.8,9.5,13.3,6
2021-08-11,23.6,15.7,14.1,16.9,6
2021-08-12,22.0,13.6,11.4,13.3,6
2021-08-13,22.0,14.2,11.4,13.4,6
2021-08-14,24.5,14.0,10.9,13.7,6
2021-08-15,23.2,12.6,10.7,12.7,6
2021-08-16,18.8,11.0,6.8,10.4,6
2021-08-17,18.2,15.1,14.3,15.5,6
2021-08-18,23.0,13.7,13.1,15.1,6
2021-08-19,21.1,13.8,11.6,13.8,6
2021-08-20,21.2,15.5,13.6,15.9,6
2021-08-21,21.0,15.2,13.5,15.4,6
2021-08-22,22.5,15.6,13.7,15.2,6
2021-08-23,21.2,12.8,9.6,12.1,6
2021-08-24,22.8,13.5,10.3,12.2,6
2021-08-25,22.1,15.5,14.0,16.0,6
2021-08-26,18.4,12.2,9.5,11.3,6
2021-08-27,19.5,10.9,6.8,10.0,6
2021-08-28,20.6,9.9,5.0,9.1,6
2021-08-29,19.1,13.7,13.0,14.2,6
2021-08-30,16.9,13.8,13.2,14.2,6
2021-08-31,18.7,14.1,12.7,13.7,6
2021-09-01,18.3,14.8,13.7,15.2,6
2021-09-02,19.7,13.6,9.3,12.4,6
2021-09-03,22.0,13.4,10.2,12.2,6
2021-09-04,19.2,13.7,10.8,12.5,6
2021-09-05,26.0,13.4,9.5,12.6,6
2021-09-06,27.8,15.8,11.7,13.5,6
2021-09-07,29.4,16.1,10.7,13.2,6
2021-09-08,29.4,16.2,13.7,15.8,6
2021-09-09,22.9,16.7,14.4,15.6,6
2021-09-10,21.7,17.1,15.8,17.2,6
2021-09-11,22.8,11.8,7.9,11.2,6
2021-09-12,21.7,13.7,10.4,13.1,6
2021-09-13,20.8,15.6,13.2,15.3,6
2021-09-14,20.5,14.9,12.7,14.6,6
2021-09-15,20.9,10.7,7.2,9.8,6
2021-09-16,23.1,12.8,9.4,11.1,6
2021-09-17,21.7,12.9,9.4,11.0,6
2021-09-18,24.3,14.2,10.8,13.4,6
2021-09-19,19.3,11.7,9.4,10.6,6
2021-09-20,19.6,10.2,6.3,9.0,6
2021-09-21,21.9,10.0,5.8,8.8,6
2021-09-22,22.1,11.5,7.4,10.0,6
2021-09-23,21.6,12.5,9.6,11.4,6
2021-09-24,23.6,14.6,11.7,14.1,6
2021-09-25,18.9,12.6,7.9,11.1,6
2021-09-26,22.4,13.9,12.9,14.2,6
2021-09-27,18.3,9.7,6.5,8.1,6
2021-09-28,18.3,8.4,6.6,7.6,6
2021-09-29,16.0,6.6,3.2,5.6,6
2021-09-30,16.8,12.2,12.8,13.5,6
2021-10-01,17.8,7.2,3.5,5.8,6
2021-10-02,16.2,10.1,9.1,10.0,6
2021-10-03,17.3,9.9,7.0,8.0,6
2021-10-04,17.4,10.7,8.7,9.7,6
2021-10-05,14.8,9.2,7.1,7.3,6
2021-10-06,17.2,10.6,6.9,10.1,6
2021-10-07,17.8,13.7,11.8,13.5,6
2021-10-08,17.4,7.5,3.3,6.6,6
2021-10-09,19.2,8.4,4.4,7.7,6
2021-10-10,18.5,7.0,2.9,5.8,6
2021-10-11,15.8,6.7,2.9,5.8,6
2021-10-12,16.3,6.8,2.4,6.0,6
2021-10-13,16.0,9.2,5.6,7.4,6
2021-10-14,18.3,12.2,11.2,11.8,6
2021-10-15,14.6,7.9,3.8,6.8,6
2021-10-16,16.4,9.3,5.7,7.5,6
2021-10-17,17.4,8.0,3.6,5.7,6
2021-10-18,18.1,13.3,15.2,15.3,6
2021-10-19,20.2,15.3,14.3,15.0,6
2021-10-20,18.3,7.8,6.8,7.2,6
2021-10-21,12.2,4.6,0.8,3.3,6
2021-10-22,14.0,8.4,7.0,8.5,6
2021-10-23,13.8,10.8,9.8,10.6,6
2021-10-24,15.3,9.6,5.7,6.7,6
2021-10-25,16.8,7.9,3.8,5.8,6
2021-10-26,16.8,11.3,12.8,13.0,6
2021-10-27,17.4,11.7,8.8,9.1,6
2021-10-28,15.6,12.6,10.0,10.5,6
2021-10-29,15.5,8.9,5.3,6.3,6
2021-10-30,15.1,7.1,3.2,4.8,6
2021-10-31,15.2,9.2,6.4,6.6,6
2021-11-01,14.0,1.7,-1.7,0.8,6
2021-11-02,12.7,0.3,-3.2,-0.0,6
2021-11-03,9.8,3.7,3.8,3.8,6
2021-11-04,9.9,-0.6,-4.0,-1.0,6
2021-11-05,10.6,2.6,4.2,5.5,6
2021-11-06,12.8,8.0,4.5,5.6,6
2021-11-07,12.5,2.8,-0.9,1.2,6
2021-11-08,12.3,5.8,7.6,8.2,6
2021-11-09,15.5,8.8,5.8,6.5,6
2021-11-10,13.2,9.4,6.6,8.7,6
2021-11-11,15.0,7.8,3.7,5.5,6
2021-11-12,15.1,10.2,7.8,7.9,6
2021-11-13,12.9,9.9,8.8,9.4,6
2021-11-14,13.3,10.1,8.8,9.8,6
2021-11-15,11.7,3.2,-1.2,2.1,6
2021-11-16,11.8,4.6,1.3,3.1,6
2021-11-17,12.3,4.6,0.3,2.2,6
2021-11-18,13.8,8.5,7.5,7.9,6
2021-11-19,12.0,9.7,9.2,9.8,6
2021-11-20,10.8,4.9,1.6,2.8,6
2021-11-21,8.4,3.7,0.6,1.0,6
2021-11-22,9.8,0.6,-3.0,-0.5,6
2021-11-23,9.9,1.4,-3.2,0.2,6
2021-11-24,7.3,3.1,-0.9,1.0,6
2021-11-25,7.2,1.3,-2.5,0.0,6
2021-11-26,9.1,2.4,0.8,1.0,6
2021-11-27,5.2,-0.4,-2.4,-1.9,6
2021-11-28,4.3,-2.7,-5.5,-3.9,6
2021-11-29,9.4,-1.1,0.6,0.8,6
2021-11-30,11.8,7.8,6.5,6.4,6
2021-12-01,9.8,0.5,-1.5,-0.8,6
2021-12-02,6.5,0.0,-3.2,-1.9,6
2021-12-03,9.5,3.9,-0.1,2.1,6
2021-12-04,7.9,4.1,2.8,2.8,6
2021-12-05,6.7,2.0,0.1,0.9,6
2021-12-06,7.4,1.3,-2.2,-1.4,6
2021-12-07,8.1,4.3,1.4,1.7,6
2021-12-08,8.2,3.4,0.0,0.5,6
2021-12-09,8.7,4.0,2.5,2.6,6
2021-12-10,7.3,1.2,-1.9,-1.2,6
2021-12-11,12.3,2.8,7.2,6.8,6
2021-12-12,13.6,9.7,7.2,7.3,6
2021-12-13,11.6,8.8,5.4,6.6,6
2021-12-14,12.9,9.4,6.2,6.4,6
2021-12-15,13.0,10.0,8.8,9.3,6
2021-12-16,12.1,9.0,7.4,8.0,6
2021-12-17,9.1,6.8,7.5,8.2,6
2021-12-18,8.6,3.9,4.1,5.6,6
2021-12-19,6.4,3.1,3.4,4.8,6
2021-12-20,7.3,4.8,3.8,4.8,6
2021-12-21,6.2,-1.3,-6.0,-3.3,6
2021-12-22,7.4,0.0,-0.2,0.7,6
2021-12-23,11.0,5.4,0.8,2.0,6
2021-12-24,10.3,7.5,7.2,7.7,6
2021-12-25,7.8,5.3,5.2,5.9,6
2021-12-26,9.3,6.5,4.2,5.5,6
2021-12-27,11.3,8.5,6.0,6.9,6
2021-12-28,11.5,7.1,4.7,6.0,6
2021-12-29,15.2,9.7,8.5,8.3,6
2021-12-30,14.6,12.4,11.4,11.8,6
2021-12-31,14.8,12.4,,,6
