met_day,max_air_temp,min_air_temp,min_grss_temp,min_conc_temp,station_count
2018-12-31,8.9,5.8,1.2,3.2,7
2019-01-01,10.6,3.9,0.5,1.8,7
2019-01-02,6.1,4.0,2.6,3.8,7
2019-01-03,5.3,0.9,-3.5,-0.7,7
2019-01-04,4.6,1.3,1.2,2.5,7
2019-01-05,6.1,4.1,4.1,4.6,7
2019-01-06,9.8,5.8,2.1,4.4,7
2019-01-07,11.0,6.1,3.6,3.3,7
2019-01-08,9.1,2.4,-1.6,-1.1,7
2019-01-09,5.9,0.2,-3.3,-1.7,7
2019-01-10,7.4,1.4,3.1,3.7,7
2019-01-11,9.0,5.1,2.4,3.8,7
2019-01-12,10.8,8.7,7.4,6.9,7
2019-01-13,11.7,6.9,4.1,3.7,7
2019-01-14,9.3,2.1,-2.4,-0.6,7
2019-01-15,9.4,5.9,6.1,6.0,7
2019-01-16,9.4,2.1,-0.0,0.9,7
2019-01-17,4.9,-1.4,-5.2,-2.4,7
2019-01-18,7.1,0.4,-0.6,-1.0,7
2019-01-19,5.4,-1.4,-6.4,-3.3,7
2019-01-20,5.5,-2.7,-8.0,-4.0,7
2019-01-21,6.1,0.3,-1.6,-1.0,7
2019-01-22,6.3,-0.1,-2.2,-1.3,7
2019-01-23,2.9,-2.8,-7.4,-3.9,7
2019-01-24,5.1,-0.3,-0.1,1.6,7
2019-01-25,11.8,5.0,2.3,2.3,7
2019-01-26,10.4,3.6,2.6,3.2,7
2019-01-27,6.6,1.1,-1.6,-1.6,7
2019-01-28,5.9,-2.2,-7.6,-4.2,7
2019-01-29,6.4,-1.8,-5.5,-3.1,7
2019-01-30,5.3,-4.5,-10.3,-5.5,7
2019-01-31,4.6,-2.4,-0.3,-0.1,7
2019-02-01,2.7,0.7,-0.8,-1.1,7
2019-02-02,4.8,-3.2,-8.1,-4.7,7
2019-02-03,7.3,-1.7,1.2,1.1,7
2019-02-04,8.8,4.6,1.1,2.0,7
2019-02-05,9.4,5.5,4.1,4.7,7
2019-02-06,11.3,6.2,4.3,4.0,7
2019-02-07,9.9,6.1,3.6,3.5,7
2019-02-08,10.8,6.7,4.4,3.6,7
2019-02-09,10.6,5.9,5.0,5.5,7
2019-02-10,7.7,0.9,-3.8,-1.7,7
2019-02-11,9.0,1.3,-3.7,-1.5,7
2019-02-12,11.9,4.7,2.0,2.8,7
2019-02-13,12.1,0.7,-4.5,-2.2,7
2019-02-14,14.1,0.8,-4.4,-2.6,7
2019-02-15,14.8,3.0,-1.7,-0.4,7
2019-02-16,11.9,4.3,-0.2,0.5,7
2019-02-17,14.8,6.9,2.7,3.7,7
2019-02-18,9.7,2.4,-1.3,-0.4,7
