date,pump_hours
2016-01-01,8.916666666666666
2016-01-02,3.0
2016-01-03,2.0666666666666664
2016-01-04,1.0
2016-01-05,2.0
2016-01-06,3.1333333333333333
2016-01-07,1.0
2016-01-08,4.0
2016-01-09,0.0
2016-01-10,0.0
2016-01-11,1.0166666666666666
2016-01-12,1.0
2016-01-13,1.1166666666666667
2016-01-14,2.0
2016-01-15,8.766666666666666
2016-01-16,2.0
2016-01-17,2.0
2016-01-18,2.0
2016-01-19,5.0
2016-01-20,4.0
2016-01-21,6.016666666666667
2016-01-22,3.0
2016-01-23,4.0
2016-01-24,1.0
2016-01-25,6.0
2016-01-26,1.0
2016-01-27,1.0
2016-01-28,2.0
2016-01-29,2.0
2016-01-30,3.0
2016-01-31,5.0
2016-02-01,3.0
2016-02-02,4.0
2016-02-03,2.0
2016-02-04,5.1
2016-02-05,4.266666666666667
2016-02-06,4.0
2016-02-07,3.4833333333333334
2016-02-08,2.0
2016-02-09,5.466666666666667
2016-02-10,3.0
2016-02-11,2.0
2016-02-12,6.0
2016-02-13,1.0
2016-02-14,4.0
2016-02-15,4.116666666666667
2016-02-16,4.0
2016-02-17,3.716666666666667
2016-02-18,1.0
2016-02-19,4.0
2016-02-20,2.0
2016-02-21,6.283333333333333
2016-02-22,0.0
2016-02-23,6.0
2016-02-24,7.0
2016-02-25,0.0
2016-02-26,3.0
2016-02-27,5.0
2016-02-28,12.516666666666666
2016-02-29,14.233333333333334
2016-03-01,1.0
2016-03-02,4.0
2016-03-03,2.0
2016-03-04,3.0
2016-03-05,4.0
2016-03-06,3.0
2016-03-07,4.0
2016-03-08,22.9
2016-03-09,4.05
2016-03-10,5.0
2016-03-11,2.0
2016-03-12,8.0
2016-03-13,11.766666666666666
2016-03-14,5.0
2016-03-15,3.0
2016-03-16,6.0
2016-03-17,12.45
2016-03-18,3.0
2016-03-19,16.316666666666666
2016-03-20,5.05
2016-03-21,6.0
2016-03-22,7.0
2016-03-23,29.25
2016-03-24,8.883333333333333
2016-03-25,6.0
2016-03-26,4.0
2016-03-27,5.0
2016-03-28,3.0
2016-03-29,4.0
2016-03-30,4.0
2016-03-31,9.916666666666666
2016-04-01,6.0
2016-04-02,5.0
2016-04-03,9.7
2016-04-04,4.0
2016-04-05,8.0
2016-04-06,5.0
2016-04-07,5.0
2016-04-08,6.0
2016-04-09,7.7
2016-04-10,7.416666666666667
2016-04-11,5.0
2016-04-12,6.0
2016-04-13,4.45
2016-04-14,3.0
2016-04-15,6.866666666666667
2016-04-16,0.0
2016-04-17,3.0
2016-04-18,0.0
2016-04-19,8.0
2016-04-20,11.0
2016-04-21,11.0
2016-04-22,4.0
2016-04-23,8.0
2016-04-24,5.0
2016-04-25,0.0
2016-04-26,7.133333333333333
2016-04-27,3.0
2016-04-28,5.133333333333333
2016-04-29,7.183333333333334
2016-04-30,9.083333333333332
2016-05-01,15.716666666666667
2016-05-02,7.0
2016-05-03,13.233333333333334
2016-05-04,15.116666666666667
2016-05-05,18.0
2016-05-06,8.0
2016-05-07,18.55
2016-05-08,25.416666666666668
2016-05-09,13.083333333333334
2016-05-10,1.0
2016-05-11,0.0
2016-05-12,4.0
2016-05-13,12.316666666666666
2016-05-14,11.25
2016-05-15,10.0
2016-05-16,7.7
2016-05-17,9.55
2016-05-18,1.0
2016-05-19,7.733333333333333
2016-05-20,4.0
2016-05-21,7.0
2016-05-22,7.0
2016-05-23,6.0
2016-05-24,15.766666666666666
2016-05-25,8.6
2016-05-26,8.7
2016-05-27,10.383333333333333
2016-05-28,9.383333333333333
2016-05-29,8.3
2016-05-30,15.433333333333334
2016-05-31,6.0
2016-06-01,1.0
2016-06-02,3.0
2016-06-03,1.0
2016-06-04,5.0
2016-06-05,12.0
2016-06-06,10.166666666666666
2016-06-07,12.233333333333334
2016-06-08,7.0
2016-06-09,14.0
2016-06-10,8.0
2016-06-11,4.0
2016-06-12,6.0
2016-06-13,5.266666666666667
2016-06-14,2.0
2016-06-15,6.0
2016-06-16,6.0
2016-06-17,5.0
2016-06-18,2.0
2016-06-19,5.0
2016-06-20,1.0
2016-06-21,7.0
2016-06-22,12.383333333333333
2016-06-23,3.0
2016-06-24,5.883333333333333
2016-06-25,3.0
2016-06-26,2.0
2016-06-27,4.0
2016-06-28,5.0
2016-06-29,6.0
2016-06-30,5.0
2016-07-01,7.0
2016-07-02,7.0
2016-07-03,9.0
2016-07-04,11.0
2016-07-05,9.616666666666667
2016-07-06,19.0
2016-07-07,14.0
2016-07-08,20.5
2016-07-09,19.78333333333333
2016-07-10,8.0
