date,pump_hours
2010-01-01,3.0
2010-01-02,2.0
2010-01-03,7.0
2010-01-04,8.5
2010-01-05,3.0
2010-01-06,1.0
2010-01-07,3.1666666666666665
2010-01-08,1.0
2010-01-09,4.75
2010-01-10,4.0
2010-01-11,2.0
2010-01-12,1.0
2010-01-13,3.0
2010-01-14,3.4833333333333334
2010-01-15,2.0
2010-01-16,0.0
2010-01-17,6.3
2010-01-18,3.0
2010-01-19,3.0
2010-01-20,5.9
2010-01-21,1.0
2010-01-22,0.0
2010-01-23,4.0
2010-01-24,1.0
2010-01-25,3.4833333333333334
2010-01-26,1.0
2010-01-27,2.0
2010-01-28,4.7
2010-01-29,1.0
2010-01-30,5.8
2010-01-31,5.25
2010-02-01,3.0
2010-02-02,1.0
2010-02-03,1.0
2010-02-04,3.0
2010-02-05,0.0
2010-02-06,4.0
2010-02-07,0.0
2010-02-08,2.0
2010-02-09,2.0
2010-02-10,1.0
2010-02-11,1.0666666666666667
2010-02-12,4.733333333333333
2010-02-13,3.0
2010-02-14,1.0
2010-02-15,1.0
2010-02-16,2.966666666666667
2010-02-17,1.0
2010-02-18,2.5166666666666666
2010-02-19,2.0
2010-02-20,4.0
2010-02-21,3.0
2010-02-22,0.0
2010-02-23,0.0
2010-02-24,1.0
2010-02-25,0.0
2010-02-26,2.0
2010-02-27,3.0
2010-02-28,1.0
2010-03-01,1.0
2010-03-02,1.4666666666666666
2010-03-03,2.0
2010-03-04,5.0
2010-03-05,6.6
2010-03-06,5.0
2010-03-07,7.0
2010-03-08,8.0
2010-03-09,7.0
2010-03-10,8.0
2010-03-11,6.233333333333333
2010-03-12,8.0
2010-03-13,8.0
2010-03-14,18.016666666666666
2010-03-15,14.366666666666667
2010-03-16,20.066666666666666
2010-03-17,13.4
2010-03-18,14.0
2010-03-19,2.0
2010-03-20,3.6166666666666667
2010-03-21,7.0
2010-03-22,4.0
2010-03-23,2.3833333333333333
2010-03-24,6.0
2010-03-25,3.3833333333333333
2010-03-26,2.0
2010-03-27,2.3833333333333333
2010-03-28,7.0
2010-03-29,3.05
2010-03-30,0.0
2010-03-31,6.533333333333333
2010-04-01,2.0
2010-04-02,2.0
2010-04-03,3.0
2010-04-04,4.0
2010-04-05,6.033333333333333
2010-04-06,10.266666666666666
2010-04-07,5.0
2010-04-08,9.0
2010-04-09,16.9
2010-04-10,14.116666666666667
2010-04-11,34.03333333333333
2010-04-12,16.116666666666667
2010-04-13,21.366666666666667
2010-04-14,29.083333333333332
2010-04-15,25.95
2010-04-16,11.85
2010-04-17,26.65
2010-04-18,16.0
2010-04-19,18.05
2010-04-20,9.966666666666667
2010-04-21,15.466666666666667
2010-04-22,33.666666666666664
2010-04-23,28.46666666666667
2010-04-24,29.066666666666666
2010-04-25,22.0
2010-04-26,19.866666666666667
2010-04-27,14.183333333333334
2010-04-28,26.166666666666668
2010-04-29,15.866666666666667
2010-04-30,9.0
2010-05-01,14.966666666666667
2010-05-02,5.75
2010-05-03,6.266666666666667
2010-05-04,6.4
2010-05-05,6.0
2010-05-06,14.0
2010-05-07,14.433333333333334
2010-05-08,3.0
2010-05-09,14.0
2010-05-10,6.0
2010-05-11,6.083333333333333
2010-05-12,8.716666666666667
2010-05-13,17.0
2010-05-14,7.0
2010-05-15,20.0
2010-05-16,8.0
2010-05-17,7.383333333333333
2010-05-18,10.0
2010-05-19,21.0
2010-05-20,18.183333333333334
2010-05-21,24.21666666666667
2010-05-22,19.933333333333334
2010-05-23,24.28333333333333
2010-05-24,24.15
2010-05-25,23.0
2010-05-26,16.85
2010-05-27,11.65
2010-05-28,18.066666666666666
2010-05-29,5.0
2010-05-30,14.0
2010-05-31,24.5
2010-06-01,5.0
2010-06-02,11.1
2010-06-03,24.383333333333333
2010-06-04,17.016666666666666
2010-06-05,18.25
2010-06-06,9.0
2010-06-07,10.666666666666666
2010-06-08,3.0
2010-06-09,6.133333333333333
2010-06-10,11.166666666666666
2010-06-11,9.0
2010-06-12,10.0
2010-06-13,14.433333333333334
2010-06-14,10.15
2010-06-15,20.033333333333335
2010-06-16,26.066666666666666
2010-06-17,15.0
2010-06-18,10.083333333333334
2010-06-19,23.183333333333334
2010-06-20,28.1
2010-06-21,33.46666666666667
2010-06-22,42.083333333333336
2010-06-23,35.233333333333334
2010-06-24,33.35
2010-06-25,41.583333333333336
2010-06-26,59.65
2010-06-27,55.983333333333334
2010-06-28,99.05
2010-06-29,78.8
2010-06-30,58.1
2010-07-01,63.68333333333334
2010-07-02,56.45
2010-07-03,61.43333333333333
2010-07-04,89.51666666666667
2010-07-05,80.48333333333333
2010-07-06,70.03333333333333
2010-07-07,50.81666666666667
2010-07-08,36.016666666666666
2010-07-09,71.31666666666666
2010-07-10,96.75
2010-07-11,90.91666666666667
2010-07-12,57.083333333333336
2010-07-13,14.0
2010-07-14,20.233333333333334
2010-07-15,30.533333333333335
2010-07-16,49.28333333333333
2010-07-17,55.3
2010-07-18,52.266666666666666
2010-07-19,76.8
2010-07-20,96.55
2010-07-21,128.6
2010-07-22,40.05
2010-07-23,62.583333333333336
2010-07-24,202.05
2010-07-25,93.16666666666667
2010-07-26,47.75
2010-07-27,40.0
2010-07-28,113.71666666666667
2010-07-29,81.61666666666666
2010-07-30,77.36666666666666
2010-07-31,50.233333333333334
2010-08-01,66.28333333333333
2010-08-02,90.56666666666666
2010-08-03,101.86666666666666
2010-08-04,17.96666666666667
2010-08-05,44.233333333333334
2010-08-06,54.75
2010-08-07,18.25
2010-08-08,30.216666666666665
2010-08-09,45.21666666666667
2010-08-10,4.0
2010-08-11,13.466666666666667
2010-08-12,9.666666666666668
2010-08-13,8.0
2010-08-14,6.65
2010-08-15,22.283333333333335
2010-08-16,18.0
2010-08-17,12.883333333333333
2010-08-18,17.916666666666668
2010-08-19,19.0
2010-08-20,13.0
2010-08-21,16.233333333333334
2010-08-22,11.55
2010-08-23,5.0
2010-08-24,10.0
2010-08-25,2.0
2010-08-26,2.0
2010-08-27,1.0
2010-08-28,5.0
2010-08-29,4.0
2010-08-30,14.883333333333333
2010-08-31,10.333333333333334
2010-09-01,19.1
2010-09-02,16.0
2010-09-03,22.166666666666668
2010-09-04,13.066666666666666
2010-09-05,10.4
2010-09-06,6.133333333333333
2010-09-07,7.0
2010-09-08,2.0
2010-09-09,3.0
2010-09-10,6.866666666666667
2010-09-11,16.15
2010-09-12,17.0
2010-09-13,7.25
2010-09-14,4.0
2010-09-15,5.0
2010-09-16,8.8
2010-09-17,8.0
2010-09-18,16.133333333333333
2010-09-19,17.5
2010-09-20,11.933333333333334
2010-09-21,13.783333333333333
2010-09-22,17.15
2010-09-23,6.333333333333334
2010-09-24,4.0
2010-09-25,7.0
2010-09-26,120.06666666666666
2010-09-27,7.0
2010-09-28,3.0
2010-09-29,1.0
2010-09-30,1.0
2010-10-01,4.833333333333333
2010-10-02,0.0
2010-10-03,4.0
2010-10-04,2.0
2010-10-05,6.816666666666666
2010-10-06,3.0
2010-10-07,1.0
2010-10-08,6.15
2010-10-09,8.0
2010-10-10,7.15
2010-10-11,9.716666666666667
2010-10-12,9.5
2010-10-13,9.683333333333334
2010-10-14,3.0
2010-10-15,6.0
2010-10-16,5.0
2010-10-17,7.0
2010-10-18,6.0
2010-10-19,3.0
2010-10-20,4.2
2010-10-21,9.0
2010-10-22,7.216666666666667
2010-10-23,4.533333333333333
2010-10-24,6.0
2010-10-25,6.0
2010-10-26,2.0
2010-10-27,6.55
2010-10-28,1.8166666666666667
2010-10-29,6.0
2010-10-30,10.0
2010-10-31,9.633333333333333
2010-11-01,1.0
2010-11-02,10.516666666666666
2010-11-03,7.233333333333333
2010-11-04,8.3
2010-11-05,34.516666666666666
2010-11-06,17.0
2010-11-07,13.0
