met_day,fire_count,VPD_mean,VPD_max,VPD_min,air_temperature_mean,air_temperature_max,air_temperature_min,dewpoint_mean,dewpoint_max,dewpoint_min,wetb_temp_mean,wetb_temp_max,wetb_temp_min,rltv_hum_mean,rltv_hum_max,rltv_hum_min,msl_pressure_mean,stn_pres_mean,alt_pres_mean,wind_speed_mean,wind_speed_max,visibility_mean,visibility_min,q10mnt_mxgst_spd_max,cs_hr_sun_dur_sum,wmo_hr_sun_dur_sum,drv_hr_sun_dur_sum,snow_depth_max,air_temperature_q_max,dewpoint_q_max,wetb_temp_q_max,msl_pressure_q_max,stn_pres_q_max,alt_pres_q_max,wind_direction_q_max,wind_speed_q_max,visibility_q_max,q10mnt_mxgst_spd_q_max,cs_hr_sun_dur_q_max,wmo_hr_sun_dur_q_max,drv_hr_sun_dur_q_max,snow_depth_q_max,ground_state_id_q_max,VPD_hourly_mean,VPD_hourly_max,VPD_hourly_min,wind_direction_circmean,ground_state_id_mode,station_count
2016-01-01,7,114.054,246.97,24.556,5.171,8.214,1.457,3.315,6.4,0.371,4.383,7.143,1.129,87.961,96.7,74.243,1017.107,1007.7,1016.528,7.302,13.5,2067.778,613.333,,0.0,0.0,0.0,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,114.054,246.97,24.556,124.865,2.0,7
2016-01-02,3,81.347,143.296,36.927,9.533,10.6,7.886,8.473,10.029,6.757,9.021,10.286,7.371,93.206,97.071,88.171,998.303,989.204,997.729,11.344,15.0,1668.333,436.667,20.5,0.0,0.0,0.0,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,,,6.0,81.347,143.296,36.927,160.507,2.0,7
2016-01-03,2,94.847,209.06,22.364,7.44,9.629,4.886,6.004,8.643,2.243,6.802,9.143,3.943,90.774,97.6,78.514,992.022,982.901,991.138,8.615,15.75,2382.222,506.667,25.0,0.0,0.0,0.0,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,94.847,209.06,22.364,194.649,2.0,7
2016-01-04,1,99.331,243.786,26.181,7.448,10.143,5.529,6.027,7.471,4.914,6.796,8.671,5.271,90.949,97.157,80.571,982.968,973.938,982.313,6.865,10.0,2162.5,1133.333,17.0,0.0,0.457,1.014,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,99.331,243.786,26.181,185.574,2.0,7
2016-01-05,2,74.952,187.13,16.327,7.614,9.743,5.186,6.561,7.914,4.786,7.123,8.686,5.029,93.172,98.314,84.471,984.806,975.769,984.25,4.365,9.25,2017.083,430.0,,0.0,0.3,0.771,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,74.952,187.13,16.327,174.302,2.0,7
2016-01-06,3,40.874,120.758,10.052,6.258,7.7,5.043,5.624,6.629,4.6,5.981,7.029,4.886,95.878,98.914,88.6,994.246,985.079,987.536,3.073,6.75,844.438,143.333,,0.0,0.0,0.114,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,40.874,120.758,10.052,178.343,2.0,7
2016-01-07,1,164.679,351.826,26.662,6.919,9.671,3.257,4.093,9.114,-0.114,5.77,9.371,2.157,82.919,97.686,65.171,988.929,979.821,988.354,11.125,19.75,3094.444,533.333,33.25,0.0,0.229,0.729,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,164.679,351.826,26.662,222.014,2.0,7
2016-01-08,4,108.983,282.384,33.429,5.329,8.929,1.057,3.552,6.386,-0.157,4.573,7.286,0.657,88.407,95.843,75.386,999.467,990.229,998.875,5.781,9.0,2631.944,1033.333,21.0,0.0,0.286,0.714,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,108.983,282.384,33.429,196.777,2.0,7
2016-01-09,0,129.647,250.647,38.206,8.524,10.586,6.043,6.754,8.186,4.643,7.692,9.143,5.529,88.829,96.2,80.4,990.622,981.549,989.938,9.719,17.25,2484.306,556.667,28.0,0.0,0.0,0.114,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,129.647,250.647,38.206,180.472,2.0,7
2016-01-10,0,157.012,295.882,77.182,5.96,8.314,4.514,3.349,4.714,2.414,4.864,6.386,3.857,83.586,91.1,73.157,985.232,976.132,984.504,8.125,12.5,3645.694,1496.667,20.0,0.0,0.429,0.643,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,157.012,295.882,77.182,199.248,1.0,7
2016-01-11,1,72.456,149.741,32.097,5.764,6.943,3.943,4.601,5.871,3.057,5.258,6.243,3.571,92.265,96.514,84.857,982.925,973.84,982.438,6.635,9.5,2741.389,426.667,,0.0,0.043,0.243,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,72.456,149.741,32.097,232.019,2.0,7
2016-01-12,1,149.096,259.981,50.057,5.092,6.757,3.514,2.494,3.529,1.714,4.032,5.129,3.0,83.538,93.771,73.114,997.669,988.432,997.167,12.083,16.5,3812.198,1100.0,26.333,0.0,0.186,0.914,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,149.096,259.981,50.057,265.131,2.0,7
2016-01-13,1,182.463,359.884,73.192,4.613,6.686,2.243,1.236,3.471,-0.257,3.296,4.443,1.4,79.058,91.457,63.086,1013.158,1003.757,1012.604,8.552,13.75,3515.217,1033.333,19.0,0.0,0.3,1.643,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,182.463,359.884,73.192,240.17,2.0,7
2016-01-14,2,166.222,312.644,41.272,3.34,4.8,1.729,-0.147,3.771,-3.729,2.084,4.286,0.414,78.779,94.843,60.2,1006.981,997.583,1006.5,11.077,16.25,4657.488,1800.0,26.5,0.0,0.171,0.814,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,166.222,312.644,41.272,269.186,2.0,7
2016-01-15,6,172.816,352.972,76.501,2.47,5.314,0.557,-1.124,-0.3,-2.271,1.163,2.886,-0.1,77.373,88.229,60.257,1020.079,1010.538,1019.569,9.486,13.0,4756.944,2766.667,11.5,0.0,0.786,1.786,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,172.816,352.972,76.501,301.163,1.0,7
2016-01-16,2,122.341,267.47,53.636,1.656,4.529,-1.0,-0.874,0.343,-2.429,0.727,2.643,-1.529,83.208,91.643,68.414,1028.731,1019.064,1028.188,4.444,7.333,1952.146,566.667,0.0,0.0,0.657,1.5,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,122.341,267.47,53.636,295.428,1.0,7
2016-01-17,2,89.797,188.778,17.751,2.17,3.929,0.243,0.382,1.343,-0.443,1.496,2.843,0.086,88.2,97.214,76.443,1025.512,1015.908,1024.931,4.427,8.75,2178.725,143.333,0.0,0.0,0.0,0.6,1.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,47.667,6.0,6.0,89.797,188.778,17.751,181.139,11.0,7
2016-01-18,2,156.454,247.952,74.513,2.895,4.714,-1.6,-0.262,2.414,-4.157,1.711,3.357,-2.471,79.308,89.543,68.829,1015.053,1005.56,1014.593,7.611,11.0,2577.778,1400.0,0.0,0.0,0.0,0.143,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,156.454,247.952,74.513,125.717,2.0,7
2016-01-19,5,182.794,496.029,48.387,-0.122,5.2,-2.929,-4.27,-1.6,-7.543,-1.537,2.014,-3.471,73.318,90.8,41.543,1017.074,1007.474,1016.542,1.708,3.667,2062.5,1100.0,0.0,0.0,0.757,1.486,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,182.794,496.029,48.387,235.16,1.0,7
2016-01-20,4,116.79,360.863,35.233,0.057,6.7,-3.957,-2.215,0.814,-5.1,-0.78,4.229,-4.286,83.711,93.486,63.014,1020.493,1010.883,1020.0,1.833,4.5,1766.667,800.0,15.0,0.0,0.957,2.443,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,51.0,,6.0,116.79,360.863,35.233,212.861,1.0,7
2016-01-21,6,164.796,427.521,29.21,3.171,7.771,-1.671,0.165,1.814,-2.671,1.998,4.943,-2.043,81.141,95.429,59.571,1021.321,1011.814,1020.771,5.76,10.5,1808.472,650.0,22.0,0.0,0.229,0.629,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,164.796,427.521,29.21,138.787,1.0,7
2016-01-22,3,123.507,213.941,34.371,7.033,10.2,4.857,5.042,9.514,1.629,6.186,9.843,3.571,87.353,96.957,77.057,1017.683,1008.318,1017.081,8.271,12.0,1506.944,470.0,19.5,0.0,0.043,0.514,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,123.507,213.941,34.371,191.245,1.0,7
2016-01-23,4,79.14,189.125,5.798,7.015,10.343,3.814,5.887,8.286,3.386,6.496,9.257,3.643,92.638,99.386,84.871,1028.833,1019.383,1028.229,6.552,11.75,1057.639,200.0,,0.0,0.014,0.886,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,79.14,189.125,5.798,205.485,1.0,7
2016-01-24,1,92.337,261.688,23.873,11.676,14.443,8.7,10.679,12.071,7.843,11.151,13.071,8.286,93.773,98.171,84.571,1026.425,1017.122,1025.792,7.885,11.25,1212.917,256.667,19.5,0.0,0.2,0.4,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,92.337,261.688,23.873,203.591,1.0,7
2016-01-25,6,252.494,420.798,71.397,10.978,12.8,7.857,7.789,10.3,4.857,9.44,11.214,6.686,80.926,94.6,69.471,1020.621,1011.349,1020.0,9.719,17.25,3059.722,1366.667,26.5,0.0,0.343,1.629,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,252.494,420.798,71.397,198.36,1.0,7
2016-01-26,1,134.674,353.318,39.159,8.925,11.029,5.471,7.111,10.0,4.429,8.071,10.471,5.057,88.644,95.929,72.486,1016.69,1007.386,1016.104,12.958,19.25,1331.806,550.0,31.0,0.0,0.0,0.443,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,134.674,353.318,39.159,211.116,1.0,7
2016-01-27,1,160.985,321.153,64.132,11.252,12.771,7.829,9.264,11.171,4.029,10.275,11.829,6.186,87.748,95.186,74.329,1009.204,1000.04,1008.542,14.812,19.0,2731.528,456.667,31.5,0.0,0.0,0.0,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,160.985,321.153,64.132,231.554,1.0,7
2016-01-28,2,254.802,483.207,86.447,6.219,9.471,2.114,2.012,5.586,0.143,4.486,7.5,1.4,75.048,88.414,58.9,1023.229,1013.781,1022.583,9.083,14.75,3545.833,2166.667,22.5,0.0,0.857,2.357,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,254.802,483.207,86.447,233.647,1.0,7
2016-01-29,2,203.256,339.662,106.566,10.752,11.486,9.143,8.215,9.471,6.529,9.513,10.243,7.929,84.526,91.686,74.657,1017.567,1008.318,1016.727,15.906,19.5,2674.444,653.333,32.0,0.0,0.0,0.043,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,203.256,339.662,106.566,230.002,1.0,7
2016-01-30,3,253.79,548.426,72.631,7.379,10.671,4.771,2.894,9.671,-3.0,5.62,10.129,2.843,74.479,94.371,47.2,1010.038,1000.756,1009.458,12.198,17.5,3190.694,443.333,28.333,0.0,0.486,1.329,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,253.79,548.426,72.631,254.9,2.0,7
2016-01-31,5,151.547,244.085,19.11,8.639,12.957,3.729,6.567,10.714,1.029,7.683,11.7,2.771,86.998,98.243,80.814,1009.36,1000.129,1008.771,10.146,17.75,2964.861,326.667,27.0,0.0,0.014,0.157,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,151.547,244.085,19.11,229.335,2.0,7
