met_day,fire_count,VPD_mean,VPD_max,VPD_min,air_temperature_mean,air_temperature_max,air_temperature_min,dewpoint_mean,dewpoint_max,dewpoint_min,wetb_temp_mean,wetb_temp_max,wetb_temp_min,rltv_hum_mean,rltv_hum_max,rltv_hum_min,msl_pressure_mean,stn_pres_mean,alt_pres_mean,wind_speed_mean,wind_speed_max,visibility_mean,visibility_min,q10mnt_mxgst_spd_max,cs_hr_sun_dur_sum,wmo_hr_sun_dur_sum,drv_hr_sun_dur_sum,snow_depth_max,air_temperature_q_max,dewpoint_q_max,wetb_temp_q_max,msl_pressure_q_max,stn_pres_q_max,alt_pres_q_max,wind_direction_q_max,wind_speed_q_max,visibility_q_max,q10mnt_mxgst_spd_q_max,cs_hr_sun_dur_q_max,wmo_hr_sun_dur_q_max,drv_hr_sun_dur_q_max,snow_depth_q_max,ground_state_id_q_max,VPD_hourly_mean,VPD_hourly_max,VPD_hourly_min,wind_direction_circmean,ground_state_id_mode,station_count
2011-01-01,2,121.065,182.08,67.958,5.17,6.238,4.037,3.102,5.114,1.843,4.337,5.829,3.1,86.432,92.729,80.114,1024.914,1015.41,1024.521,5.056,6.667,1082.25,624.0,,0.0,0.0,0.012,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,121.065,182.08,67.958,329.404,0.0,8
2011-01-02,3,187.648,248.934,150.004,2.764,3.438,2.138,-1.255,0.2,-2.45,1.353,2.262,0.788,76.196,81.362,69.0,1028.258,1018.644,1027.792,4.424,5.833,1526.917,926.0,,0.0,0.012,0.275,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,187.648,248.934,150.004,237.679,1.0,8
2011-01-03,1,133.561,204.864,48.155,0.983,2.143,-1.286,-1.951,-0.971,-3.086,-0.052,0.8,-1.671,80.636,91.843,71.7,1024.642,1015.01,1024.083,2.097,3.333,1241.667,800.0,,0.0,0.012,0.088,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,133.561,204.864,48.155,194.461,0.5,8
2011-01-04,5,90.34,170.047,53.453,2.626,3.775,1.212,0.823,2.162,-0.65,1.944,3.088,0.562,87.984,92.488,78.925,1013.665,1004.189,1013.083,3.417,6.667,884.75,392.0,,0.0,0.0,0.2,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,90.34,170.047,53.453,163.124,0.5,8
2011-01-05,4,133.972,276.304,53.369,5.115,6.075,3.775,2.658,5.062,0.388,4.149,5.65,2.775,84.721,93.812,69.962,1000.592,991.329,999.958,10.222,14.833,1442.667,532.0,28.0,0.0,0.3,0.812,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,133.972,276.304,53.369,195.399,1.0,8
2011-01-06,1,51.011,83.602,32.665,3.991,5.65,2.462,3.065,4.95,1.55,3.62,5.362,2.15,93.934,96.212,89.875,995.578,986.321,995.196,2.41,4.833,592.333,222.0,,0.0,0.0,0.15,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,51.011,83.602,32.665,217.239,1.5,8
2011-01-07,1,43.793,120.227,7.906,5.383,8.438,1.5,5.087,8.4,1.014,5.448,8.729,1.2,95.785,99.086,89.986,999.282,990.069,998.792,6.95,10.8,711.146,105.0,27.0,0.0,0.0,0.062,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,43.793,120.227,7.906,128.952,2.0,8
2011-01-08,3,176.331,304.768,75.807,7.529,9.8,3.575,4.617,8.186,0.271,6.214,9.0,2.043,82.721,93.343,69.257,997.006,987.825,996.312,12.35,17.6,2102.708,415.0,29.75,0.0,0.213,0.662,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,176.331,304.768,75.807,231.865,2.0,8
2011-01-09,2,150.347,357.88,58.46,2.348,5.175,0.488,-0.252,0.586,-1.2,1.626,3.543,0.086,81.252,91.6,62.614,1011.724,1002.282,1011.083,6.0,8.8,2494.792,1675.0,,0.0,0.812,2.65,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,150.347,357.88,58.46,236.878,3.0,8
2011-01-10,0,122.567,249.263,33.189,4.555,7.543,-0.086,2.523,4.714,-1.186,3.704,6.186,-0.486,86.747,96.029,75.129,1012.472,1003.074,1011.729,8.183,12.8,1690.312,692.5,26.0,0.0,0.038,0.238,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,122.567,249.263,33.189,172.889,4.0,8
2011-01-11,0,121.268,248.822,24.173,5.468,7.243,3.486,3.358,6.429,1.143,4.61,6.786,2.657,86.721,97.371,75.014,1005.908,996.61,1005.458,6.267,12.0,1795.0,430.0,24.333,0.0,0.012,0.1,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,121.268,248.822,24.173,220.255,2.0,8
2011-01-12,0,71.565,143.158,28.077,8.948,11.686,4.443,7.962,10.7,2.257,8.492,11.086,3.6,93.614,97.329,83.771,1011.221,1001.974,1010.625,7.908,11.2,1283.021,367.5,,0.0,0.0,0.0,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,71.565,143.158,28.077,218.765,2.0,8
2011-01-13,1,108.164,178.38,55.78,11.806,12.6,11.15,10.745,11.129,10.4,11.296,11.871,10.8,92.512,95.971,88.157,1009.821,1000.669,1009.25,11.025,14.0,1518.229,302.5,25.5,0.0,0.0,0.0,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,108.164,178.38,55.78,231.813,2.0,8
2011-01-14,2,124.021,197.253,68.415,10.414,11.45,8.388,8.804,10.086,6.5,9.571,10.729,7.314,90.311,94.4,84.971,1009.989,1000.783,1009.333,11.042,13.833,1612.167,472.0,22.667,0.0,0.0,0.088,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,124.021,197.253,68.415,224.262,1.5,8
2011-01-15,2,238.872,314.901,126.393,10.079,10.825,8.038,6.953,7.4,6.212,8.594,9.05,7.225,81.116,89.038,75.512,1015.525,1006.271,1014.792,14.729,18.0,1363.333,1180.0,31.25,0.0,0.0,0.0,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,238.872,314.901,126.393,218.958,1.5,8
2011-01-16,5,219.942,327.097,102.656,10.947,11.75,10.0,8.22,9.112,6.625,9.614,10.05,8.562,83.553,92.212,76.112,1016.749,1007.515,1016.104,12.34,15.333,1482.25,548.0,26.0,0.0,0.038,0.2,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,219.942,327.097,102.656,214.672,1.5,8
2011-01-17,3,64.965,127.373,24.44,7.461,8.938,6.338,6.492,8.375,4.988,7.025,8.675,5.9,93.6,97.725,87.288,1019.067,1009.707,1018.604,5.889,9.167,1251.667,184.0,,0.0,0.0,0.05,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,64.965,127.373,24.44,133.245,2.0,8
2011-01-18,0,99.028,228.163,30.372,4.289,6.112,2.15,2.552,4.275,0.812,3.583,4.838,1.675,88.73,96.138,76.7,1027.258,1017.717,1026.896,5.883,8.667,1268.083,454.0,,0.0,0.725,2.1,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,99.028,228.163,30.372,332.24,2.0,8
2011-01-19,3,64.644,181.216,17.416,2.071,5.212,-0.275,0.883,2.388,-0.762,1.603,3.988,-0.462,91.885,97.412,81.238,1034.779,1025.097,1034.333,3.764,5.333,782.083,374.0,,0.0,0.538,1.462,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,64.644,181.216,17.416,244.854,3.0,8
2011-01-20,1,92.885,133.433,49.756,3.356,4.325,2.038,1.609,2.388,0.562,2.674,3.45,1.562,88.377,93.388,84.2,1036.167,1026.526,1035.771,4.944,6.167,848.417,494.0,,0.0,0.0,0.062,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,92.885,133.433,49.756,346.697,1.5,8
2011-01-21,4,108.185,207.356,46.662,1.219,2.838,-0.512,-1.146,1.338,-2.938,0.38,2.225,-1.25,84.15,92.6,71.738,1038.904,1029.169,1038.5,6.34,8.667,793.583,450.0,,0.0,0.538,1.763,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,108.185,207.356,46.662,350.442,1.0,8
2011-01-22,5,95.109,169.607,38.953,3.418,5.35,1.175,1.704,3.212,0.15,2.734,4.388,0.85,88.784,94.512,81.55,1037.106,1027.438,1036.812,6.438,10.0,804.667,286.0,21.0,0.0,0.088,0.513,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,95.109,169.607,38.953,239.83,1.5,8
2011-01-23,7,121.24,168.782,70.251,6.142,6.838,5.438,4.198,4.8,3.45,5.308,5.938,4.7,87.349,92.425,82.8,1034.064,1024.518,1033.812,9.569,11.0,1540.0,1000.0,,0.0,0.0,0.075,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,121.24,168.782,70.251,15.335,1.0,8
2011-01-24,2,146.001,276.63,68.564,5.51,6.375,3.188,3.058,4.262,1.562,4.49,5.3,2.675,84.314,91.762,71.462,1030.861,1021.329,1030.5,6.215,8.5,1394.083,678.0,,0.0,0.0,0.012,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,146.001,276.63,68.564,225.61,0.5,8
2011-01-25,4,108.969,184.4,57.859,6.134,7.475,3.125,4.401,5.738,1.975,5.385,6.512,2.662,88.727,93.512,82.238,1017.469,1008.082,1017.021,6.646,8.667,1670.417,850.0,,0.0,0.012,0.138,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,108.969,184.4,57.859,289.892,0.5,8
2011-01-26,3,101.77,159.762,57.712,5.598,6.525,3.262,3.867,5.4,0.488,4.88,5.975,2.225,88.761,94.012,80.438,1010.578,1001.226,1010.208,7.729,11.333,1301.917,508.0,23.0,0.0,0.0,0.025,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,101.77,159.762,57.712,20.657,1.0,8
2011-01-27,2,228.076,300.597,165.075,1.605,2.414,0.914,-3.667,-2.071,-5.357,-0.232,0.714,-1.157,66.932,75.729,57.171,1020.94,1011.367,1020.604,9.1,11.2,3437.5,2050.0,19.5,0.0,0.0,0.0,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,228.076,300.597,165.075,40.983,0.5,7
2011-01-28,2,236.186,284.543,161.678,0.49,1.071,-0.229,-5.206,-3.729,-6.086,-1.487,-1.086,-1.757,62.931,73.886,56.829,1023.303,1013.669,1023.042,9.592,12.0,2918.75,1800.0,22.0,0.0,0.029,0.3,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,236.186,284.543,161.678,62.278,0.5,7
2011-01-29,6,165.557,185.714,142.581,0.541,1.057,0.071,-3.242,-2.914,-3.757,-0.838,-0.357,-1.214,74.098,77.271,70.786,1022.572,1012.946,1022.208,7.983,10.0,1127.083,825.0,,0.0,0.0,0.057,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,165.557,185.714,142.581,42.628,0.5,7
2011-01-30,4,160.406,285.646,81.232,1.613,4.186,-0.386,-1.814,-0.614,-2.714,0.374,2.114,-1.143,77.703,87.443,66.129,1023.207,1013.601,1022.792,5.217,8.6,2528.125,1575.0,,0.0,0.643,2.2,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,160.406,285.646,81.232,48.355,0.5,7
2011-01-31,5,135.932,260.662,56.091,0.774,3.125,-1.75,-2.188,-1.213,-2.962,-0.275,1.262,-2.162,80.314,90.0,67.775,1025.744,1016.09,1025.261,2.458,5.167,1072.5,540.0,,0.0,0.475,1.638,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,135.932,260.662,56.091,157.796,2.5,8
2011-02-01,7,86.02,148.767,36.964,3.098,6.125,-0.9,1.483,4.588,-2.45,2.467,5.45,-1.45,88.615,95.312,82.138,1025.94,1016.364,1025.333,5.465,7.5,753.5,332.0,,0.0,0.038,0.25,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,86.02,148.767,36.964,223.45,0.5,8
2011-02-02,2,64.672,179.976,9.928,5.48,8.288,2.325,4.545,7.112,2.013,5.055,7.688,2.2,93.972,98.738,84.288,1024.814,1015.349,1024.208,7.396,11.0,641.333,38.0,20.0,0.0,0.012,0.125,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,64.672,179.976,9.928,172.267,1.0,8
2011-02-03,2,186.284,394.922,69.999,6.342,8.4,3.725,3.405,4.6,1.95,5.092,6.4,3.175,82.196,91.438,66.75,1023.254,1013.847,1022.625,8.646,13.667,1565.833,1080.0,26.667,0.0,0.45,1.987,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,186.284,394.922,69.999,238.926,1.0,8
2011-02-04,4,265.107,332.709,169.152,10.517,11.388,9.675,7.081,7.85,6.038,8.881,9.412,8.0,79.466,86.525,75.488,1016.478,1007.228,1015.75,17.271,19.667,1401.667,740.0,32.75,0.0,0.0,0.0,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,265.107,332.709,169.152,235.902,1.0,8
2011-02-05,9,297.463,363.612,221.446,11.496,12.175,11.0,7.848,8.362,7.45,9.71,10.112,9.375,78.459,83.55,74.738,1017.688,1008.442,1016.917,18.292,20.5,1725.833,1160.0,32.0,0.0,0.0,0.025,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,297.463,363.612,221.446,233.403,0.5,8
2011-02-06,13,275.045,351.847,201.933,10.457,11.05,9.862,6.853,7.8,5.962,8.754,9.412,8.075,78.58,84.125,73.388,1020.1,1010.801,1019.368,16.528,18.833,2155.0,1520.0,30.25,0.0,0.0,0.262,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,275.045,351.847,201.933,222.087,0.5,8
2011-02-07,6,272.206,388.498,167.106,8.67,10.725,6.15,4.654,7.4,3.112,6.894,8.912,4.925,76.061,84.375,67.525,1015.243,1005.944,1014.625,14.875,19.167,1965.833,1280.0,31.0,0.0,0.012,0.175,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,272.206,388.498,167.106,223.133,0.5,8
2011-02-08,3,169.972,511.795,20.972,3.916,7.925,0.5,1.006,2.95,-1.288,2.751,4.925,0.275,83.049,97.038,57.462,1022.213,1012.74,1021.729,2.778,4.833,1483.25,342.0,,0.0,1.075,3.312,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,169.972,511.795,20.972,172.32,2.5,8
2011-02-09,3,156.21,261.422,88.417,7.808,9.375,6.112,5.51,6.425,3.7,6.779,7.762,5.1,85.597,91.588,78.1,1017.789,1008.439,1017.271,7.257,9.333,823.583,404.0,19.0,0.0,0.112,0.488,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,156.21,261.422,88.417,178.685,0.5,8
2011-02-10,3,60.862,103.383,29.53,9.064,9.988,7.888,8.253,9.425,6.85,8.677,9.638,7.4,94.771,97.5,91.262,1012.789,1003.536,1012.25,7.326,9.0,529.75,204.0,,0.0,0.0,0.038,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,60.862,103.383,29.53,198.595,1.5,8
2011-02-11,2,76.156,184.43,31.513,9.397,11.3,7.788,8.434,9.575,6.912,8.923,10.325,7.4,93.805,97.325,86.875,1011.061,1001.839,1010.562,4.854,7.0,893.583,320.0,,0.0,0.012,0.05,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,76.156,184.43,31.513,172.867,1.5,8
2011-02-12,7,145.709,403.659,42.66,8.317,9.962,5.412,6.164,8.75,3.338,7.363,9.175,4.738,86.974,96.262,67.65,1011.171,1001.903,1010.667,7.174,10.167,1245.917,420.0,,0.0,0.325,0.95,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,145.709,403.659,42.66,249.868,1.5,8
2011-02-13,0,126.393,172.337,79.418,7.091,7.962,5.325,5.167,6.262,3.812,6.238,6.975,4.688,87.619,92.2,83.425,1002.293,993.062,1001.625,10.396,13.5,1269.833,536.0,23.0,0.0,0.0,0.0,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,126.393,172.337,79.418,171.015,1.0,8
2011-02-14,2,166.383,434.021,53.89,5.882,8.462,4.112,3.123,4.888,1.088,4.739,5.825,3.55,83.436,93.9,62.55,1001.24,991.992,1000.688,6.542,9.5,2124.167,1140.0,,0.0,0.588,2.038,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,166.383,434.021,53.89,207.004,1.5,8
2011-02-15,1,119.21,205.304,83.659,5.667,6.562,4.65,3.665,5.075,2.6,4.827,5.912,3.912,87.146,91.175,78.65,991.96,982.789,991.354,8.924,11.833,1414.083,658.0,20.0,0.0,0.0,0.025,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,119.21,205.304,83.659,151.75,1.0,8
