met_day,pump_count,VPD_mean,VPD_max,VPD_min,air_temperature_mean,air_temperature_max,air_temperature_min,dewpoint_mean,dewpoint_max,dewpoint_min,wetb_temp_mean,wetb_temp_max,wetb_temp_min,rltv_hum_mean,rltv_hum_max,rltv_hum_min,msl_pressure_mean,stn_pres_mean,alt_pres_mean,wind_speed_mean,wind_speed_max,visibility_mean,visibility_min,q10mnt_mxgst_spd_max,cs_hr_sun_dur_sum,wmo_hr_sun_dur_sum,drv_hr_sun_dur_sum,snow_depth_max,air_temperature_q_max,dewpoint_q_max,wetb_temp_q_max,msl_pressure_q_max,stn_pres_q_max,alt_pres_q_max,wind_direction_q_max,wind_speed_q_max,visibility_q_max,q10mnt_mxgst_spd_q_max,cs_hr_sun_dur_q_max,wmo_hr_sun_dur_q_max,drv_hr_sun_dur_q_max,snow_depth_q_max,ground_state_id_q_max,VPD_hourly_mean,VPD_hourly_max,VPD_hourly_min,wind_direction_circmean,ground_state_id_mode,station_count
2009-06-27,30,640.86,1433.157,202.347,19.649,23.622,16.444,14.708,16.211,12.9,16.767,17.833,15.4,75.482,90.578,54.633,1015.509,1007.269,1014.959,3.55,6.0,1210.139,660.0,,0.0,0.889,0.656,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,640.86,1433.157,202.347,257.95,0.0,9
2009-06-28,30,671.626,1371.759,192.243,20.484,23.822,16.667,15.506,16.9,13.356,17.52,18.811,15.689,75.015,91.378,56.311,1015.939,1007.713,1015.417,3.073,5.286,1365.0,640.0,,0.0,0.644,0.722,,5.444,5.444,5.444,6.0,6.0,1.0,5.286,5.286,5.167,,,6.0,6.0,,4.333,671.626,1371.759,192.243,87.643,0.667,9
2009-06-29,45,1218.882,2019.339,509.609,23.509,27.5,19.478,15.079,16.778,13.256,18.466,20.133,17.156,61.357,80.589,46.144,1018.26,1010.093,1017.833,5.018,7.714,1934.722,1466.667,,0.0,1.033,1.156,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,1218.882,2019.339,509.609,113.591,0.333,9
2009-06-30,29,1122.425,1985.917,374.333,22.818,26.944,18.689,14.902,16.389,13.022,18.133,19.622,16.744,63.723,84.111,47.533,1021.633,1013.432,1021.104,4.009,5.857,1514.931,741.667,21.0,0.0,1.356,1.356,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,6.0,,6.0,1122.425,1985.917,374.333,90.94,0.0,9
2009-07-01,63,977.279,1873.943,324.803,21.331,25.722,17.767,14.148,15.433,12.344,17.142,18.644,15.844,66.604,84.8,48.911,1022.822,1014.574,1022.333,4.732,6.429,1356.25,666.667,,0.0,1.256,1.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,977.279,1873.943,324.803,79.821,0.0,9
2009-07-02,38,884.657,1644.665,306.185,22.281,26.933,17.444,16.42,17.478,14.878,18.656,20.822,15.978,71.214,87.389,56.156,1017.905,1009.575,1017.354,6.417,8.286,1030.833,566.667,,0.0,1.122,1.311,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,884.657,1644.665,306.185,92.897,0.0,9
2009-07-03,32,561.9,1324.58,102.631,20.121,22.867,18.222,15.7,18.122,11.822,17.584,18.556,15.678,78.666,95.378,56.222,1013.081,1004.877,1012.625,7.036,9.571,1333.75,375.0,,0.0,0.522,0.556,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,561.9,1324.58,102.631,244.246,0.667,9
2009-07-04,35,875.575,1521.052,286.053,20.044,23.489,16.256,13.116,14.762,11.288,16.131,17.588,14.25,66.357,86.688,50.288,1013.119,1004.903,1012.729,4.97,7.857,2074.931,1315.0,,0.0,1.078,1.111,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,875.575,1521.052,286.053,200.723,0.0,9
2009-07-05,42,778.217,1435.152,336.412,18.84,22.338,16.05,12.105,14.1,9.262,15.111,16.462,13.738,66.806,82.738,48.512,1010.206,1001.983,1009.625,7.389,10.833,2375.833,1700.0,,0.0,0.925,0.725,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,778.217,1435.152,336.412,214.648,0.0,8
2009-07-06,18,429.79,950.083,217.24,16.766,19.456,15.056,12.842,14.0,10.911,14.586,15.489,13.889,78.596,87.978,59.778,1005.567,997.305,1004.896,10.327,14.0,1830.694,970.0,29.5,0.0,0.667,0.656,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,6.0,,6.0,429.79,950.083,217.24,226.785,0.0,9
2009-07-07,5,300.898,593.308,195.875,16.068,18.478,14.944,13.315,14.233,12.644,14.52,15.822,13.778,84.282,89.444,71.956,1004.423,996.158,1003.958,8.625,10.714,1986.806,1000.0,,0.0,0.244,0.244,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,300.898,593.308,195.875,258.726,0.667,9
2009-07-08,6,311.759,599.418,110.591,14.729,17.044,13.011,11.683,12.644,10.767,13.075,14.356,12.022,82.673,92.778,71.044,1012.165,1003.81,1011.729,6.67,8.714,1906.042,1180.0,,0.0,0.067,0.178,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,311.759,599.418,110.591,297.419,1.0,9
2009-07-09,9,644.274,957.855,368.942,15.215,17.189,12.622,8.127,10.089,6.678,11.694,12.522,10.333,64.165,75.889,52.733,1015.996,1007.609,1015.562,9.399,11.571,2618.75,2150.0,,0.0,0.589,0.589,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,644.274,957.855,368.942,303.42,0.333,9
2009-07-10,21,683.762,1153.506,264.93,15.867,18.833,12.156,8.968,12.025,7.25,12.396,14.15,10.262,65.34,82.2,50.088,1016.5,1008.133,1016.083,8.748,11.167,2574.167,2120.0,,0.0,0.778,0.778,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,683.762,1153.506,264.93,280.572,0.333,9
2009-07-11,10,233.479,444.775,85.229,16.763,18.789,15.4,14.628,16.212,12.875,15.501,17.025,14.088,88.072,95.388,79.725,1013.761,1005.431,1013.208,6.049,8.333,1794.417,862.0,,0.0,0.022,0.056,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,233.479,444.775,85.229,222.698,0.0,9
2009-07-12,14,585.014,1112.541,219.021,18.247,21.2,15.967,13.256,15.044,11.844,15.424,16.444,14.489,74.132,89.356,57.167,1007.59,999.354,1007.021,8.826,12.5,2337.417,804.0,,0.0,0.644,0.544,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,585.014,1112.541,219.021,228.433,1.333,9
2009-07-13,26,583.557,1043.847,240.511,17.477,20.244,14.922,12.251,13.578,10.811,14.585,15.856,13.556,72.865,86.844,57.956,1009.46,1001.2,1008.979,6.847,10.167,2199.167,1440.0,,0.0,0.578,0.689,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,583.557,1043.847,240.511,210.148,0.333,9
2009-07-14,26,539.999,1159.326,216.152,17.654,20.9,15.156,12.887,14.789,10.444,15.013,16.3,13.956,75.628,88.733,55.411,1008.677,1000.42,1008.083,7.847,11.5,2000.25,1020.0,25.0,0.0,0.656,0.633,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,6.0,,6.0,539.999,1159.326,216.152,189.981,0.667,9
2009-07-15,12,393.783,777.904,173.507,17.091,19.678,15.067,13.661,14.922,12.922,15.143,16.333,14.033,81.079,90.356,68.356,1012.608,1004.324,1011.958,10.048,13.833,1880.833,1240.0,27.0,0.0,0.278,0.844,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,6.0,,6.0,393.783,777.904,173.507,197.724,1.0,9
2009-07-16,30,588.982,1153.845,180.423,17.862,21.367,14.844,12.843,14.489,10.533,15.051,16.467,13.811,74.738,90.578,55.578,1017.07,1008.769,1016.562,4.778,6.667,1737.083,872.0,,0.0,0.522,1.3,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,588.982,1153.845,180.423,172.722,0.333,9
2009-07-17,9,225.109,516.803,78.201,15.664,17.211,14.656,13.574,14.722,12.067,14.498,15.211,13.4,87.983,95.567,75.089,1005.3,997.028,1004.854,8.111,11.5,1805.5,824.0,,0.0,0.089,1.378,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,225.109,516.803,78.201,229.284,1.0,9
2009-07-18,18,576.06,1037.719,286.261,16.297,19.056,14.411,10.64,12.133,8.689,13.3,14.144,12.422,70.506,83.767,53.556,1010.343,1002.026,1009.792,14.097,16.5,2690.833,1980.0,,0.0,0.767,1.6,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,576.06,1037.719,286.261,253.439,1.333,9
2009-07-19,20,460.184,852.995,187.76,16.15,18.444,13.9,11.819,12.988,10.525,13.798,14.762,12.55,76.442,88.75,60.925,1011.127,1002.809,1010.458,12.035,16.333,2149.167,1520.0,30.0,0.0,0.133,1.278,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,6.0,,6.0,460.184,852.995,187.76,231.944,1.0,9
2009-07-20,28,575.036,1026.668,221.093,16.669,19.389,13.678,11.262,12.356,9.711,13.749,14.756,12.478,71.901,87.178,56.356,1014.698,1006.372,1014.188,7.903,10.667,2337.5,1760.0,,0.0,0.533,1.489,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,575.036,1026.668,221.093,233.171,0.333,9
2009-07-21,14,307.497,705.923,110.091,17.217,20.289,15.011,14.645,16.067,13.033,15.722,17.4,14.289,85.552,93.8,71.856,1007.215,998.973,1006.667,7.62,10.333,1607.167,692.0,,0.0,0.011,1.078,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,307.497,705.923,110.091,173.551,1.333,9
2009-07-22,28,550.041,955.5,260.536,17.924,20.289,15.822,13.108,14.089,11.811,15.219,16.011,14.422,74.631,86.733,60.4,1002.903,994.699,1002.271,11.819,15.167,1825.694,1400.0,25.0,0.0,0.5,0.767,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,6.0,,6.0,550.041,955.5,260.536,214.076,0.333,9
2009-07-23,23,451.86,949.474,190.387,16.879,20.0,14.956,12.831,14.189,11.533,14.619,16.056,13.8,78.175,89.444,60.9,1004.096,995.872,1003.5,9.174,12.167,1879.167,1283.333,23.0,0.0,0.522,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,,,6.0,451.86,949.474,190.387,233.86,0.667,9
2009-07-24,6,386.073,712.816,192.422,16.206,18.378,14.556,12.593,13.8,11.289,14.213,15.311,13.389,79.897,89.089,66.711,1011.131,1002.815,1010.521,8.201,11.167,2140.972,1416.667,,0.0,0.656,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,,,6.0,386.073,712.816,192.422,230.981,1.333,9
2009-07-25,26,579.917,1159.722,179.463,17.551,21.133,14.189,12.54,13.322,11.422,14.746,16.167,13.2,74.119,89.967,57.022,1021.203,1012.846,1020.729,6.458,8.857,2182.639,1566.667,,0.0,1.067,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,,,6.0,579.917,1159.722,179.463,256.044,1.0,9
2009-07-26,13,412.929,850.788,187.792,16.868,19.489,14.789,13.182,14.133,11.967,14.806,15.7,13.7,79.946,89.8,63.556,1017.649,1009.3,1017.042,8.619,11.571,1654.375,976.667,24.0,0.0,0.067,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,,,6.0,412.929,850.788,187.792,201.484,0.333,9
2009-07-27,8,316.921,798.174,62.355,15.293,18.222,12.922,12.384,13.689,10.467,13.694,15.133,12.356,84.347,96.078,66.356,1012.434,1004.104,1011.853,8.738,11.571,1874.722,961.667,22.0,0.0,0.644,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,,,6.0,316.921,798.174,62.355,242.167,1.667,9
2009-07-28,19,577.351,929.571,256.176,16.961,19.6,13.844,11.614,12.478,10.744,14.041,15.267,12.389,71.855,85.567,59.422,1017.623,1009.261,1017.0,9.786,12.286,1983.333,1400.0,23.0,0.0,0.633,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,,,6.0,577.351,929.571,256.176,217.005,0.333,9
2009-07-29,14,400.323,735.364,129.886,16.69,18.933,14.7,13.075,14.156,11.856,14.673,15.622,13.867,80.219,92.533,67.711,1012.731,1004.41,1012.167,8.232,11.571,1990.347,1001.667,29.0,0.0,0.067,0.0,,6.0,6.0,6.0,531.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,,,6.0,400.323,735.364,129.886,191.018,1.0,9
2009-07-30,6,490.224,947.662,175.476,15.475,18.289,13.289,10.526,12.389,8.422,12.891,14.0,11.678,74.113,89.622,56.478,1018.895,1010.495,1018.292,10.655,13.143,2207.153,905.0,32.0,0.0,0.989,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,,,6.0,490.224,947.662,175.476,261.189,1.333,9
2009-07-31,16,781.17,1295.753,333.239,16.641,20.15,12.675,9.017,9.925,7.888,12.649,14.238,10.662,62.085,78.788,47.225,1020.504,1012.133,1019.917,6.715,9.333,2505.833,2100.0,18.0,0.0,0.838,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,,,6.0,781.17,1295.753,333.239,190.052,0.667,8
2009-08-01,10,437.577,762.443,213.251,17.433,19.3,15.756,13.582,15.744,11.522,15.258,16.656,13.956,78.947,89.456,67.144,1009.407,1001.153,1008.875,6.806,9.167,1771.528,878.333,,0.0,0.0,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,,,6.0,437.577,762.443,213.251,199.935,0.333,9
2009-08-02,9,527.052,1077.065,144.09,16.366,19.378,13.056,11.262,13.678,8.944,13.671,14.656,12.2,74.358,91.7,54.589,1012.51,1004.188,1012.021,7.111,9.167,1987.5,1300.0,,0.0,0.889,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,,,6.0,527.052,1077.065,144.09,242.593,1.0,9
2009-08-03,25,574.668,1006.412,195.279,16.922,20.067,13.356,11.736,12.744,10.756,14.072,15.444,12.211,73.204,88.911,59.333,1015.731,1007.404,1015.146,6.569,8.833,2038.194,1416.667,19.0,0.0,0.811,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,,,6.0,574.668,1006.412,195.279,189.418,0.333,9
2009-08-04,22,294.143,487.524,158.931,18.609,20.378,16.933,16.307,16.956,13.989,17.228,18.256,15.433,86.832,92.1,79.822,1016.54,1008.249,1015.801,8.574,10.0,1625.379,933.333,24.0,0.0,0.0,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,,,6.0,294.143,487.524,158.931,176.523,0.667,9
2009-08-05,17,799.263,1337.845,370.13,22.166,25.211,18.778,16.656,17.5,15.544,18.775,19.989,16.9,71.949,84.533,59.989,1017.563,1009.433,1017.147,4.939,6.571,2137.171,1600.0,19.0,0.0,0.278,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,,,6.0,799.263,1337.845,370.13,174.587,0.333,9
2009-08-06,16,366.159,1044.63,79.051,19.29,23.267,17.278,16.637,17.544,15.322,17.676,19.4,16.289,85.734,96.244,67.789,1018.935,1010.782,1018.688,3.786,6.143,1678.333,760.0,,0.0,0.244,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,,,6.0,366.159,1044.63,79.051,215.766,1.0,9
2009-08-07,14,208.269,609.044,32.431,16.938,19.333,15.2,15.241,16.656,14.222,15.945,16.878,14.844,90.579,98.278,75.478,1020.048,1011.802,1019.595,4.771,6.167,935.361,442.667,,0.0,0.311,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,,,6.0,208.269,609.044,32.431,321.929,1.333,9
2009-08-08,24,667.151,1376.799,202.135,18.674,22.389,14.378,13.259,15.433,11.256,15.584,17.111,13.278,73.031,89.822,52.5,1021.157,1012.931,1020.708,2.636,3.857,1722.222,1183.333,,0.0,0.9,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,,,6.0,667.151,1376.799,202.135,199.242,0.667,9
2009-08-09,24,979.289,1535.441,521.979,20.295,23.311,17.367,12.188,14.189,10.644,15.75,16.9,14.444,60.965,76.456,47.844,1019.375,1011.203,1018.917,4.299,6.167,1958.333,1100.0,,0.0,1.067,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,,,6.0,979.289,1535.441,521.979,143.914,0.333,9
2009-08-10,25,569.621,934.275,322.32,18.736,20.711,17.0,13.921,15.9,12.089,15.984,17.0,14.467,74.327,85.278,62.056,1015.849,1007.655,1015.271,7.077,10.0,1925.139,1153.333,,0.0,0.311,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,,,6.0,569.621,934.275,322.32,227.256,0.333,9
2009-08-11,25,568.115,1065.822,224.727,18.938,21.944,16.211,14.466,15.367,13.622,16.321,17.533,15.011,76.661,88.278,63.022,1020.126,1011.941,1019.708,5.185,6.714,2091.667,1383.333,,0.0,0.744,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,,,6.0,568.115,1065.822,224.727,301.495,0.333,9
2009-08-12,17,303.636,571.238,152.979,18.684,20.822,16.444,16.342,17.733,14.978,17.267,18.389,15.6,86.498,92.511,77.822,1019.578,1011.384,1019.167,7.702,9.857,1943.75,1166.667,,0.0,0.044,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,,,6.0,303.636,571.238,152.979,261.62,0.333,9
2009-08-13,14,563.193,1042.194,156.523,18.46,20.889,16.044,13.733,15.967,11.856,15.789,16.8,14.644,75.825,91.911,60.1,1018.665,1010.468,1018.318,4.725,6.833,1938.584,898.333,,0.0,0.6,0.033,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,563.193,1042.194,156.523,307.071,1.0,9
2009-08-14,11,493.287,904.61,130.629,18.277,21.375,15.012,14.317,15.3,12.825,15.964,17.55,13.975,78.711,93.238,66.162,1017.274,1009.071,1016.812,7.083,10.4,1947.0,666.0,,0.0,0.325,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,,,6.0,493.287,904.61,130.629,213.87,0.333,8
2009-08-15,22,414.412,748.139,194.919,18.246,20.8,16.211,14.922,15.711,14.244,16.281,17.522,15.122,81.451,90.056,71.7,1014.206,1006.028,1013.667,10.155,12.143,2153.472,1500.0,,0.0,0.344,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,,,6.0,414.412,748.139,194.919,224.166,0.333,9
2009-08-16,23,559.129,1182.332,154.606,18.293,22.033,15.589,13.73,15.033,12.633,15.669,16.944,14.367,76.462,91.956,58.844,1015.542,1007.366,1015.083,7.924,10.167,2380.903,1291.667,,0.0,0.878,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,,,6.0,559.129,1182.332,154.606,242.795,0.0,9
2009-08-17,26,609.186,1096.6,228.513,17.808,20.867,14.567,12.546,13.244,11.689,14.854,16.122,13.367,72.659,87.256,58.1,1016.375,1008.167,1016.0,6.036,8.143,2118.056,1800.0,,0.0,0.889,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,,,6.0,609.186,1096.6,228.513,265.009,0.0,9
2009-08-18,37,648.361,1185.712,266.395,18.294,21.956,14.811,12.914,13.867,12.167,15.226,16.867,13.356,72.269,86.033,57.856,1018.998,1010.78,1018.542,5.194,7.5,2028.472,1500.0,,0.0,0.967,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,,,6.0,648.361,1185.712,266.395,181.186,0.0,9
2009-08-19,46,862.379,1757.956,278.915,20.184,25.267,15.656,13.77,15.1,12.033,16.43,18.822,14.144,69.173,86.267,50.689,1016.439,1008.305,1015.938,5.964,8.286,1990.278,1233.333,22.0,0.0,1.378,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,,,6.0,862.379,1757.956,278.915,164.21,0.0,9
2009-08-20,37,627.896,1151.029,266.998,19.194,21.678,16.544,14.034,16.578,11.689,16.235,18.311,14.444,73.331,87.967,56.367,1013.644,1005.482,1013.0,9.014,12.5,1864.097,871.667,25.5,0.0,0.433,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,,,6.0,627.896,1151.029,266.998,215.273,0.0,9
2009-08-21,29,537.524,975.617,278.922,15.936,18.556,13.8,10.676,11.944,9.056,13.129,14.233,12.178,71.979,83.756,55.533,1020.572,1012.273,1020.062,8.345,11.0,1992.361,1583.333,29.0,0.0,0.722,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,,,6.0,537.524,975.617,278.922,236.107,0.0,9
2009-08-22,21,598.458,1110.141,215.358,16.577,20.011,12.733,11.13,12.278,9.767,13.6,15.467,11.478,71.891,87.656,55.244,1022.992,1014.7,1022.396,4.369,6.429,2131.25,1600.0,19.0,0.0,0.922,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,,,6.0,598.458,1110.141,215.358,206.569,0.0,9
2009-08-23,62,1081.681,1804.606,540.99,20.683,24.589,17.178,12.017,13.144,10.856,15.788,17.289,14.1,59.354,74.378,44.778,1015.571,1007.45,1015.042,8.101,11.857,2121.528,1800.0,,0.0,1.3,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,,,6.0,1081.681,1804.606,540.99,171.73,0.0,9
2009-08-24,47,706.02,1192.701,348.191,18.887,22.3,15.778,13.072,14.344,11.467,15.554,17.422,13.656,70.015,83.133,57.211,1006.635,998.533,1006.234,4.285,8.167,2186.111,1500.0,,0.0,0.533,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,,,6.0,706.02,1192.701,348.191,188.953,0.0,9
2009-08-25,34,473.771,953.225,198.463,15.991,19.289,13.144,11.533,12.689,10.311,13.568,14.922,12.0,76.216,88.0,59.467,1009.806,1001.604,1009.229,7.076,10.333,2153.75,1073.333,23.0,0.0,0.611,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,,,6.0,473.771,953.225,198.463,203.793,0.0,9
2009-08-26,27,342.868,868.089,139.364,17.05,20.078,14.889,14.1,16.111,12.411,15.362,16.789,13.833,83.567,92.822,65.944,1010.504,1002.338,1009.833,11.25,15.333,1847.569,868.333,28.5,0.0,0.111,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,,,6.0,342.868,868.089,139.364,175.881,0.333,9
2009-08-27,33,491.971,924.854,230.111,17.926,20.767,16.589,13.725,15.289,11.967,15.531,16.722,14.333,77.4,88.211,64.333,1012.262,1004.094,1011.667,9.049,12.333,2211.806,1650.0,23.5,0.0,0.578,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,,,6.0,491.971,924.854,230.111,221.699,0.333,9
2009-08-28,15,565.067,1022.355,293.651,15.147,18.288,12.638,9.231,12.662,7.5,12.096,14.15,10.575,68.626,81.912,52.512,1012.809,1004.562,1012.292,14.058,18.0,2452.5,1440.0,32.5,0.0,0.838,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,,,6.0,565.067,1022.355,293.651,251.0,0.0,8
2009-08-29,25,561.951,1005.479,195.142,14.424,17.667,11.2,8.351,9.7,6.733,11.378,12.678,10.044,68.952,86.711,52.767,1020.848,1012.508,1020.354,9.857,11.857,2588.194,2183.333,,0.0,0.9,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,,,6.0,561.951,1005.479,195.142,252.102,0.333,9
2009-08-30,40,394.466,690.279,201.662,15.056,17.389,11.833,11.123,13.9,8.922,12.956,14.878,10.433,78.006,88.456,66.144,1019.041,1010.721,1018.542,7.381,10.0,2039.931,1108.333,,0.0,0.156,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,,,6.0,394.466,690.279,201.662,223.493,0.0,9
2009-08-31,37,609.793,1502.467,99.492,19.239,22.833,16.622,14.259,16.533,9.967,16.471,18.022,14.711,77.211,95.022,52.378,1010.793,1002.697,1010.229,7.333,9.286,1572.361,573.333,23.0,0.0,0.544,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,,,6.0,609.793,1502.467,99.492,195.43,0.333,9
2009-09-01,57,589.65,1015.855,267.855,16.982,19.344,15.178,11.388,12.922,9.9,13.962,14.7,13.2,70.791,85.211,56.633,1007.161,999.035,1006.562,8.637,12.143,2147.917,1616.667,32.0,0.0,0.811,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,,,6.0,589.65,1015.855,267.855,222.104,0.0,9
2009-09-02,15,262.023,582.969,99.009,15.147,17.211,13.878,12.633,14.1,11.444,13.762,14.656,12.578,85.386,94.078,72.067,1006.652,998.523,1005.938,8.393,11.571,1605.0,636.667,26.0,0.0,0.044,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,,,6.0,262.023,582.969,99.009,194.7,0.667,9
2009-09-03,14,533.143,871.723,272.3,14.964,17.089,12.856,9.199,12.144,7.678,12.034,13.544,10.989,69.527,83.4,56.6,999.47,991.37,998.875,17.054,19.714,2786.31,2100.0,33.0,0.0,0.733,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,,,6.0,533.143,871.723,272.3,249.423,1.0,9
2009-09-04,29,537.113,930.102,252.784,14.025,16.689,11.767,8.033,9.356,6.267,11.043,11.9,10.222,68.657,82.522,52.878,1008.619,1000.348,1008.062,13.583,17.167,2604.861,2100.0,28.5,0.0,0.833,0.0,,6.0,6.0,6.0,531.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,,,6.0,537.113,930.102,252.784,279.374,0.333,9
2009-09-05,29,500.324,892.096,257.361,14.506,17.344,11.833,9.244,10.422,8.011,11.79,12.989,10.322,71.556,82.411,56.667,1021.575,1013.292,1021.062,11.028,13.167,2411.31,1971.429,,0.0,0.678,0.0,,6.0,6.0,6.0,31.0,6.0,1.0,6.0,6.0,6.0,,,6.0,,,6.0,500.324,892.096,257.361,271.253,0.333,9
