met_day,prcp_mean,prcp_max,prcp_min,prcp_std,n_stations,year
2015-01-01,0.087,0.3,0.0,0.106,15,2015
2015-01-02,0.989,2.1,0.4,0.533,18,2015
2015-01-03,9.539,12.0,7.5,1.177,18,2015
2015-01-04,2.9,4.4,1.1,0.81,18,2015
2015-01-05,0.033,0.2,0.0,0.069,18,2015
2015-01-06,0.011,0.2,0.0,0.047,18,2015
2015-01-07,1.578,2.2,0.9,0.361,18,2015
2015-01-08,5.356,7.6,3.0,1.333,18,2015
2015-01-09,8.478,13.4,6.4,1.483,18,2015
2015-01-10,0.094,0.8,0.0,0.215,18,2015
2015-01-11,0.572,0.8,0.0,0.235,18,2015
2015-01-12,0.306,0.6,0.0,0.173,18,2015
2015-01-13,11.467,16.1,9.4,1.642,18,2015
2015-01-14,1.628,3.1,0.3,0.625,18,2015
2015-01-15,8.706,18.5,4.0,4.311,18,2015
2015-01-16,0.428,2.9,0.0,0.777,18,2015
2015-01-17,0.128,0.6,0.0,0.19,18,2015
2015-01-18,0.883,1.3,0.4,0.223,18,2015
2015-01-19,0.494,2.4,0.0,0.591,18,2015
2015-01-20,0.039,0.2,0.0,0.078,18,2015
2015-01-21,0.233,0.7,0.0,0.252,18,2015
2015-01-22,0.056,0.4,0.0,0.115,18,2015
2015-01-23,0.011,0.2,0.0,0.047,18,2015
2015-01-24,3.5,4.9,2.4,0.621,18,2015
2015-01-25,0.0,0.0,0.0,0.0,18,2015
2015-01-26,0.106,0.4,0.0,0.126,18,2015
2015-01-27,0.111,0.6,0.0,0.175,18,2015
2015-01-28,0.072,0.3,0.0,0.107,18,2015
2015-01-29,1.45,3.5,0.8,0.627,18,2015
2015-01-30,2.139,3.8,1.4,0.602,18,2015
2015-01-31,1.172,2.2,0.2,0.494,18,2015
2015-02-01,2.317,3.5,0.8,0.614,18,2015
2015-02-02,0.012,0.2,0.0,0.049,17,2015
2015-02-03,1.435,2.9,0.0,1.01,17,2015
2015-02-04,0.335,1.0,0.0,0.271,17,2015
2015-02-05,0.6,1.8,0.2,0.469,17,2015
2015-02-06,0.224,0.7,0.0,0.225,17,2015
2015-02-07,0.0,0.0,0.0,0.0,17,2015
2015-02-08,0.006,0.1,0.0,0.024,17,2015
2015-02-09,0.0,0.0,0.0,0.0,17,2015
2015-02-10,0.0,0.0,0.0,0.0,17,2015
2015-02-11,0.0,0.0,0.0,0.0,17,2015
2015-02-12,0.0,0.0,0.0,0.0,17,2015
2015-02-13,0.253,0.9,0.0,0.285,17,2015
2015-02-14,9.565,15.2,5.5,3.11,17,2015
2015-02-15,0.382,1.2,0.0,0.361,17,2015
2015-02-16,0.0,0.0,0.0,0.0,17,2015
2015-02-17,6.765,8.9,4.7,1.419,17,2015
2015-02-18,0.0,0.0,0.0,0.0,17,2015
2015-02-19,0.0,0.0,0.0,0.0,17,2015
2015-02-20,8.571,12.1,5.8,1.573,17,2015
2015-02-21,1.788,2.8,0.5,0.596,17,2015
2015-02-22,0.253,1.8,0.0,0.525,17,2015
2015-02-23,6.494,11.8,4.2,2.354,17,2015
2015-02-24,0.535,1.1,0.2,0.245,17,2015
2015-02-25,2.376,3.0,1.3,0.427,17,2015
2015-02-26,0.282,0.5,0.0,0.167,17,2015
2015-02-27,5.241,6.4,4.0,0.647,17,2015
2015-02-28,0.082,0.5,0.0,0.163,17,2015
2015-03-01,2.606,3.8,1.7,0.636,17,2015
2015-03-02,3.133,4.5,2.1,0.651,18,2015
2015-03-03,0.883,2.4,0.0,0.949,18,2015
2015-03-04,0.039,0.5,0.0,0.124,18,2015
2015-03-05,0.0,0.0,0.0,0.0,18,2015
2015-03-06,0.0,0.0,0.0,0.0,18,2015
2015-03-07,0.0,0.0,0.0,0.0,18,2015
