met_day,prcp_mean,prcp_max,prcp_min,prcp_std,n_stations,year
2024-01-01,2.769,3.6,1.4,0.702,13,2024
2024-01-02,9.769,14.0,7.2,2.095,13,2024
2024-01-03,4.023,6.3,2.4,1.363,13,2024
2024-01-04,1.154,4.8,0.2,1.189,13,2024
2024-01-05,21.692,30.6,18.2,3.24,13,2024
2024-01-06,0.392,1.6,0.1,0.403,13,2024
2024-01-07,0.223,0.6,0.0,0.179,13,2024
2024-01-08,0.0,0.0,0.0,0.0,13,2024
2024-01-09,0.085,0.3,0.0,0.107,13,2024
2024-01-10,0.015,0.2,0.0,0.055,13,2024
2024-01-11,0.0,0.0,0.0,0.0,13,2024
2024-01-12,0.146,0.3,0.0,0.097,13,2024
2024-01-13,0.0,0.0,0.0,0.0,13,2024
2024-01-14,0.0,0.0,0.0,0.0,13,2024
2024-01-15,0.185,0.8,0.0,0.273,13,2024
2024-01-16,0.015,0.2,0.0,0.055,13,2024
2024-01-17,0.023,0.2,0.0,0.06,13,2024
2024-01-18,0.0,0.0,0.0,0.0,13,2024
2024-01-19,0.0,0.0,0.0,0.0,13,2024
2024-01-20,0.0,0.0,0.0,0.0,13,2024
2024-01-21,0.9,2.0,0.3,0.631,13,2024
2024-01-22,7.338,10.2,5.4,1.593,13,2024
2024-01-23,0.254,0.4,0.0,0.156,13,2024
2024-01-24,2.115,3.6,1.1,0.917,13,2024
2024-01-25,0.015,0.2,0.0,0.055,13,2024
2024-01-26,2.292,3.4,1.4,0.551,13,2024
2024-01-27,0.0,0.0,0.0,0.0,13,2024
2024-01-28,0.015,0.2,0.0,0.055,13,2024
2024-01-29,0.0,0.0,0.0,0.0,13,2024
2024-01-30,0.015,0.2,0.0,0.055,13,2024
2024-01-31,0.0,0.0,0.0,0.0,13,2024
2024-02-01,0.177,1.3,0.0,0.352,13,2024
2024-02-02,0.008,0.1,0.0,0.029,12,2024
2024-02-03,0.0,0.0,0.0,0.0,12,2024
2024-02-04,0.217,1.0,0.0,0.374,12,2024
2024-02-05,0.0,0.0,0.0,0.0,12,2024
2024-02-06,0.0,0.0,0.0,0.0,12,2024
2024-02-07,13.292,16.1,11.4,1.529,12,2024
2024-02-08,8.142,8.8,6.2,0.74,12,2024
2024-02-09,13.175,17.2,9.5,2.234,12,2024
2024-02-10,1.683,3.4,0.6,0.876,12,2024
2024-02-11,1.608,4.2,0.2,1.15,12,2024
2024-02-12,0.167,0.4,0.0,0.156,12,2024
2024-02-13,0.017,0.2,0.0,0.058,12,2024
2024-02-14,1.617,2.8,1.0,0.625,12,2024
2024-02-15,1.233,2.4,0.6,0.514,12,2024
2024-02-16,1.258,1.8,0.8,0.318,12,2024
2024-02-17,0.05,0.4,0.0,0.124,12,2024
2024-02-18,16.875,20.0,12.8,1.871,12,2024
2024-02-19,0.05,0.2,0.0,0.08,12,2024
2024-02-20,0.1,0.2,0.0,0.095,12,2024
2024-02-21,1.983,2.6,1.4,0.437,12,2024
2024-02-22,3.408,4.4,2.3,0.683,12,2024
2024-02-23,11.492,15.5,9.8,1.479,12,2024
2024-02-24,2.367,5.6,0.4,1.598,12,2024
2024-02-25,0.092,0.4,0.0,0.124,12,2024
2024-02-26,8.392,15.0,4.2,3.443,12,2024
2024-02-27,0.017,0.2,0.0,0.058,12,2024
2024-02-28,0.017,0.2,0.0,0.058,12,2024
2024-02-29,0.3,1.0,0.0,0.313,12,2024
2024-03-01,13.758,18.1,10.2,2.679,12,2024
2024-03-02,8.646,17.8,3.2,4.627,13,2024
2024-03-03,3.792,5.5,2.2,1.127,13,2024
2024-03-04,0.023,0.2,0.0,0.06,13,2024
2024-03-05,1.115,4.6,0.0,1.358,13,2024
2024-03-06,0.885,6.7,0.0,1.851,13,2024
2024-03-07,0.031,0.2,0.0,0.075,13,2024
2024-03-08,0.031,0.4,0.0,0.111,13,2024
2024-03-09,0.0,0.0,0.0,0.0,13,2024
2024-03-10,2.9,5.0,1.4,1.293,13,2024
2024-03-11,8.431,12.7,5.8,2.046,13,2024
2024-03-12,4.523,6.2,3.2,1.033,13,2024
2024-03-13,7.346,9.6,5.2,1.034,13,2024
2024-03-14,0.008,0.1,0.0,0.028,13,2024
2024-03-15,0.331,1.2,0.0,0.371,13,2024
2024-03-16,1.969,4.6,0.4,1.551,13,2024
2024-03-17,1.838,3.7,1.3,0.634,13,2024
2024-03-18,1.785,2.6,1.2,0.412,13,2024
2024-03-19,0.0,0.0,0.0,0.0,13,2024
2024-03-20,0.508,2.0,0.0,0.547,13,2024
2024-03-21,0.023,0.3,0.0,0.083,13,2024
2024-03-22,0.062,0.6,0.0,0.171,13,2024
2024-03-23,0.8,1.4,0.2,0.327,13,2024
2024-03-24,0.823,2.0,0.0,0.664,13,2024
2024-03-25,0.015,0.2,0.0,0.055,13,2024
2024-03-26,0.0,0.0,0.0,0.0,13,2024
2024-03-27,12.346,15.2,9.4,1.818,13,2024
2024-03-28,8.115,11.8,5.4,2.005,13,2024
2024-03-29,8.485,10.7,5.0,1.967,13,2024
2024-03-30,0.238,0.8,0.0,0.247,13,2024
2024-03-31,0.038,0.3,0.0,0.096,13,2024
2024-04-01,0.254,0.8,0.0,0.288,13,2024
2024-04-02,4.364,6.6,0.6,1.972,11,2024
2024-04-03,4.982,9.0,1.9,2.59,11,2024
2024-04-04,3.291,8.2,0.7,2.129,11,2024
2024-04-05,4.018,5.5,2.9,0.805,11,2024
2024-04-06,0.009,0.1,0.0,0.03,11,2024
2024-04-07,0.0,0.0,0.0,0.0,11,2024
2024-04-08,0.0,0.0,0.0,0.0,11,2024
2024-04-09,3.2,8.9,1.4,2.047,11,2024
2024-04-10,0.273,0.6,0.0,0.168,11,2024
2024-04-11,0.791,1.8,0.3,0.411,11,2024
