met_day,prcp_mean,prcp_max,prcp_min,prcp_std,n_stations,year
2018-01-01,2.8,10.6,1.2,2.453,13,2018
2018-01-02,0.6,1.8,0.0,0.653,13,2018
2018-01-03,9.554,13.0,7.5,1.735,13,2018
2018-01-04,7.477,8.6,6.8,0.564,13,2018
2018-01-05,2.808,3.8,1.4,0.716,13,2018
2018-01-06,0.192,0.6,0.0,0.26,13,2018
2018-01-07,0.008,0.1,0.0,0.028,13,2018
2018-01-08,0.031,0.4,0.0,0.111,13,2018
2018-01-09,0.0,0.0,0.0,0.0,13,2018
2018-01-10,0.838,2.4,0.2,0.683,13,2018
2018-01-11,0.085,0.4,0.0,0.128,13,2018
2018-01-12,0.6,1.8,0.0,0.564,13,2018
2018-01-13,0.0,0.0,0.0,0.0,13,2018
2018-01-14,0.0,0.0,0.0,0.0,13,2018
2018-01-15,3.3,5.7,1.6,1.408,13,2018
2018-01-16,4.769,7.8,1.8,1.826,13,2018
2018-01-17,0.146,1.1,0.0,0.31,13,2018
2018-01-18,1.238,2.9,0.4,0.651,13,2018
2018-01-19,0.231,1.2,0.0,0.352,13,2018
2018-01-20,1.085,1.4,0.8,0.186,13,2018
2018-01-21,3.546,5.0,2.4,0.835,13,2018
2018-01-22,10.092,13.8,8.0,1.899,13,2018
2018-01-23,0.169,0.6,0.0,0.175,13,2018
2018-01-24,0.623,2.9,0.0,0.856,13,2018
2018-01-25,11.569,15.6,6.4,2.765,13,2018
2018-01-26,0.154,0.8,0.0,0.244,13,2018
2018-01-27,0.0,0.0,0.0,0.0,13,2018
2018-01-28,0.715,1.4,0.2,0.36,13,2018
2018-01-29,0.0,0.0,0.0,0.0,13,2018
2018-01-30,0.508,1.2,0.2,0.293,13,2018
2018-01-31,0.954,1.9,0.4,0.496,13,2018
2018-02-01,1.546,2.4,0.8,0.541,13,2018
2018-02-02,0.619,2.0,0.0,0.675,16,2018
2018-02-03,0.3,0.8,0.0,0.253,16,2018
2018-02-04,3.856,5.0,2.4,0.775,16,2018
2018-02-05,0.025,0.2,0.0,0.068,16,2018
2018-02-06,0.012,0.2,0.0,0.05,16,2018
2018-02-07,0.0,0.0,0.0,0.0,16,2018
2018-02-08,0.012,0.2,0.0,0.05,16,2018
2018-02-09,7.656,12.1,4.8,2.091,16,2018
2018-02-10,0.031,0.2,0.0,0.07,16,2018
2018-02-11,3.294,6.2,1.2,1.441,16,2018
2018-02-12,0.125,0.3,0.0,0.118,16,2018
2018-02-13,0.075,0.4,0.0,0.129,16,2018
2018-02-14,3.331,5.8,1.8,1.263,16,2018
2018-02-15,5.025,9.0,3.1,1.785,16,2018
2018-02-16,0.144,0.6,0.0,0.175,16,2018
2018-02-17,0.0,0.0,0.0,0.0,16,2018
2018-02-18,0.006,0.1,0.0,0.025,16,2018
2018-02-19,0.794,1.0,0.6,0.118,16,2018
2018-02-20,2.388,4.2,1.0,1.021,16,2018
2018-02-21,0.531,1.0,0.3,0.233,16,2018
2018-02-22,0.131,0.4,0.0,0.14,16,2018
2018-02-23,0.0,0.0,0.0,0.0,16,2018
2018-02-24,0.012,0.2,0.0,0.05,16,2018
2018-02-25,0.012,0.1,0.0,0.034,16,2018
2018-02-26,0.194,0.5,0.0,0.188,16,2018
2018-02-27,0.319,0.8,0.0,0.226,16,2018
2018-02-28,1.938,4.7,0.7,1.141,16,2018
2018-03-01,1.538,3.8,0.3,0.989,16,2018
2018-03-02,0.707,2.9,0.0,0.733,15,2018
2018-03-03,1.28,2.1,0.2,0.591,15,2018
2018-03-04,1.287,2.5,0.6,0.567,15,2018
2018-03-05,0.44,1.2,0.0,0.381,15,2018
2018-03-06,0.533,1.6,0.1,0.473,15,2018
2018-03-07,3.48,5.6,1.4,1.192,15,2018
2018-03-08,2.647,4.5,1.4,0.844,15,2018
2018-03-09,0.04,0.2,0.0,0.074,15,2018
2018-03-10,6.007,9.5,4.1,1.497,15,2018
2018-03-11,0.427,1.8,0.0,0.493,15,2018
2018-03-12,3.14,8.0,1.1,1.835,15,2018
2018-03-13,4.267,8.0,1.7,1.562,15,2018
2018-03-14,0.407,1.4,0.0,0.471,15,2018
2018-03-15,7.387,11.5,3.4,2.389,15,2018
2018-03-16,0.453,1.0,0.0,0.352,15,2018
