met_day,prcp_mean,prcp_max,prcp_min,prcp_std,n_stations,year
2013-01-01,5.759,9.3,2.4,1.893,17,2013
2013-01-02,0.024,0.2,0.0,0.056,17,2013
2013-01-03,0.894,3.6,0.0,1.086,17,2013
2013-01-04,0.0,0.0,0.0,0.0,17,2013
2013-01-05,0.065,0.3,0.0,0.1,17,2013
2013-01-06,0.065,0.2,0.0,0.086,17,2013
2013-01-07,0.188,0.5,0.0,0.145,17,2013
2013-01-08,0.006,0.1,0.0,0.024,17,2013
2013-01-09,2.941,3.5,2.2,0.477,17,2013
2013-01-10,0.071,0.2,0.0,0.092,17,2013
2013-01-11,0.024,0.2,0.0,0.066,17,2013
2013-01-12,1.588,3.2,0.0,1.048,17,2013
2013-01-13,0.194,1.0,0.0,0.259,17,2013
2013-01-14,0.141,0.7,0.0,0.209,17,2013
2013-01-15,3.771,4.6,3.0,0.457,17,2013
2013-01-16,0.018,0.2,0.0,0.053,17,2013
2013-01-17,0.012,0.2,0.0,0.049,17,2013
2013-01-18,0.059,0.2,0.0,0.087,17,2013
2013-01-19,2.941,6.0,0.4,1.523,17,2013
2013-01-20,0.029,0.3,0.0,0.085,17,2013
2013-01-21,3.494,5.0,1.7,1.05,17,2013
2013-01-22,0.253,1.5,0.0,0.436,17,2013
2013-01-23,1.8,4.2,0.0,1.517,17,2013
2013-01-24,0.424,0.9,0.0,0.301,17,2013
2013-01-25,0.029,0.2,0.0,0.069,17,2013
2013-01-26,3.153,7.2,0.8,1.709,17,2013
2013-01-27,9.647,12.2,7.4,1.315,17,2013
2013-01-28,0.535,1.6,0.0,0.553,17,2013
2013-01-29,4.159,5.6,2.2,1.024,17,2013
2013-01-30,6.988,13.8,4.6,2.539,17,2013
2013-01-31,1.459,3.3,0.3,0.795,17,2013
2013-02-01,6.435,8.1,5.6,0.718,17,2013
2013-02-02,0.694,1.7,0.0,0.402,16,2013
2013-02-03,0.0,0.0,0.0,0.0,16,2013
2013-02-04,0.012,0.1,0.0,0.034,16,2013
2013-02-05,2.119,4.5,1.2,0.791,16,2013
2013-02-06,2.15,4.2,1.0,0.947,16,2013
2013-02-07,0.244,0.5,0.0,0.171,16,2013
2013-02-08,1.688,3.5,0.0,1.061,16,2013
2013-02-09,0.412,1.2,0.0,0.401,16,2013
2013-02-10,2.362,4.1,1.4,0.929,16,2013
