met_day,prcp_mean,prcp_max,prcp_min,prcp_std,n_stations,year
2021-01-01,0.008,0.1,0.0,0.028,13,2021
2021-01-02,1.138,2.6,0.4,0.698,13,2021
2021-01-03,0.192,0.6,0.0,0.214,13,2021
2021-01-04,0.677,2.0,0.0,0.699,13,2021
2021-01-05,1.638,4.4,0.0,1.343,13,2021
2021-01-06,6.985,16.6,0.2,5.738,13,2021
2021-01-07,0.192,0.8,0.0,0.247,13,2021
2021-01-08,0.0,0.0,0.0,0.0,13,2021
2021-01-09,0.0,0.0,0.0,0.0,13,2021
2021-01-10,0.015,0.2,0.0,0.055,13,2021
2021-01-11,0.062,0.2,0.0,0.087,13,2021
2021-01-12,6.954,8.6,5.3,0.961,13,2021
2021-01-13,0.7,1.2,0.0,0.286,13,2021
2021-01-14,19.031,24.8,12.0,4.321,13,2021
2021-01-15,4.192,7.4,2.4,1.356,13,2021
2021-01-16,4.4,6.1,3.1,0.877,13,2021
2021-01-17,1.969,4.3,0.9,0.898,13,2021
2021-01-18,0.023,0.2,0.0,0.06,13,2021
2021-01-19,2.515,5.5,1.6,1.017,13,2021
2021-01-20,1.223,5.6,0.0,1.659,13,2021
2021-01-21,6.4,12.6,3.4,2.952,13,2021
2021-01-22,0.038,0.4,0.0,0.112,13,2021
2021-01-23,0.731,1.7,0.0,0.617,13,2021
2021-01-24,0.0,0.0,0.0,0.0,13,2021
2021-01-25,4.477,7.3,2.4,1.488,13,2021
2021-01-26,0.015,0.1,0.0,0.038,13,2021
2021-01-27,2.069,2.8,1.6,0.392,13,2021
2021-01-28,18.746,20.7,17.2,1.276,13,2021
2021-01-29,7.477,8.6,5.2,0.995,13,2021
2021-01-30,15.731,19.6,12.8,2.325,13,2021
2021-01-31,3.615,6.4,2.0,1.267,13,2021
2021-02-01,1.615,2.6,1.0,0.438,13,2021
2021-02-02,4.146,6.2,2.4,1.105,13,2021
2021-02-03,0.354,1.2,0.0,0.427,13,2021
2021-02-04,2.815,4.4,0.0,1.462,13,2021
2021-02-05,9.654,14.1,5.8,3.021,13,2021
2021-02-06,1.315,4.1,0.0,1.174,13,2021
2021-02-07,7.192,9.8,5.2,1.352,13,2021
2021-02-08,1.238,4.2,0.0,1.147,13,2021
2021-02-09,0.669,2.4,0.0,0.826,13,2021
2021-02-10,1.123,3.0,0.6,0.742,13,2021
2021-02-11,0.369,0.9,0.0,0.325,13,2021
2021-02-12,0.015,0.2,0.0,0.055,13,2021
2021-02-13,0.031,0.2,0.0,0.075,13,2021
2021-02-14,0.038,0.2,0.0,0.077,13,2021
2021-02-15,3.708,5.0,2.6,0.739,13,2021
2021-02-16,0.915,2.1,0.2,0.49,13,2021
2021-02-17,1.385,2.7,0.6,0.758,13,2021
2021-02-18,1.515,2.9,0.5,0.833,13,2021
2021-02-19,1.292,2.2,0.4,0.545,13,2021
2021-02-20,0.031,0.2,0.0,0.075,13,2021
2021-02-21,0.069,0.4,0.0,0.149,13,2021
2021-02-22,0.0,0.0,0.0,0.0,13,2021
2021-02-23,0.908,1.6,0.3,0.423,13,2021
2021-02-24,0.015,0.2,0.0,0.055,13,2021
2021-02-25,0.0,0.0,0.0,0.0,13,2021
2021-02-26,0.108,0.4,0.0,0.126,13,2021
2021-02-27,0.0,0.0,0.0,0.0,13,2021
2021-02-28,0.0,0.0,0.0,0.0,13,2021
2021-03-01,0.0,0.0,0.0,0.0,13,2021
2021-03-02,0.0,0.0,0.0,0.0,13,2021
2021-03-03,0.0,0.0,0.0,0.0,13,2021
2021-03-04,8.469,14.4,3.8,2.891,13,2021
2021-03-05,0.069,0.2,0.0,0.095,13,2021
2021-03-06,0.0,0.0,0.0,0.0,13,2021
2021-03-07,0.008,0.1,0.0,0.028,13,2021
2021-03-08,0.0,0.0,0.0,0.0,13,2021
2021-03-09,0.0,0.0,0.0,0.0,13,2021
2021-03-10,0.015,0.2,0.0,0.055,13,2021
2021-03-11,3.431,7.4,1.8,1.908,13,2021
2021-03-12,1.146,3.0,0.0,1.068,13,2021
2021-03-13,6.415,12.2,2.8,2.332,13,2021
2021-03-14,0.938,3.4,0.0,0.975,13,2021
2021-03-15,0.492,1.2,0.0,0.435,13,2021
2021-03-16,0.962,3.0,0.0,0.833,13,2021
2021-03-17,0.0,0.0,0.0,0.0,13,2021
2021-03-18,1.254,1.6,0.8,0.25,13,2021
2021-03-19,1.085,3.2,0.2,0.958,13,2021
2021-03-20,0.008,0.1,0.0,0.028,13,2021
2021-03-21,0.0,0.0,0.0,0.0,13,2021
2021-03-22,0.0,0.0,0.0,0.0,13,2021
2021-03-23,0.008,0.1,0.0,0.028,13,2021
2021-03-24,0.008,0.1,0.0,0.028,13,2021
2021-03-25,0.008,0.1,0.0,0.028,13,2021
2021-03-26,0.769,3.0,0.0,0.744,13,2021
2021-03-27,2.962,4.0,1.4,0.782,13,2021
2021-03-28,0.0,0.0,0.0,0.0,13,2021
2021-03-29,0.0,0.0,0.0,0.0,13,2021
2021-03-30,0.0,0.0,0.0,0.0,13,2021
2021-03-31,0.0,0.0,0.0,0.0,13,2021
2021-04-01,0.0,0.0,0.0,0.0,13,2021
2021-04-02,0.077,1.0,0.0,0.277,13,2021
2021-04-03,0.0,0.0,0.0,0.0,13,2021
2021-04-04,0.0,0.0,0.0,0.0,13,2021
2021-04-05,0.0,0.0,0.0,0.0,13,2021
2021-04-06,0.0,0.0,0.0,0.0,13,2021
2021-04-07,0.0,0.0,0.0,0.0,13,2021
2021-04-08,0.0,0.0,0.0,0.0,13,2021
2021-04-09,0.0,0.0,0.0,0.0,13,2021
2021-04-10,0.262,2.8,0.0,0.781,13,2021
2021-04-11,0.015,0.2,0.0,0.055,13,2021
2021-04-12,0.785,2.3,0.0,0.769,13,2021
2021-04-13,0.015,0.2,0.0,0.055,13,2021
2021-04-14,0.0,0.0,0.0,0.0,13,2021
2021-04-15,0.0,0.0,0.0,0.0,13,2021
2021-04-16,0.069,0.4,0.0,0.125,13,2021
2021-04-17,0.008,0.1,0.0,0.028,13,2021
2021-04-18,0.0,0.0,0.0,0.0,13,2021
2021-04-19,0.0,0.0,0.0,0.0,13,2021
2021-04-20,0.0,0.0,0.0,0.0,13,2021
2021-04-21,0.0,0.0,0.0,0.0,13,2021
2021-04-22,0.0,0.0,0.0,0.0,13,2021
2021-04-23,0.0,0.0,0.0,0.0,13,2021
2021-04-24,0.0,0.0,0.0,0.0,13,2021
2021-04-25,0.0,0.0,0.0,0.0,13,2021
2021-04-26,0.0,0.0,0.0,0.0,13,2021
2021-04-27,0.0,0.0,0.0,0.0,13,2021
2021-04-28,0.0,0.0,0.0,0.0,13,2021
2021-04-29,1.138,7.4,0.0,2.454,13,2021
2021-04-30,0.0,0.0,0.0,0.0,13,2021
2021-05-01,0.192,2.0,0.0,0.554,13,2021
2021-05-02,0.267,1.9,0.0,0.573,12,2021
2021-05-03,0.083,1.0,0.0,0.289,12,2021
2021-05-04,7.433,11.2,4.9,2.098,12,2021
2021-05-05,0.167,0.8,0.0,0.284,12,2021
2021-05-06,3.7,5.6,2.3,0.879,12,2021
2021-05-07,0.167,1.0,0.0,0.293,12,2021
2021-05-08,8.383,10.8,6.0,1.448,12,2021
2021-05-09,0.158,0.8,0.0,0.264,12,2021
2021-05-10,1.367,3.2,0.6,0.644,12,2021
2021-05-11,0.192,0.8,0.0,0.271,12,2021
2021-05-12,0.033,0.2,0.0,0.078,12,2021
2021-05-13,1.292,4.6,0.6,1.067,12,2021
2021-05-14,1.875,3.4,0.6,0.844,12,2021
2021-05-15,1.275,2.2,0.4,0.621,12,2021
2021-05-16,3.692,7.7,0.8,2.358,12,2021
2021-05-17,10.975,17.4,8.2,2.634,12,2021
2021-05-18,5.333,10.0,1.7,2.53,12,2021
2021-05-19,3.75,8.9,2.4,1.802,12,2021
2021-05-20,0.25,1.0,0.0,0.345,12,2021
2021-05-21,0.7,1.7,0.2,0.553,12,2021
2021-05-22,3.867,4.8,2.8,0.535,12,2021
2021-05-23,1.675,3.8,0.0,1.118,12,2021
2021-05-24,7.208,15.6,2.4,3.604,12,2021
2021-05-25,6.7,11.6,3.5,2.795,12,2021
2021-05-26,0.125,1.0,0.0,0.286,12,2021
2021-05-27,0.025,0.3,0.0,0.087,12,2021
2021-05-28,0.0,0.0,0.0,0.0,12,2021
2021-05-29,0.425,1.8,0.0,0.65,12,2021
2021-05-30,0.0,0.0,0.0,0.0,12,2021
2021-05-31,0.017,0.2,0.0,0.058,12,2021
2021-06-01,0.0,0.0,0.0,0.0,12,2021
2021-06-02,0.0,0.0,0.0,0.0,13,2021
2021-06-03,0.215,1.2,0.0,0.376,13,2021
2021-06-04,0.862,1.8,0.0,0.552,13,2021
2021-06-05,9.615,17.6,6.2,3.059,13,2021
2021-06-06,0.062,0.4,0.0,0.126,13,2021
2021-06-07,0.008,0.1,0.0,0.028,13,2021
2021-06-08,0.0,0.0,0.0,0.0,13,2021
2021-06-09,0.0,0.0,0.0,0.0,13,2021
2021-06-10,0.0,0.0,0.0,0.0,13,2021
2021-06-11,0.0,0.0,0.0,0.0,13,2021
2021-06-12,0.0,0.0,0.0,0.0,13,2021
2021-06-13,0.0,0.0,0.0,0.0,13,2021
2021-06-14,0.0,0.0,0.0,0.0,13,2021
2021-06-15,0.0,0.0,0.0,0.0,13,2021
2021-06-16,0.0,0.0,0.0,0.0,13,2021
2021-06-17,9.438,15.2,4.2,3.451,13,2021
2021-06-18,21.369,26.0,16.0,2.895,13,2021
2021-06-19,11.0,24.9,5.4,5.136,13,2021
2021-06-20,0.462,2.0,0.0,0.527,13,2021
