met_day,prcp_mean,prcp_max,prcp_min,prcp_std,n_stations,year
2019-01-01,0.0,0.0,0.0,0.0,14,2019
2019-01-02,0.0,0.0,0.0,0.0,15,2019
2019-01-03,0.007,0.1,0.0,0.026,15,2019
2019-01-04,0.007,0.1,0.0,0.026,15,2019
2019-01-05,0.0,0.0,0.0,0.0,15,2019
2019-01-06,0.0,0.0,0.0,0.0,15,2019
2019-01-07,0.0,0.0,0.0,0.0,15,2019
2019-01-08,0.0,0.0,0.0,0.0,15,2019
2019-01-09,0.0,0.0,0.0,0.0,15,2019
2019-01-10,0.013,0.1,0.0,0.035,15,2019
2019-01-11,0.453,1.5,0.0,0.504,15,2019
2019-01-12,0.0,0.0,0.0,0.0,15,2019
2019-01-13,0.013,0.2,0.0,0.052,15,2019
2019-01-14,0.033,0.5,0.0,0.129,15,2019
2019-01-15,0.007,0.1,0.0,0.026,15,2019
2019-01-16,0.08,0.4,0.0,0.126,15,2019
2019-01-17,3.733,5.9,2.2,1.149,15,2019
2019-01-18,0.013,0.2,0.0,0.052,15,2019
2019-01-19,0.013,0.2,0.0,0.052,15,2019
2019-01-20,0.0,0.0,0.0,0.0,15,2019
2019-01-21,0.0,0.0,0.0,0.0,15,2019
2019-01-22,4.947,6.4,3.7,0.778,15,2019
2019-01-23,2.48,4.2,1.2,0.809,15,2019
2019-01-24,0.067,0.4,0.0,0.145,15,2019
2019-01-25,1.22,1.6,0.9,0.254,15,2019
2019-01-26,0.033,0.2,0.0,0.062,15,2019
2019-01-27,4.08,7.8,1.3,2.045,15,2019
2019-01-28,0.807,3.0,0.0,0.766,15,2019
2019-01-29,0.0,0.0,0.0,0.0,15,2019
2019-01-30,5.08,7.2,3.8,0.997,15,2019
2019-01-31,0.047,0.5,0.0,0.136,15,2019
2019-02-01,3.173,5.2,1.7,1.123,15,2019
2019-02-02,8.344,12.1,4.8,2.082,16,2019
2019-02-03,0.044,0.5,0.0,0.131,16,2019
2019-02-04,5.069,8.9,3.6,1.443,16,2019
2019-02-05,0.456,1.6,0.0,0.542,16,2019
2019-02-06,3.994,5.9,2.8,0.938,16,2019
2019-02-07,3.594,6.2,2.6,1.013,16,2019
2019-02-08,0.65,2.0,0.0,0.629,16,2019
2019-02-09,6.106,13.4,3.2,3.159,16,2019
2019-02-10,2.688,3.7,2.0,0.545,16,2019
2019-02-11,0.675,1.8,0.0,0.553,16,2019
2019-02-12,0.0,0.0,0.0,0.0,16,2019
2019-02-13,0.0,0.0,0.0,0.0,16,2019
2019-02-14,0.025,0.2,0.0,0.068,16,2019
2019-02-15,0.006,0.1,0.0,0.025,16,2019
2019-02-16,0.006,0.1,0.0,0.025,16,2019
2019-02-17,0.012,0.2,0.0,0.05,16,2019
2019-02-18,0.056,0.6,0.0,0.155,16,2019
2019-02-19,1.775,6.9,0.3,1.505,16,2019
2019-02-20,0.0,0.0,0.0,0.0,16,2019
2019-02-21,0.0,0.0,0.0,0.0,16,2019
2019-02-22,0.012,0.2,0.0,0.05,16,2019
2019-02-23,0.0,0.0,0.0,0.0,16,2019
2019-02-24,0.0,0.0,0.0,0.0,16,2019
2019-02-25,0.012,0.2,0.0,0.05,16,2019
2019-02-26,0.006,0.1,0.0,0.025,16,2019
2019-02-27,0.012,0.2,0.0,0.05,16,2019
2019-02-28,0.006,0.1,0.0,0.025,16,2019
2019-03-01,3.869,7.0,1.0,1.723,16,2019
2019-03-02,0.24,0.9,0.0,0.28,15,2019
2019-03-03,2.833,4.3,1.8,0.644,15,2019
2019-03-04,10.067,18.4,4.6,4.546,15,2019
2019-03-05,0.36,0.8,0.0,0.256,15,2019
2019-03-06,4.807,9.6,1.6,2.496,15,2019
2019-03-07,0.813,2.8,0.1,0.697,15,2019
2019-03-08,0.547,1.6,0.1,0.467,15,2019
2019-03-09,1.473,3.0,0.2,0.899,15,2019
2019-03-10,7.54,10.6,5.9,1.337,15,2019
2019-03-11,2.207,3.6,0.8,0.812,15,2019
2019-03-12,0.347,1.0,0.0,0.297,15,2019
2019-03-13,8.513,14.2,6.0,2.414,15,2019
2019-03-14,2.56,5.4,1.5,1.058,15,2019
2019-03-15,5.473,8.3,3.8,1.35,15,2019
2019-03-16,0.573,2.2,0.0,0.711,15,2019
2019-03-17,3.207,5.4,1.6,1.326,15,2019
2019-03-18,1.2,2.4,0.0,0.62,15,2019
2019-03-19,0.573,1.6,0.0,0.528,15,2019
2019-03-20,0.053,0.4,0.0,0.119,15,2019
2019-03-21,0.0,0.0,0.0,0.0,15,2019
2019-03-22,0.0,0.0,0.0,0.0,15,2019
2019-03-23,0.013,0.2,0.0,0.052,15,2019
2019-03-24,0.0,0.0,0.0,0.0,15,2019
2019-03-25,0.0,0.0,0.0,0.0,15,2019
2019-03-26,0.0,0.0,0.0,0.0,15,2019
2019-03-27,0.0,0.0,0.0,0.0,15,2019
2019-03-28,0.0,0.0,0.0,0.0,15,2019
2019-03-29,0.0,0.0,0.0,0.0,15,2019
2019-03-30,0.0,0.0,0.0,0.0,15,2019
2019-03-31,0.793,5.1,0.0,1.604,15,2019
2019-04-01,0.007,0.1,0.0,0.026,15,2019
2019-04-02,0.0,0.0,0.0,0.0,15,2019
2019-04-03,3.093,4.7,1.2,1.019,15,2019
2019-04-04,1.393,4.1,0.2,1.272,15,2019
2019-04-05,0.867,2.0,0.0,0.637,15,2019
2019-04-06,0.0,0.0,0.0,0.0,15,2019
2019-04-07,0.007,0.1,0.0,0.026,15,2019
2019-04-08,0.52,2.2,0.0,0.789,15,2019
2019-04-09,3.713,5.6,2.4,0.966,15,2019
2019-04-10,1.613,3.0,0.4,0.917,15,2019
2019-04-11,0.02,0.2,0.0,0.056,15,2019
2019-04-12,0.0,0.0,0.0,0.0,15,2019
2019-04-13,0.0,0.0,0.0,0.0,15,2019
2019-04-14,0.493,2.0,0.0,0.64,15,2019
2019-04-15,0.007,0.1,0.0,0.026,15,2019
2019-04-16,0.0,0.0,0.0,0.0,15,2019
2019-04-17,0.713,5.4,0.0,1.456,15,2019
2019-04-18,0.0,0.0,0.0,0.0,15,2019
2019-04-19,0.0,0.0,0.0,0.0,15,2019
2019-04-20,0.0,0.0,0.0,0.0,15,2019
2019-04-21,0.0,0.0,0.0,0.0,15,2019
2019-04-22,0.0,0.0,0.0,0.0,15,2019
2019-04-23,0.0,0.0,0.0,0.0,15,2019
2019-04-24,0.0,0.0,0.0,0.0,15,2019
2019-04-25,0.333,1.0,0.0,0.274,15,2019
2019-04-26,0.093,0.5,0.0,0.162,15,2019
2019-04-27,1.167,2.2,0.4,0.504,15,2019
2019-04-28,0.273,1.0,0.0,0.301,15,2019
2019-04-29,0.033,0.3,0.0,0.09,15,2019
2019-04-30,0.0,0.0,0.0,0.0,15,2019
2019-05-01,0.0,0.0,0.0,0.0,15,2019
2019-05-02,0.0,0.0,0.0,0.0,17,2019
2019-05-03,1.612,4.2,0.0,1.192,17,2019
2019-05-04,1.912,6.2,0.0,1.562,17,2019
2019-05-05,1.153,5.0,0.0,1.109,17,2019
2019-05-06,0.0,0.0,0.0,0.0,17,2019
2019-05-07,0.0,0.0,0.0,0.0,17,2019
2019-05-08,6.371,12.0,3.6,2.327,17,2019
2019-05-09,6.588,25.0,2.9,5.134,17,2019
2019-05-10,7.835,21.4,0.8,5.362,17,2019
2019-05-11,0.341,2.6,0.0,0.658,17,2019
2019-05-12,1.388,4.0,0.0,1.413,17,2019
2019-05-13,0.0,0.0,0.0,0.0,17,2019
2019-05-14,0.006,0.1,0.0,0.024,17,2019
2019-05-15,0.018,0.2,0.0,0.053,17,2019
2019-05-16,0.006,0.1,0.0,0.024,17,2019
2019-05-17,0.006,0.1,0.0,0.024,17,2019
2019-05-18,0.1,0.6,0.0,0.2,17,2019
2019-05-19,0.176,3.0,0.0,0.728,17,2019
2019-05-20,0.106,1.3,0.0,0.331,17,2019
2019-05-21,0.024,0.4,0.0,0.097,17,2019
2019-05-22,0.024,0.3,0.0,0.075,17,2019
2019-05-23,0.024,0.2,0.0,0.066,17,2019
2019-05-24,0.0,0.0,0.0,0.0,17,2019
2019-05-25,0.871,4.0,0.0,1.169,17,2019
2019-05-26,0.018,0.2,0.0,0.053,17,2019
2019-05-27,0.512,4.0,0.0,1.094,17,2019
2019-05-28,0.541,2.0,0.0,0.58,17,2019
2019-05-29,0.518,2.1,0.0,0.652,17,2019
2019-05-30,0.988,2.4,0.0,0.789,17,2019
2019-05-31,0.0,0.0,0.0,0.0,17,2019
2019-06-01,0.0,0.0,0.0,0.0,17,2019
2019-06-02,0.0,0.0,0.0,0.0,17,2019
2019-06-03,0.0,0.0,0.0,0.0,17,2019
2019-06-04,0.0,0.0,0.0,0.0,17,2019
2019-06-05,2.212,4.0,1.4,0.803,17,2019
2019-06-06,0.041,0.6,0.0,0.146,17,2019
2019-06-07,0.812,4.4,0.0,1.176,17,2019
2019-06-08,5.824,9.9,2.7,2.113,17,2019
2019-06-09,0.124,0.7,0.0,0.225,17,2019
2019-06-10,8.212,11.6,2.4,2.82,17,2019
2019-06-11,40.324,71.0,12.6,20.881,17,2019
2019-06-12,4.559,23.2,0.0,7.64,17,2019
2019-06-13,8.459,16.2,5.0,2.848,17,2019
2019-06-14,3.082,14.9,0.0,4.095,17,2019
2019-06-15,0.182,1.7,0.0,0.426,17,2019
2019-06-16,0.588,3.3,0.0,0.779,17,2019
2019-06-17,0.829,4.4,0.0,1.046,17,2019
2019-06-18,0.0,0.0,0.0,0.0,17,2019
2019-06-19,4.112,7.1,2.0,1.36,17,2019
2019-06-20,3.129,7.3,0.6,2.326,17,2019
2019-06-21,0.012,0.2,0.0,0.049,17,2019
2019-06-22,0.0,0.0,0.0,0.0,17,2019
2019-06-23,0.012,0.2,0.0,0.049,17,2019
2019-06-24,0.0,0.0,0.0,0.0,17,2019
2019-06-25,7.506,10.4,2.4,2.142,17,2019
2019-06-26,0.041,0.5,0.0,0.128,17,2019
2019-06-27,0.0,0.0,0.0,0.0,17,2019
2019-06-28,0.012,0.2,0.0,0.049,17,2019
2019-06-29,0.0,0.0,0.0,0.0,17,2019
2019-06-30,0.0,0.0,0.0,0.0,17,2019
2019-07-01,0.0,0.0,0.0,0.0,17,2019
2019-07-02,0.012,0.2,0.0,0.05,16,2019
2019-07-03,0.0,0.0,0.0,0.0,16,2019
2019-07-04,0.0,0.0,0.0,0.0,16,2019
2019-07-05,0.0,0.0,0.0,0.0,16,2019
2019-07-06,0.025,0.4,0.0,0.1,16,2019
2019-07-07,3.344,6.0,1.5,1.284,16,2019
2019-07-08,0.4,2.4,0.0,0.735,16,2019
2019-07-09,0.012,0.2,0.0,0.05,16,2019
2019-07-10,0.012,0.2,0.0,0.05,16,2019
2019-07-11,0.0,0.0,0.0,0.0,16,2019
2019-07-12,0.0,0.0,0.0,0.0,16,2019
2019-07-13,0.0,0.0,0.0,0.0,16,2019
2019-07-14,0.919,2.5,0.0,0.751,16,2019
2019-07-15,0.0,0.0,0.0,0.0,16,2019
2019-07-16,0.019,0.2,0.0,0.054,16,2019
2019-07-17,0.006,0.1,0.0,0.025,16,2019
2019-07-18,0.794,3.8,0.0,1.172,16,2019
2019-07-19,2.056,4.0,0.0,1.261,16,2019
2019-07-20,19.969,27.8,14.8,3.707,16,2019
2019-07-21,1.356,4.5,0.0,1.268,16,2019
2019-07-22,0.0,0.0,0.0,0.0,16,2019
2019-07-23,0.012,0.2,0.0,0.05,16,2019
2019-07-24,0.244,1.4,0.0,0.397,16,2019
2019-07-25,0.006,0.1,0.0,0.025,16,2019
