met_day,prcp_mean,prcp_max,prcp_min,prcp_std,n_stations,year
2020-01-01,0.071,0.3,0.0,0.107,14,2020
2020-01-02,0.0,0.0,0.0,0.0,15,2020
2020-01-03,1.187,4.2,0.0,1.144,15,2020
2020-01-04,0.027,0.2,0.0,0.07,15,2020
2020-01-05,0.0,0.0,0.0,0.0,15,2020
2020-01-06,0.0,0.0,0.0,0.0,15,2020
2020-01-07,1.193,2.0,0.6,0.496,15,2020
2020-01-08,0.04,0.2,0.0,0.074,15,2020
2020-01-09,1.553,4.0,0.7,1.029,15,2020
2020-01-10,5.247,7.6,2.7,1.539,15,2020
2020-01-11,0.0,0.0,0.0,0.0,15,2020
2020-01-12,1.24,2.2,0.6,0.484,15,2020
2020-01-13,0.173,0.8,0.0,0.231,15,2020
2020-01-14,6.387,9.8,3.7,1.842,15,2020
2020-01-15,15.4,33.4,9.2,7.785,15,2020
2020-01-16,0.86,1.6,0.4,0.322,15,2020
2020-01-17,7.207,12.8,4.8,2.481,15,2020
2020-01-18,0.053,0.2,0.0,0.092,15,2020
2020-01-19,0.027,0.2,0.0,0.07,15,2020
2020-01-20,0.04,0.2,0.0,0.083,15,2020
2020-01-21,0.013,0.2,0.0,0.052,15,2020
2020-01-22,0.14,0.4,0.0,0.145,15,2020
2020-01-23,0.16,0.5,0.0,0.14,15,2020
2020-01-24,0.093,0.3,0.0,0.122,15,2020
2020-01-25,0.053,0.5,0.0,0.136,15,2020
2020-01-26,0.053,0.2,0.0,0.083,15,2020
2020-01-27,2.807,5.4,1.7,1.197,15,2020
2020-01-28,9.68,14.4,7.2,2.044,15,2020
2020-01-29,0.027,0.2,0.0,0.07,15,2020
2020-01-30,0.04,0.4,0.0,0.112,15,2020
2020-01-31,0.5,1.0,0.0,0.28,15,2020
2020-02-01,0.927,2.3,0.0,0.573,15,2020
2020-02-02,7.393,8.0,6.9,0.297,14,2020
2020-02-03,0.029,0.2,0.0,0.061,14,2020
2020-02-04,0.15,1.0,0.0,0.271,14,2020
2020-02-05,0.0,0.0,0.0,0.0,14,2020
2020-02-06,0.007,0.1,0.0,0.027,14,2020
2020-02-07,0.064,0.2,0.0,0.093,14,2020
2020-02-08,2.014,3.4,0.9,0.768,14,2020
2020-02-09,0.45,2.0,0.0,0.675,14,2020
2020-02-10,11.357,14.8,7.8,1.774,14,2020
2020-02-11,3.193,5.8,1.7,1.286,14,2020
2020-02-12,0.043,0.2,0.0,0.076,14,2020
2020-02-13,10.107,16.8,6.6,2.941,14,2020
2020-02-14,3.343,6.3,0.0,2.167,14,2020
2020-02-15,1.064,3.0,0.1,1.104,14,2020
2020-02-16,15.079,31.6,9.0,7.097,14,2020
2020-02-17,12.221,16.2,6.2,3.01,14,2020
2020-02-18,0.121,0.4,0.0,0.167,14,2020
2020-02-19,3.586,6.6,1.8,1.598,14,2020
2020-02-20,1.35,2.6,0.8,0.45,14,2020
2020-02-21,5.014,7.2,3.3,1.154,14,2020
2020-02-22,0.021,0.2,0.0,0.058,14,2020
2020-02-23,0.457,2.0,0.0,0.549,14,2020
2020-02-24,2.564,3.4,1.4,0.687,14,2020
2020-02-25,3.236,4.2,2.0,0.678,14,2020
2020-02-26,1.193,3.0,0.2,0.763,14,2020
2020-02-27,6.221,7.8,3.6,1.028,14,2020
2020-02-28,1.764,2.3,1.0,0.371,14,2020
2020-02-29,8.9,14.4,4.6,2.758,14,2020
2020-03-01,2.036,3.3,0.8,0.679,14,2020
2020-03-02,2.092,6.1,0.5,2.048,13,2020
2020-03-03,0.031,0.2,0.0,0.063,13,2020
2020-03-04,0.515,1.4,0.0,0.436,13,2020
2020-03-05,4.3,6.0,2.8,0.731,13,2020
2020-03-06,16.377,24.8,6.6,5.608,13,2020
2020-03-07,0.008,0.1,0.0,0.028,13,2020
2020-03-08,0.4,1.6,0.0,0.528,13,2020
2020-03-09,2.254,5.1,0.4,1.124,13,2020
2020-03-10,6.962,10.1,5.6,1.43,13,2020
2020-03-11,1.192,2.6,0.0,0.788,13,2020
2020-03-12,0.546,1.6,0.0,0.504,13,2020
2020-03-13,0.331,1.6,0.0,0.514,13,2020
2020-03-14,2.254,4.0,0.7,1.064,13,2020
2020-03-15,0.215,1.1,0.0,0.291,13,2020
2020-03-16,1.608,3.3,0.5,0.739,13,2020
2020-03-17,0.008,0.1,0.0,0.028,13,2020
2020-03-18,0.0,0.0,0.0,0.0,13,2020
2020-03-19,0.662,1.2,0.4,0.218,13,2020
2020-03-20,0.377,0.6,0.1,0.183,13,2020
2020-03-21,0.023,0.2,0.0,0.06,13,2020
2020-03-22,0.046,0.3,0.0,0.097,13,2020
2020-03-23,0.015,0.1,0.0,0.038,13,2020
2020-03-24,0.0,0.0,0.0,0.0,13,2020
2020-03-25,0.0,0.0,0.0,0.0,13,2020
2020-03-26,0.0,0.0,0.0,0.0,13,2020
2020-03-27,0.0,0.0,0.0,0.0,13,2020
2020-03-28,0.0,0.0,0.0,0.0,13,2020
2020-03-29,0.023,0.3,0.0,0.083,13,2020
2020-03-30,0.446,2.0,0.0,0.572,13,2020
2020-03-31,0.285,0.8,0.0,0.291,13,2020
2020-04-01,0.015,0.2,0.0,0.055,13,2020
2020-04-02,0.0,0.0,0.0,0.0,14,2020
2020-04-03,0.0,0.0,0.0,0.0,14,2020
2020-04-04,0.007,0.1,0.0,0.027,14,2020
2020-04-05,0.0,0.0,0.0,0.0,14,2020
2020-04-06,0.15,0.6,0.0,0.21,14,2020
2020-04-07,0.114,0.4,0.0,0.146,14,2020
2020-04-08,0.021,0.2,0.0,0.058,14,2020
2020-04-09,0.014,0.2,0.0,0.053,14,2020
2020-04-10,0.021,0.3,0.0,0.08,14,2020
2020-04-11,0.007,0.1,0.0,0.027,14,2020
2020-04-12,0.0,0.0,0.0,0.0,14,2020
2020-04-13,0.179,2.0,0.0,0.531,14,2020
2020-04-14,0.05,0.2,0.0,0.085,14,2020
2020-04-15,0.021,0.2,0.0,0.058,14,2020
2020-04-16,0.021,0.3,0.0,0.08,14,2020
2020-04-17,0.079,0.3,0.0,0.112,14,2020
2020-04-18,5.486,15.2,2.8,3.645,14,2020
2020-04-19,0.014,0.2,0.0,0.053,14,2020
2020-04-20,0.036,0.4,0.0,0.108,14,2020
2020-04-21,0.036,0.3,0.0,0.093,14,2020
2020-04-22,0.029,0.3,0.0,0.083,14,2020
2020-04-23,0.0,0.0,0.0,0.0,14,2020
2020-04-24,0.043,0.6,0.0,0.16,14,2020
