met_day,fire_count,VPD_mean,air_temperature_mean,air_temperature_max,air_temperature_min,dewpoint_mean,dewpoint_max,dewpoint_min,wetb_temp_mean,wetb_temp_max,wetb_temp_min,rltv_hum_mean,rltv_hum_max,rltv_hum_min,msl_pressure_mean,stn_pres_mean,alt_pres_mean,wind_speed_mean,wind_speed_max,visibility_mean,visibility_min,q10mnt_mxgst_spd_max,cs_hr_sun_dur_sum,wmo_hr_sun_dur_sum,drv_hr_sun_dur_sum,snow_depth_max,air_temperature_q_max,dewpoint_q_max,wetb_temp_q_max,msl_pressure_q_max,stn_pres_q_max,alt_pres_q_max,wind_direction_q_max,wind_speed_q_max,visibility_q_max,q10mnt_mxgst_spd_q_max,cs_hr_sun_dur_q_max,wmo_hr_sun_dur_q_max,drv_hr_sun_dur_q_max,snow_depth_q_max,ground_state_id_q_max,wind_direction_circmean,ground_state_id_mode,station_count
2009-01-23,1,99.823,4.596,5.844,2.633,2.703,4.744,0.422,3.855,5.044,2.144,88.487,97.011,71.011,976.799,968.448,976.479,12.267,16.714,1474.653,551.667,27.0,0.0,0.067,0.167,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,6.0,,6.0,299.792,2.0,9
2009-01-24,3,77.622,1.72,4.078,-0.656,0.379,2.475,-1.338,1.346,3.462,-0.888,89.519,96.138,79.25,989.808,981.265,989.354,3.669,6.0,1319.722,801.667,,0.0,0.244,0.2,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,226.034,3.333,9
2009-01-25,1,83.685,6.691,7.267,6.133,5.422,6.088,3.887,6.143,6.712,5.438,91.599,95.762,82.975,986.574,978.193,985.896,9.515,12.429,1158.056,578.333,28.0,0.0,0.0,0.044,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,6.0,,6.0,178.671,2.333,9
2009-01-26,5,97.64,5.823,7.989,3.167,4.163,5.2,2.444,5.108,6.3,2.878,89.695,96.178,76.956,999.558,991.035,999.083,3.682,5.571,1419.375,741.667,,0.0,0.444,0.511,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,90.565,1.667,9
2009-01-27,1,89.057,3.971,6.622,1.211,2.315,3.478,0.6,3.284,5.067,1.011,89.678,97.367,78.7,1013.155,1004.485,1012.688,2.665,5.571,818.653,261.0,,0.0,0.678,0.533,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,138.981,1.667,9
2009-01-28,5,38.984,5.776,6.533,5.044,5.162,5.956,3.856,5.509,6.233,4.689,95.934,97.8,90.478,1014.436,1005.785,1013.959,5.804,7.429,437.847,221.667,,0.0,0.0,0.0,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,159.055,2.0,9
2009-01-29,3,122.286,3.268,4.756,1.567,0.827,3.5,-0.611,2.349,4.122,0.933,84.388,93.433,70.844,1017.03,1008.278,1016.562,7.291,9.0,588.403,353.333,,0.0,0.367,0.467,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,138.446,1.667,9
2009-01-30,4,142.603,3.541,5.9,1.8,0.691,1.378,-0.311,2.447,3.978,1.211,82.14,90.722,71.278,1015.808,1007.077,1015.129,8.071,10.143,556.736,358.333,,0.0,0.122,0.456,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,106.991,1.667,9
2009-01-31,5,209.37,3.051,4.567,2.0,-1.423,-0.778,-2.067,1.45,2.5,0.644,72.474,77.011,65.067,1012.003,1003.279,1011.542,8.887,11.143,1176.319,998.333,,0.0,0.278,0.267,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,88.37,1.333,9
2009-02-01,5,210.206,0.599,1.833,-1.278,-4.477,-2.756,-7.067,-1.02,-0.122,-1.989,67.181,80.122,51.256,1010.64,1001.834,1010.424,12.84,16.286,1516.389,731.667,29.5,0.0,0.389,0.244,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,6.0,,6.0,69.708,2.667,9
2009-02-02,1,32.09,-1.201,-0.222,-2.156,-1.617,-0.55,-2.575,-1.186,-0.175,-2.138,94.343,97.275,90.75,997.322,988.615,997.062,7.256,9.0,291.042,151.667,,0.0,0.0,0.0,10.5,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,6.0,6.0,40.569,16.0,9
2009-02-03,0,101.61,0.038,2.167,-2.367,-1.972,-0.825,-3.762,-0.464,1.275,-2.562,83.899,91.088,74.088,996.719,988.059,996.104,6.837,9.286,785.972,413.333,,0.0,0.456,0.511,7.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,6.0,6.0,136.358,14.667,9
2009-02-04,0,152.931,1.589,3.389,0.178,-1.814,-0.778,-3.033,0.407,1.6,-0.456,77.883,88.011,67.533,995.002,986.39,994.417,5.567,7.0,904.167,600.0,,0.0,0.533,0.489,3.5,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,6.0,6.0,125.74,12.333,9
2009-02-05,2,34.068,2.086,3.133,1.3,1.408,2.456,-0.278,1.827,2.844,0.767,95.291,97.411,88.678,989.073,980.544,988.708,4.299,6.429,281.458,166.667,,0.0,0.0,0.0,1.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,6.0,6.0,41.176,11.667,9
2009-02-06,0,46.21,1.259,1.667,0.622,0.273,0.922,-1.778,0.898,1.367,-0.067,93.31,97.633,81.944,990.642,982.066,990.354,6.9,8.286,714.236,278.333,,0.0,0.0,0.011,1.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,10006.0,6.0,47.415,12.333,9
2009-02-07,0,112.28,0.484,2.189,-1.933,-1.918,-0.922,-3.222,-0.264,0.944,-2.111,83.007,91.3,78.289,996.688,988.034,996.312,5.395,7.571,1356.25,800.0,,0.0,0.356,0.311,0.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,6.0,6.0,313.658,12.0,9
2009-02-08,4,116.778,1.648,4.0,-0.511,-0.917,1.522,-2.578,0.727,2.211,-1.067,83.536,93.089,65.867,1002.848,994.183,1002.396,3.393,6.286,1320.556,876.667,,0.0,0.189,0.222,0.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,6.0,6.0,182.472,12.0,9
2009-02-09,1,33.126,3.512,5.411,1.789,2.904,4.8,1.144,3.267,5.122,1.544,95.887,98.144,93.589,994.617,986.076,994.167,6.115,9.714,729.375,386.667,,0.0,0.0,0.0,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,150.442,5.0,9
2009-02-10,1,109.695,2.786,5.056,0.822,0.509,3.3,-1.178,1.934,3.689,0.256,85.579,95.767,69.567,999.049,990.448,998.875,12.393,15.571,1332.847,563.333,26.0,0.0,0.311,0.278,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,6.0,,6.0,311.78,5.0,9
2009-02-11,1,103.334,2.116,4.922,-0.533,0.428,2.5,-1.612,1.719,3.95,-0.738,86.1,93.562,75.7,1017.709,1008.935,1017.312,4.679,7.143,1336.319,738.333,,0.0,0.544,0.467,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,274.721,5.667,9
2009-02-12,2,147.743,0.911,3.056,-0.8,-2.466,-0.8,-3.811,-0.207,1.156,-1.7,77.618,89.456,66.267,1024.848,1015.961,1024.479,6.042,8.0,1622.431,755.0,,0.0,0.433,0.533,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,306.946,5.667,9
2009-02-13,4,113.659,3.319,4.822,1.078,1.069,3.2,-0.522,2.455,3.667,0.622,85.629,95.6,71.867,1022.741,1013.946,1022.514,6.783,9.0,1522.222,630.0,,0.0,0.444,0.267,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,297.552,4.667,9
2009-02-14,2,128.344,1.26,3.656,-1.122,-1.65,0.111,-3.1,0.224,1.989,-1.467,81.704,92.922,65.956,1029.121,1020.209,1028.667,1.548,3.143,1029.444,420.0,,0.0,0.311,0.144,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,204.06,3.333,9
2009-02-15,2,170.539,5.044,7.044,3.467,2.003,4.122,-0.822,3.833,5.3,1.967,80.704,87.833,72.456,1027.944,1019.157,1027.479,5.024,7.143,1167.361,516.667,,0.0,0.0,0.011,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,251.106,1.333,9
2009-02-16,9,169.476,6.719,9.056,4.433,3.93,5.067,3.122,5.507,7.089,3.978,83.351,93.667,71.167,1025.88,1017.181,1025.562,5.036,6.857,1646.528,966.667,,0.0,0.167,0.2,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,258.363,1.667,9
2009-02-17,8,174.499,8.375,10.012,6.15,5.881,7.85,3.788,7.241,8.75,5.175,84.372,92.475,79.412,1025.875,1017.215,1025.625,6.215,8.833,1383.667,648.0,,0.0,0.012,0.025,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,315.858,1.333,8
2009-02-18,8,128.874,8.048,8.911,6.889,6.185,7.489,5.111,7.202,8.078,6.256,88.38,94.767,79.478,1026.872,1018.181,1026.521,4.601,5.857,1111.25,521.667,,0.0,0.0,0.022,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,35.089,1.667,9
2009-02-19,4,107.127,7.328,8.689,6.144,5.694,6.7,4.622,6.597,7.356,5.689,89.863,97.111,79.778,1027.719,1018.996,1027.25,2.429,4.143,554.306,195.0,,0.0,0.0,0.056,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,240.708,1.333,9
2009-02-20,6,198.087,6.927,8.722,5.4,3.631,5.078,1.744,5.542,6.267,4.733,80.584,92.667,63.556,1031.627,1022.867,1031.292,3.435,5.571,1074.306,323.333,,0.0,0.489,0.322,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,306.192,1.333,9
2009-02-21,17,233.499,7.134,10.078,4.4,3.385,4.522,2.067,5.517,7.511,3.578,77.751,88.056,68.356,1031.789,1023.044,1031.458,6.22,8.286,1714.583,1100.0,,0.0,0.967,0.944,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,2006.0,6.0,,6.0,276.174,0.667,9
2009-02-22,8,250.302,7.891,9.578,6.033,3.956,5.433,3.156,6.187,7.333,4.967,76.709,84.956,66.867,1027.637,1018.945,1027.312,7.369,10.0,2157.639,1316.667,,0.0,0.033,0.033,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,284.949,0.667,9
2009-02-23,8,229.252,8.654,9.8,7.5,5.334,6.333,4.011,7.159,7.8,6.033,79.841,86.889,73.667,1024.843,1016.189,1024.5,7.196,8.571,1742.014,1108.333,,0.0,0.0,0.0,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,324.703,0.667,9
2009-02-24,2,117.568,8.852,9.944,7.889,7.249,7.856,6.544,8.098,8.856,7.3,89.927,93.7,84.967,1027.342,1018.679,1026.878,2.65,3.429,468.73,308.333,,0.0,0.0,0.011,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,265.925,0.667,9
2009-02-25,6,199.44,8.597,9.175,8.113,5.745,6.75,5.175,7.302,7.838,6.9,82.385,87.45,77.388,1028.169,1017.617,1027.625,6.458,8.167,978.583,558.0,,0.0,0.0,0.012,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,,6.0,,6.0,263.072,0.667,8
2009-02-26,9,183.267,7.227,8.3,6.156,4.339,4.933,3.444,5.973,6.422,5.5,82.312,90.433,72.489,1023.466,1014.791,1022.567,7.561,9.286,1556.944,1116.667,,0.0,0.0,0.022,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,242.402,0.667,9
2009-02-27,16,233.837,9.11,12.178,7.189,5.751,6.578,4.544,7.554,9.456,6.078,80.063,89.922,68.922,1020.059,1011.473,1019.708,7.107,8.714,1453.472,883.333,,0.0,0.844,0.833,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,258.778,0.667,9
2009-02-28,18,285.752,7.683,9.122,5.378,3.089,4.611,2.1,5.734,6.567,4.044,73.002,82.522,64.556,1014.826,1006.233,1014.438,4.792,6.571,2032.639,1250.0,,0.0,0.0,0.022,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,219.351,0.667,9
2009-03-01,13,200.828,6.942,9.033,4.667,3.683,4.978,2.033,5.545,7.044,3.733,80.286,88.911,70.467,1008.455,999.91,1008.083,3.589,5.714,961.247,510.0,,0.0,0.033,0.067,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,266.118,0.667,9
2009-03-02,13,225.156,5.669,8.956,2.167,1.5,3.5,0.178,3.972,5.756,1.467,75.917,88.911,59.756,1015.883,1007.238,1015.438,5.351,8.571,2119.444,1566.667,21.0,0.0,0.867,0.8,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,6.0,,6.0,251.723,0.667,9
2009-03-03,4,135.784,8.016,9.489,6.756,6.02,6.733,5.244,7.111,8.011,6.133,87.507,92.322,78.789,1003.554,995.067,1002.896,11.244,16.143,1397.5,871.667,34.0,0.0,0.0,0.033,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,6.0,,6.0,210.329,0.667,9
2009-03-04,1,152.283,4.349,6.333,2.533,1.281,4.022,-1.078,3.184,4.578,1.789,82.124,94.178,63.244,983.014,974.6,982.542,6.071,9.143,2205.069,1088.333,,0.0,0.533,0.367,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,249.988,2.0,9
2009-03-05,4,153.965,3.508,6.178,1.3,0.332,1.578,-0.956,2.299,3.822,0.656,80.876,91.556,64.767,992.641,984.126,992.237,6.81,9.286,1352.778,683.333,,0.0,0.333,0.433,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,71.587,1.333,9
2009-03-06,13,233.058,4.433,8.144,0.856,-0.276,1.4,-1.633,2.647,4.789,0.078,72.533,85.589,54.878,1006.456,997.84,1005.917,5.304,8.714,1799.306,1166.667,,0.0,1.022,1.0,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,274.369,0.667,9
2009-03-07,7,164.896,7.957,10.522,5.267,5.444,7.411,3.5,6.81,8.222,4.578,85.19,94.378,68.267,1009.656,1001.135,1009.062,6.47,9.286,1406.111,711.667,,0.0,0.278,0.233,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,234.682,1.333,9
2009-03-08,9,314.577,7.033,9.311,3.867,1.361,5.756,-1.044,4.817,7.7,2.411,68.615,82.178,50.256,1003.625,995.114,1002.938,13.327,18.0,2161.111,1000.0,36.0,0.0,0.733,0.644,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,6.0,,6.0,252.017,1.0,9
2009-03-09,2,331.336,6.694,9.222,3.889,0.637,2.156,-0.644,4.304,5.556,2.533,66.279,79.056,51.2,1010.672,1002.08,1010.065,14.22,18.0,2407.639,2116.667,30.0,0.0,0.811,0.733,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,6.0,,6.0,257.232,1.0,9
2009-03-10,2,184.739,8.602,10.822,6.333,5.896,7.433,4.178,7.368,8.7,5.433,83.656,92.078,70.956,1010.346,1001.812,1009.898,11.482,15.0,1703.264,1005.0,,0.0,0.178,0.011,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,279.481,1.333,9
2009-03-11,4,175.178,6.762,10.533,2.467,3.867,6.733,1.333,5.47,7.922,2.022,82.87,93.356,68.822,1023.044,1014.374,1022.375,3.833,6.143,1372.986,763.333,,0.0,0.322,0.4,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,198.926,1.0,9
2009-03-12,6,207.494,10.558,11.811,9.556,7.917,8.456,7.256,9.271,10.078,8.578,83.781,89.389,78.089,1021.024,1012.472,1020.396,11.065,14.571,2228.403,1111.667,,0.0,0.011,0.022,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,252.953,0.667,9
2009-03-13,8,199.64,8.779,10.389,7.689,5.9,7.122,4.511,7.469,8.556,6.467,82.604,91.478,71.856,1020.15,1011.549,1019.5,5.077,7.571,1761.111,966.667,,0.0,0.067,0.111,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,230.741,0.667,9
2009-03-14,14,340.084,9.816,11.811,7.756,4.776,7.222,3.089,7.585,8.678,5.978,72.099,87.089,57.622,1017.405,1008.852,1016.875,9.786,12.714,1888.681,1038.333,,0.0,0.356,0.3,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,272.326,0.667,9
2009-03-15,25,365.425,9.192,12.6,5.6,3.605,4.678,2.378,6.719,8.733,4.278,68.973,80.944,56.322,1030.603,1021.935,1030.104,5.935,8.0,1842.361,1416.667,,0.0,0.989,0.989,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,296.461,0.667,9
2009-03-16,10,319.505,9.538,13.467,5.633,4.778,5.867,3.422,7.351,9.656,4.744,73.707,87.967,57.756,1032.868,1024.196,1032.25,3.506,5.571,1326.389,916.667,,0.0,1.022,0.967,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,189.716,0.667,9
2009-03-17,5,261.943,8.961,12.811,5.978,5.049,6.122,3.744,7.169,9.533,5.044,77.307,88.611,62.278,1035.232,1026.505,1034.646,5.815,8.571,1150.764,675.0,,0.0,1.1,1.044,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,65.284,0.667,9
