met_day,fire_count,VPD_mean,air_temperature_mean,air_temperature_max,air_temperature_min,dewpoint_mean,dewpoint_max,dewpoint_min,wetb_temp_mean,wetb_temp_max,wetb_temp_min,rltv_hum_mean,rltv_hum_max,rltv_hum_min,msl_pressure_mean,stn_pres_mean,alt_pres_mean,wind_speed_mean,wind_speed_max,visibility_mean,visibility_min,q10mnt_mxgst_spd_max,cs_hr_sun_dur_sum,wmo_hr_sun_dur_sum,drv_hr_sun_dur_sum,snow_depth_max,air_temperature_q_max,dewpoint_q_max,wetb_temp_q_max,msl_pressure_q_max,stn_pres_q_max,alt_pres_q_max,wind_direction_q_max,wind_speed_q_max,visibility_q_max,q10mnt_mxgst_spd_q_max,cs_hr_sun_dur_q_max,wmo_hr_sun_dur_q_max,drv_hr_sun_dur_q_max,snow_depth_q_max,ground_state_id_q_max,wind_direction_circmean,ground_state_id_mode,station_count
2012-01-16,5,176.341,1.952,5.362,-0.325,-2.154,-0.65,-4.362,0.506,2.3,-1.2,75.228,89.725,52.438,1025.449,1015.875,1024.958,3.958,6.0,1545.0,740.0,,0.0,0.875,2.788,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,76.877,4.0,8
2012-01-17,5,128.515,1.379,4.075,-1.6,-1.368,1.238,-3.812,0.388,2.7,-2.262,81.459,88.812,71.738,1027.707,1018.111,1027.146,3.09,4.833,1190.833,680.0,,0.0,0.262,1.225,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,2.667,,6.0,153.18,4.0,8
2012-01-18,1,62.628,8.714,10.875,5.038,7.871,9.775,4.212,8.305,10.3,4.7,94.496,96.812,91.562,1023.994,1014.637,1023.375,7.91,10.0,750.25,164.0,25.0,0.0,0.0,0.025,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,215.175,1.5,8
2012-01-19,0,141.437,8.903,10.575,6.912,6.933,9.862,3.238,8.01,10.2,5.45,87.785,96.075,76.338,1018.832,1009.539,1018.312,10.042,13.333,2219.833,274.0,25.0,0.0,0.225,1.15,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,283.638,1.5,8
2012-01-20,3,240.236,7.545,9.412,5.25,3.778,5.475,1.65,5.925,7.475,3.9,77.046,81.6,72.425,1019.532,1010.167,1019.021,11.111,14.5,2295.833,1550.0,27.5,0.0,0.0,0.038,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,269.458,0.5,8
2012-01-21,5,302.93,10.164,11.775,8.15,5.963,8.362,2.75,8.262,9.675,5.975,75.651,87.288,61.112,1012.804,1003.583,1012.375,12.972,16.5,2300.0,1280.0,33.25,0.0,0.25,0.45,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,271.11,0.5,8
2012-01-22,6,330.884,8.248,10.812,6.325,2.927,5.212,1.7,6.003,7.95,4.762,69.694,79.738,57.425,1014.56,1005.25,1014.104,11.632,15.0,2292.5,1820.0,27.0,0.0,0.1,0.65,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,269.089,0.5,8
2012-01-23,6,198.956,5.489,7.325,2.675,1.933,2.838,0.9,4.051,5.438,2.013,78.045,88.75,71.15,1019.081,1009.66,1018.562,5.854,8.5,2227.5,1700.0,,0.0,0.0,0.162,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,222.053,0.5,8
2012-01-24,0,37.031,4.841,8.125,1.0,4.218,7.588,0.325,4.584,7.875,0.738,95.668,97.238,92.788,1019.406,1009.982,1018.833,5.25,7.333,729.083,220.0,,0.0,0.0,0.012,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,209.603,1.5,8
2012-01-25,3,111.817,8.762,9.312,8.075,7.218,8.562,6.038,8.043,8.912,7.2,90.226,95.75,84.875,1015.304,1006.022,1014.729,7.014,10.833,1863.229,400.0,21.333,0.0,0.0,0.038,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,214.02,1.0,8
2012-01-26,1,171.078,6.658,8.886,3.043,3.804,7.057,0.486,5.476,7.943,2.371,82.677,94.829,64.3,1009.169,999.876,1008.521,9.7,16.2,2711.458,825.0,27.667,0.0,0.514,1.471,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,215.578,1.0,7
2012-01-27,1,162.477,4.309,7.588,2.262,1.137,2.225,-0.025,3.058,5.062,1.675,80.682,89.988,60.975,1019.232,1009.761,1018.604,5.903,8.667,2372.5,1640.0,,0.0,0.875,2.562,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,197.677,2.5,8
2012-01-28,1,110.712,3.989,5.588,2.9,1.909,2.338,1.438,3.166,4.112,2.4,86.574,92.2,76.438,1028.126,1018.554,1027.729,6.424,8.167,1390.0,720.0,,0.0,0.15,0.488,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,183.202,1.0,8
2012-01-29,1,68.968,2.48,3.738,1.238,1.079,1.962,-0.425,1.951,2.812,0.925,90.731,96.812,81.412,1030.861,1021.228,1030.375,4.208,7.0,699.917,250.0,,0.0,0.0,0.162,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,33.159,0.5,8
2012-01-30,2,124.428,1.648,3.075,0.062,-1.102,-0.075,-2.65,0.664,1.4,-0.525,82.135,92.425,68.275,1026.168,1016.532,1025.812,3.562,5.167,951.75,510.0,,0.0,0.012,0.238,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,24.911,0.5,8
2012-01-31,1,92.755,0.425,1.3,-1.038,-1.544,-0.314,-3.043,-0.254,0.729,-1.543,85.618,93.6,75.714,1026.226,1016.547,1025.75,4.16,6.667,388.75,204.0,,0.0,0.025,0.1,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,43.869,0.5,8
2012-02-01,2,215.808,0.272,2.238,-1.138,-5.08,-3.062,-7.462,-1.529,-0.338,-2.95,65.658,76.812,48.825,1032.357,1022.636,1032.167,11.576,14.167,1501.667,840.0,24.667,0.0,0.938,2.762,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,61.328,4.0,8
2012-02-02,4,249.316,-1.179,0.588,-2.425,-7.909,-6.514,-10.229,-3.127,-2.1,-3.829,56.061,68.414,40.629,1035.871,1026.044,1035.625,9.583,12.333,2555.0,2000.0,22.0,0.0,1.0,3.2,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,56.788,4.0,8
2012-02-03,4,168.212,-1.879,0.462,-3.875,-6.058,-4.943,-7.5,-3.077,-1.314,-4.7,68.998,79.986,54.043,1039.364,1029.489,1038.917,5.167,6.833,2015.833,1180.0,,0.0,0.825,2.562,2.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,6.0,6.0,251.609,4.0,8
2012-02-04,6,93.718,-2.347,-0.025,-5.175,-4.621,-1.388,-7.038,-3.088,-0.988,-5.65,81.976,95.688,73.338,1036.088,1026.208,1035.396,4.539,8.0,828.833,308.0,24.0,0.0,0.512,1.6,3.5,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,5006.0,6.0,145.229,10.0,8
2012-02-05,1,25.63,0.772,1.488,0.212,0.219,0.725,-0.288,0.571,1.088,0.1,96.095,98.538,90.375,1027.411,1017.743,1026.875,3.358,6.8,388.5,166.0,25.0,0.0,0.0,0.038,8.5,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,6.0,6.0,137.136,15.0,8
2012-02-06,3,42.461,2.177,3.725,1.162,1.313,2.25,0.675,1.846,3.05,1.012,94.164,97.712,86.4,1033.072,1023.388,1032.562,2.242,3.8,310.917,84.0,,0.0,0.0,0.138,4.5,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,6.0,6.0,193.837,13.5,8
2012-02-07,2,161.767,0.583,2.612,-2.362,-3.239,0.288,-7.175,-0.69,1.162,-3.725,74.822,92.425,59.85,1039.954,1030.135,1039.438,5.158,8.0,1201.917,398.0,,0.0,0.575,1.6,2.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,6.0,6.0,66.024,12.0,8
2012-02-08,1,134.146,-0.628,0.112,-2.325,-3.782,-2.55,-6.075,-1.722,-0.988,-3.488,76.997,84.925,71.412,1041.04,1031.194,1040.729,9.858,11.2,1650.833,1020.0,,0.0,0.0,0.012,0.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,6.0,6.0,36.315,11.5,8
2012-02-09,3,113.527,-0.429,0.638,-1.425,-2.752,-0.643,-3.614,-1.149,-0.286,-2.129,81.251,96.429,71.543,1039.328,1029.506,1038.875,3.236,5.167,1041.583,332.0,,0.0,0.05,0.325,1.5,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,6.0,6.0,140.818,11.5,8
2012-02-10,2,102.491,-0.755,0.988,-3.412,-3.264,-0.714,-6.171,-1.699,0.043,-4.529,82.141,95.143,60.886,1038.204,1028.353,1037.562,3.812,6.0,762.583,210.0,,0.0,0.312,1.238,4.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,1006.0,6.0,89.954,14.0,8
2012-02-11,2,103.249,-4.151,-0.388,-7.338,-6.231,-4.486,-8.386,-4.53,-1.386,-7.586,78.553,88.143,62.071,1036.894,1026.951,1036.292,2.319,3.833,653.417,406.0,,0.0,1.025,3.35,1.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,47.667,1006.0,6.0,99.939,12.5,8
2012-02-12,3,73.608,-0.503,2.812,-4.962,-1.801,1.957,-6.671,-0.842,2.829,-5.786,87.826,92.857,82.157,1034.694,1024.91,1034.146,3.299,5.333,375.833,206.0,,0.0,0.0,1.188,1.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,47.667,1006.0,1006.0,250.352,12.5,8
2012-02-13,4,72.51,3.652,5.425,0.85,2.285,3.95,0.262,3.097,4.688,0.638,90.997,96.712,80.925,1027.572,1018.011,1027.167,6.234,9.5,981.917,320.0,,0.0,0.012,0.15,0.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,6.0,6.0,308.232,11.5,8
2012-02-14,3,223.337,5.546,7.15,4.112,1.523,2.8,0.612,3.946,4.988,2.9,75.484,81.462,68.238,1024.758,1015.286,1024.417,8.75,11.0,1795.833,1220.0,21.0,0.0,0.062,0.213,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,333.805,1.0,8
2012-02-15,1,285.419,7.931,9.65,6.4,3.392,3.988,2.562,5.989,6.812,5.112,73.397,83.162,62.787,1025.45,1016.046,1025.167,10.826,13.0,2095.833,1200.0,22.667,0.0,0.375,0.65,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,327.149,1.0,8
2012-02-16,6,279.052,7.373,9.725,4.588,2.724,3.55,1.688,5.423,6.9,3.55,72.951,85.275,61.175,1027.604,1018.15,1027.146,7.861,10.833,2187.5,1540.0,,0.0,0.25,0.5,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,297.82,0.5,8
2012-02-17,9,155.064,8.67,11.0,6.086,6.483,7.757,4.486,7.641,9.286,5.557,86.377,94.657,78.2,1023.326,1013.967,1022.854,6.717,11.6,1700.0,725.0,19.0,0.0,0.014,0.214,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,253.587,0.5,7
2012-02-18,4,232.54,7.67,10.162,4.238,4.009,6.35,0.45,6.081,7.575,2.788,78.076,89.075,65.012,1012.792,1003.479,1012.208,12.632,16.5,3328.917,1394.0,26.333,0.0,0.05,0.3,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,238.592,0.5,8
2012-02-19,2,267.579,3.024,5.538,0.4,-3.04,-1.362,-5.588,0.922,2.35,-1.075,64.847,78.725,47.0,1024.329,1014.751,1024.223,8.778,12.0,2815.0,1900.0,20.5,0.0,0.888,2.95,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,307.891,0.5,8
2012-02-20,7,251.689,2.69,6.6,-1.775,-3.199,-0.025,-5.212,0.644,3.038,-2.788,66.632,81.0,48.375,1032.168,1022.547,1031.542,4.472,8.0,2234.167,1440.0,,0.0,0.675,2.45,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,51.0,,6.0,174.917,2.5,8
2012-02-21,7,262.497,8.13,10.588,5.75,4.08,5.188,2.8,6.351,7.675,4.512,75.999,82.775,63.125,1028.976,1019.533,1028.438,9.819,12.833,2317.5,1800.0,,0.0,0.138,0.725,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,238.818,0.5,8
2012-02-22,5,193.77,8.351,9.625,7.538,5.518,7.912,3.95,7.082,8.812,6.112,82.54,90.212,70.325,1024.176,1014.782,1023.417,14.326,17.167,1646.917,746.0,28.75,0.0,0.012,0.112,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,225.686,0.5,8
2012-02-23,3,221.991,12.702,15.8,10.55,10.176,11.038,8.725,11.38,13.125,9.662,84.968,91.812,72.1,1023.188,1013.96,1022.812,8.556,11.333,1693.333,1060.0,17.0,0.0,0.75,2.338,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,257.29,1.0,8
2012-02-24,10,201.84,10.803,13.325,9.4,8.248,8.775,7.738,9.544,10.975,8.675,84.549,90.988,73.112,1027.46,1018.131,1027.062,9.708,11.833,2199.167,1140.0,,0.0,0.238,0.788,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,259.975,0.5,8
2012-02-25,10,353.161,8.438,10.888,5.775,2.82,5.425,1.738,6.055,7.725,4.275,68.254,80.388,55.588,1027.71,1018.289,1027.312,4.34,7.167,2030.0,1080.0,,0.0,0.812,2.388,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,262.173,0.5,8
2012-02-26,17,210.944,6.399,10.825,2.512,2.725,4.288,0.938,4.833,7.688,1.95,78.321,91.325,62.362,1028.36,1018.881,1027.896,2.708,5.5,1410.667,744.0,,0.0,1.062,2.8,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,177.845,0.5,8
2012-02-27,5,146.149,8.5,10.225,6.2,6.419,7.625,4.2,7.534,8.862,5.425,86.92,93.062,82.375,1025.047,1015.667,1024.5,6.312,8.5,1790.75,734.0,,0.0,0.0,0.038,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,199.742,0.5,8
2012-02-28,3,161.964,10.624,12.675,9.588,8.605,9.325,7.95,9.618,10.938,8.875,87.419,92.612,79.325,1024.11,1014.812,1023.688,4.805,6.167,741.083,404.0,,0.0,0.0,0.1,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,2.667,,6.0,212.864,0.5,8
2012-02-29,5,149.637,10.097,11.725,8.862,8.156,8.7,7.438,9.153,10.0,8.25,88.029,93.65,78.95,1024.732,1015.399,1024.25,4.59,5.667,782.333,474.0,,0.0,0.0,0.075,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,223.946,0.5,8
2012-03-01,8,157.339,8.116,12.475,5.025,5.765,7.075,4.212,7.007,9.6,4.75,86.162,97.5,68.55,1026.267,1016.897,1025.83,2.132,3.667,369.217,53.2,,0.0,0.65,2.625,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,197.879,0.5,8
2012-03-02,6,73.006,6.728,9.35,4.288,5.585,6.738,3.862,6.206,7.912,4.125,92.696,98.325,81.425,1025.574,1016.135,1025.146,3.618,6.167,315.917,92.0,,0.0,0.438,1.438,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,60.667,0.0,8
2012-03-03,12,183.302,9.293,12.95,7.2,6.527,8.375,2.975,8.028,9.812,6.675,84.469,95.712,54.2,1018.954,1009.643,1018.396,8.938,13.5,867.333,164.0,21.667,0.0,0.425,1.388,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,200.361,0.5,8
2012-03-04,1,88.234,6.648,8.8,4.45,5.27,7.75,1.612,6.064,8.25,3.812,91.102,95.812,77.462,1016.635,1007.257,1016.125,9.854,14.333,1320.667,396.0,28.0,0.0,0.0,0.025,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,206.878,1.5,8
2012-03-05,5,316.337,5.802,8.814,3.714,-0.296,1.1,-2.014,3.474,5.0,2.286,65.889,79.371,48.571,1021.525,1012.085,1021.312,16.0,19.6,3881.25,3100.0,30.25,0.0,1.1,3.014,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,51.0,,6.0,322.143,0.5,7
2012-03-06,7,168.665,4.184,6.362,2.5,0.973,2.125,-0.162,2.935,4.562,1.638,79.709,87.212,71.575,1025.335,1015.8,1024.854,7.424,10.333,1812.5,1140.0,,0.0,0.138,0.312,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,328.661,0.5,8
2012-03-07,0,187.887,7.206,10.2,4.962,4.137,8.525,0.662,5.926,9.288,3.562,81.581,95.288,64.025,1017.621,1008.239,1017.042,12.91,17.5,1850.917,290.0,28.0,0.0,0.125,0.3,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,6.0,220.627,1.0,8
2012-03-08,3,283.79,6.429,10.025,3.038,1.354,2.8,0.062,4.36,6.462,2.013,70.753,83.188,55.825,1030.775,1021.269,1030.271,7.605,9.833,2057.0,1308.0,,0.0,0.638,2.212,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,271.707,0.5,8
2012-03-09,6,265.283,8.901,10.3,6.538,5.065,6.75,3.4,7.175,8.575,5.25,76.878,82.575,71.238,1034.8,1025.34,1034.271,8.442,11.4,1958.333,1500.0,,0.0,0.0,0.012,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,240.405,0.5,8
2012-03-10,6,205.326,10.784,13.65,8.762,8.171,9.062,7.5,9.485,11.212,8.275,84.435,93.762,72.788,1036.6,1027.2,1036.208,6.175,7.8,1451.75,558.0,,0.0,0.312,0.862,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,218.183,0.5,8
2012-03-11,12,191.797,9.591,14.075,5.95,6.726,8.114,4.843,8.129,11.114,5.1,84.229,97.357,63.629,1036.949,1027.506,1036.417,2.448,4.75,1364.5,668.0,,0.0,0.85,1.362,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,254.246,0.5,8
2012-03-12,7,108.122,7.279,11.762,4.088,5.577,6.812,3.788,6.472,9.262,3.975,89.842,98.188,71.4,1035.053,1025.572,1034.625,2.503,4.167,386.992,16.6,,0.0,0.6,2.212,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,235.374,0.5,8
2012-03-13,7,105.827,6.773,8.85,5.55,5.123,6.112,4.225,6.042,7.288,5.075,89.491,95.2,79.125,1034.639,1025.118,1034.167,3.16,4.5,592.667,282.0,,0.0,0.325,1.238,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,40.855,0.5,8
2012-03-14,6,190.095,6.895,10.938,4.762,3.749,4.612,3.112,5.526,7.9,4.138,81.103,91.038,64.012,1031.288,1021.817,1030.833,3.514,5.167,553.583,378.0,,0.0,0.625,2.138,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,129.488,0.5,8
2012-03-15,11,141.036,6.967,13.038,2.175,4.677,7.288,1.812,5.862,9.95,2.013,86.879,98.712,66.9,1024.554,1015.176,1024.104,3.507,6.667,230.583,84.0,,0.0,0.962,3.688,,6.0,6.0,256.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,6.0,172.542,0.5,8
