met_day,id,ob_hour_count,max_air_temp,min_air_temp,min_grss_temp,min_conc_temp,max_air_temp_q,min_air_temp_q
2012-12-31,5034,12,10.1,4.4,0.9,1.6,6,6
2012-12-31,5034,12,8.0,4.6,,,6,6
2013-01-01,5034,12,5.6,2.9,-1.2,-0.4,6,6
2013-01-01,5034,12,10.8,5.6,,,6,6
2013-01-02,5034,12,11.0,9.6,7.2,7.3,6,6
2013-01-02,5034,12,12.4,10.3,,,6,6
2013-01-03,5034,12,11.4,9.5,8.7,8.6,6,6
2013-01-03,5034,12,10.6,9.2,,,6,6
2013-01-04,5034,12,9.3,8.1,7.9,8.1,6,6
2013-01-04,5034,12,11.0,9.1,,,6,6
2013-01-05,5034,12,9.4,6.9,2.8,3.6,6,6
2013-01-05,5034,12,8.8,7.3,,,6,6
2013-01-06,5034,12,8.9,7.1,6.7,7.4,6,6
2013-01-06,5034,12,9.2,7.7,,,6,6
2013-01-07,5034,12,10.1,8.6,4.8,5.2,6,6
2013-01-07,5034,12,11.6,9.5,,,6,6
2013-01-08,5034,12,10.2,8.7,8.2,8.5,1006,6
2013-01-08,5034,12,9.1,3.3,,,6,6
2013-01-09,5034,12,3.6,1.2,-3.1,-1.6,6,6
2013-01-09,5034,12,4.0,2.3,,,6,6
2013-01-10,5034,12,2.7,0.8,-2.7,-1.8,6,6
2013-01-10,5034,12,6.3,2.1,,,6,6
2013-01-11,5034,12,4.0,1.6,-2.2,-1.0,6,6
2013-01-11,5034,12,5.2,3.7,,,6,6
2013-01-12,5034,12,4.3,1.9,0.4,0.8,6,6
2013-01-12,5034,12,3.7,1.3,,,6,6
2013-01-13,5034,12,1.9,-0.2,-1.6,-0.6,6,6
2013-01-13,5034,12,3.7,0.2,,,6,6
2013-01-14,5034,12,2.8,1.0,-1.6,-1.5,6,6
2013-01-14,5034,12,2.6,1.2,,,6,6
2013-01-15,5034,12,1.3,-1.9,-5.6,-3.1,6,6
2013-01-15,5034,12,1.7,-1.6,,,6,6
2013-01-16,5034,12,0.1,-3.5,-8.0,-4.8,6,6
2013-01-16,5034,12,3.8,-2.9,,,6,6
2013-01-17,5034,12,2.0,-1.4,-1.5,-1.1,6,6
2013-01-17,5034,12,-0.1,-1.6,,,6,6
2013-01-18,5034,12,1.1,-0.4,-1.0,0.1,6,6
2013-01-18,5034,12,1.3,0.1,,,6,6
2013-01-19,5034,12,0.4,-0.9,-1.5,-0.8,6,6
2013-01-19,5034,12,0.2,-1.0,,,6,6
2013-01-20,5034,12,0.0,-0.6,,,6,6
2013-01-20,5034,12,2.2,-1.3,,,6,6
2013-01-21,5034,12,-0.1,-3.7,-3.9,-4.9,6,6
2013-01-21,5034,12,3.2,-0.1,,,6,6
2013-01-22,5034,12,3.4,1.9,0.6,1.2,6,6
2013-01-22,5034,12,3.0,2.0,,,6,6
2013-01-23,5034,12,2.7,1.3,0.4,0.7,6,6
2013-01-23,5034,12,2.9,1.7,,,6,6
2013-01-24,5034,12,2.1,-1.4,-5.3,-3.1,6,6
2013-01-24,5034,12,2.9,0.8,,,6,6
2013-01-25,5034,12,3.6,1.8,-1.0,-0.6,6,6
2013-01-25,5034,12,8.1,2.8,,,6,6
2013-01-26,5034,12,10.5,7.3,4.4,3.5,6,6
2013-01-26,5034,12,10.1,5.5,,,6,6
2013-01-27,5034,12,6.2,2.6,-1.1,-1.4,6,6
2013-01-27,5034,12,10.9,4.0,,,6,6
2013-01-28,5034,12,11.6,9.6,7.8,7.3,6,6
2013-01-28,5034,12,13.9,11.5,,,6,6
2013-01-29,5034,12,13.0,8.6,6.0,6.3,6,6
2013-01-29,5034,12,12.1,8.3,,,6,6
2013-01-30,5034,12,9.9,7.1,4.2,3.7,6,6
2013-01-30,5034,12,10.4,8.2,,,6,6
2013-01-31,5034,12,9.0,5.1,4.7,4.8,6,6
2013-01-31,5034,12,7.9,4.6,,,6,6
2013-02-01,5034,12,6.0,2.9,0.4,0.3,6,6
2013-02-01,5034,12,6.1,2.9,,,6,6
2013-02-02,5034,12,3.4,0.3,-3.5,-2.9,6,6
2013-02-02,5034,12,9.2,3.2,,,6,6
2013-02-03,5034,12,10.7,8.5,5.8,5.5,6,6
2013-02-03,5034,12,11.1,6.6,,,6,6
2013-02-04,5034,12,7.0,2.3,-0.3,-0.5,6,6
2013-02-04,5034,12,6.1,3.2,,,6,6
2013-02-05,5034,12,6.5,3.8,2.5,2.8,6,6
2013-02-05,5034,12,6.5,3.7,,,6,6
2013-02-06,5034,12,4.0,0.8,-2.4,-2.4,6,6
2013-02-06,5034,12,6.3,2.3,,,6,6
2013-02-07,5034,12,3.0,1.2,-1.8,-1.5,6,6
2013-02-07,5034,12,6.7,1.8,,,6,6
2013-02-08,5034,12,5.3,1.8,-0.4,0.3,6,6
2013-02-08,5034,12,4.2,3.2,,,6,6
2013-02-09,5034,12,4.8,3.1,2.3,3.0,6,6
2013-02-09,5034,12,5.3,1.2,,,6,6
2013-02-10,5034,12,1.7,0.6,-0.2,0.1,6,6
2013-02-10,5034,12,2.2,1.4,,,6,6
2013-02-11,5034,12,2.1,1.5,-0.8,0.0,6,6
2013-02-11,5034,12,2.5,1.8,,,6,6
2013-02-12,5034,12,2.1,1.2,0.0,0.4,6,6
2013-02-12,5034,12,2.8,1.5,,,6,6
2013-02-13,5034,12,8.5,2.8,1.0,1.7,6,6
2013-02-13,5034,12,11.7,7.7,,,6,6
2013-02-14,5034,12,7.9,2.1,-2.6,-1.4,6,6
2013-02-14,5034,12,11.1,4.7,,,6,6
2013-02-15,5034,12,8.1,4.7,1.8,2.7,6,6
2013-02-15,5034,12,10.6,5.7,,,6,1006
2013-02-16,5034,12,6.5,2.8,-2.7,-1.8,1006,6
2013-02-16,5034,12,10.8,3.7,,,6,6
2013-02-17,5034,12,4.7,2.5,-2.6,-2.0,6,6
2013-02-17,5034,12,8.6,3.5,,,6,6
2013-02-18,5034,12,3.5,-1.2,-6.1,-4.5,6,6
2013-02-18,5034,12,10.9,0.9,,,6,6
2013-02-19,5034,12,6.3,1.9,-1.2,-0.7,6,6
2013-02-19,5034,12,6.3,2.3,,,6,6
2013-02-20,5034,12,2.8,1.5,0.0,0.5,6,6
2013-02-20,5034,12,2.6,1.2,,,6,6
2013-02-21,5034,12,1.6,0.7,-0.1,0.3,6,6
2013-02-21,5034,12,2.1,1.0,,,6,6
2013-02-22,5034,12,1.6,0.4,-0.2,0.1,6,6
2013-02-22,5034,12,3.0,0.9,,,6,1006
2013-02-23,5034,12,2.1,1.1,0.3,0.6,6,6
2013-02-23,5034,12,2.9,1.5,,,6,6
2013-02-24,5034,12,3.6,1.8,-0.5,-0.4,6,6
2013-02-24,5034,12,4.9,3.4,,,6,6
2013-02-25,5034,12,4.4,3.0,2.4,2.6,6,6
2013-02-25,5034,12,5.4,4.2,,,6,6
2013-02-26,5034,12,4.9,2.5,2.2,2.4,6,6
2013-02-26,5034,12,7.0,2.7,,,6,6
2013-02-27,5034,12,4.1,2.7,1.0,1.1,6,6
2013-02-27,5034,12,8.4,3.7,,,6,6
2013-02-28,5034,12,5.4,2.8,0.3,1.1,6,6
2013-02-28,5034,12,7.2,4.9,,,6,6
2013-03-01,5034,12,4.9,2.8,2.2,2.6,6,6
2013-03-01,5034,12,5.9,2.7,,,6,6
