met_day,VPD_mean,VPD_max,VPD_min,air_temperature_mean,air_temperature_max,air_temperature_min,dewpoint_mean,dewpoint_max,dewpoint_min,wetb_temp_mean,wetb_temp_max,wetb_temp_min,rltv_hum_mean,rltv_hum_max,rltv_hum_min,msl_pressure_mean,stn_pres_mean,alt_pres_mean,wind_speed_mean,wind_speed_max,visibility_mean,visibility_min,q10mnt_mxgst_spd_max,cs_hr_sun_dur_sum,wmo_hr_sun_dur_sum,drv_hr_sun_dur_sum,snow_depth_max,air_temperature_q_max,dewpoint_q_max,wetb_temp_q_max,msl_pressure_q_max,stn_pres_q_max,alt_pres_q_max,wind_direction_q_max,wind_speed_q_max,visibility_q_max,q10mnt_mxgst_spd_q_max,cs_hr_sun_dur_q_max,wmo_hr_sun_dur_q_max,drv_hr_sun_dur_q_max,snow_depth_q_max,ground_state_id_q_max,VPD_hourly_mean,VPD_hourly_max,VPD_hourly_min,wind_direction_circmean,ground_state_id_mode,station_count
2017-01-24,96.092,387.119,3.48,2.827,9.367,-1.133,1.273,4.2,-1.417,2.181,6.9,-1.2,89.91,99.45,67.2,1028.269,1018.712,1027.708,2.333,6.0,1126.056,205.333,,0.0,1.05,3.75,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,67.667,,6.0,96.092,387.119,3.48,263.433,1.0,6
2017-01-25,16.496,46.783,0.0,0.833,3.333,-2.133,0.541,3.133,-2.333,0.723,3.233,-2.183,97.465,100.0,92.833,1027.75,1018.103,1027.125,3.427,7.0,240.639,8.667,,0.0,0.0,0.067,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,67.667,,6.0,16.496,46.783,0.0,145.574,1.0,6
2017-01-26,88.099,139.32,44.313,-0.705,0.283,-1.9,-2.578,-1.3,-3.583,-1.41,-0.6,-2.383,85.017,92.433,77.05,1020.149,1010.489,1019.542,7.0,10.0,519.861,260.0,,0.0,0.0,0.117,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,67.667,,2006.0,88.099,139.32,44.313,132.797,4.0,6
2017-01-27,106.207,177.432,33.76,3.026,6.35,-1.533,1.133,3.817,-2.7,2.262,5.217,-1.967,87.054,94.95,80.517,1010.821,1001.403,1010.292,5.933,9.5,694.722,353.333,,0.0,0.1,0.567,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,67.667,,6.0,106.207,177.432,33.76,116.508,1.0,6
2017-01-28,200.095,410.943,87.221,7.019,9.567,3.8,3.888,6.3,1.75,5.672,7.35,3.117,80.837,90.667,65.083,1010.228,1000.922,1009.625,7.729,12.0,3291.667,1366.667,18.0,0.0,0.4,1.667,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,67.667,,6.0,200.095,410.943,87.221,197.092,1.0,6
2017-01-29,64.164,155.778,9.425,5.928,9.433,1.15,4.916,9.1,0.7,5.488,9.283,0.967,93.279,99.0,85.733,1011.899,1002.558,1011.25,6.719,11.0,2079.281,303.333,21.0,0.0,0.0,0.417,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,67.667,,6.0,64.164,155.778,9.425,193.04,1.0,6
2017-01-30,69.474,159.277,12.488,7.476,9.9,5.7,6.445,9.617,4.817,7.012,9.75,5.467,93.291,98.883,85.317,1010.922,1001.632,1010.438,5.365,9.5,935.972,186.667,,0.0,0.0,0.183,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,67.667,,6.0,69.474,159.277,12.488,67.983,1.0,6
2017-01-31,36.171,74.235,10.025,6.77,8.867,5.4,6.222,8.633,4.867,6.526,8.783,5.183,96.402,99.083,93.033,1012.986,1003.643,1012.5,6.667,9.5,521.528,153.333,,0.0,0.0,0.033,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,67.667,,6.0,36.171,74.235,10.025,118.549,1.0,6
2017-02-01,71.726,157.333,12.936,10.174,10.933,9.083,9.291,10.25,8.167,9.735,10.383,8.817,94.361,98.917,88.033,1006.744,997.576,1006.083,7.24,10.75,1311.111,210.0,17.0,0.0,0.017,0.217,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,67.667,,6.0,71.726,157.333,12.936,175.451,1.0,6
2017-02-02,149.49,248.689,42.598,10.265,11.183,9.267,8.364,9.183,7.317,9.343,9.833,8.367,88.278,96.533,81.25,997.404,988.315,996.833,11.125,14.75,1607.778,363.333,25.75,0.0,0.0,0.117,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,67.667,,6.0,149.49,248.689,42.598,176.254,1.0,6
2017-02-03,180.489,332.547,68.612,8.139,10.167,4.917,5.524,7.083,2.483,6.959,8.633,3.95,83.915,93.15,72.767,994.993,985.865,994.333,10.74,18.0,1988.889,733.333,31.25,0.0,0.35,1.183,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,67.667,,6.0,180.489,332.547,68.612,176.17,1.0,6
2017-02-04,115.002,375.683,11.344,4.913,9.217,2.25,3.0,5.533,1.333,4.115,7.0,1.967,88.078,98.667,67.467,997.369,988.136,996.833,3.583,7.25,3037.5,933.333,,0.0,0.467,1.383,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,67.667,,6.0,115.002,375.683,11.344,177.26,1.0,6
2017-02-05,76.836,127.201,31.862,4.612,5.5,3.317,3.28,4.017,2.433,4.06,4.8,3.0,91.102,96.117,85.883,1003.538,994.224,1003.104,5.208,8.75,2050.0,570.0,,0.0,0.0,0.1,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,67.667,,6.0,76.836,127.201,31.862,34.69,1.0,6
2017-02-06,106.26,321.636,0.297,3.966,7.35,-0.5,2.166,4.05,-0.783,3.224,5.433,-0.6,88.565,99.95,68.617,1017.338,1007.885,1016.812,4.812,9.25,1122.5,116.667,18.0,0.0,0.283,1.45,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,67.667,,6.0,106.26,321.636,0.297,178.353,1.0,6
2017-02-07,148.29,512.614,6.907,6.581,10.267,3.2,4.319,6.6,2.033,5.605,7.65,2.883,86.769,99.25,58.7,1014.257,1004.914,1013.833,4.479,8.0,1576.389,220.0,19.0,0.0,0.8,2.667,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,67.667,,6.0,148.29,512.614,6.907,302.476,1.0,6
2017-02-08,115.817,218.998,25.243,3.953,5.083,2.317,1.756,3.833,-0.783,3.104,4.5,1.45,85.841,96.9,72.833,1026.083,1016.532,1025.708,4.552,7.0,970.278,370.0,,0.0,0.0,0.017,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,67.667,,6.0,115.817,218.998,25.243,10.168,1.0,6
2017-02-09,108.08,150.853,28.163,1.928,2.383,1.4,-0.365,0.8,-1.183,1.099,1.367,0.767,84.872,95.9,79.05,1027.7,1018.057,1027.25,6.427,8.75,938.611,166.667,,0.0,0.0,0.0,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,67.667,,6.0,108.08,150.853,28.163,51.174,1.0,6
2017-02-10,57.399,144.105,17.334,1.46,2.05,1.067,0.223,1.217,-1.617,1.014,1.483,0.2,91.645,97.467,79.35,1023.849,1014.233,1023.458,6.646,8.5,461.111,120.0,,0.0,0.0,0.017,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,67.667,,6.0,57.399,144.105,17.334,26.254,1.0,6
2017-02-11,65.381,115.922,23.384,1.449,2.433,0.433,0.073,1.083,-0.8,0.946,1.867,0.067,90.633,96.5,84.15,1022.389,1012.778,1022.083,6.688,8.5,561.806,256.667,,0.0,0.0,0.017,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,67.667,,6.0,65.381,115.922,23.384,12.955,1.0,6
2017-02-12,81.07,168.766,35.135,3.044,5.733,1.45,1.492,4.067,0.0,2.443,5.0,0.95,89.641,95.2,79.0,1022.361,1012.811,1022.021,8.219,12.0,428.889,153.333,20.0,0.0,0.0,0.05,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,67.667,,6.0,81.07,168.766,35.135,60.432,2.0,6
2017-02-13,180.18,448.352,87.45,5.768,9.317,4.25,2.779,3.717,1.817,4.528,6.433,3.517,81.581,89.883,62.033,1021.804,1012.354,1021.458,10.396,13.5,584.306,336.667,22.5,0.0,1.25,4.567,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,67.667,,6.0,180.18,448.352,87.45,82.713,1.0,6
2017-02-14,229.172,413.788,112.485,6.983,11.017,2.817,3.465,7.05,0.5,5.465,8.583,1.967,78.46,86.167,68.383,1023.261,1013.843,1022.729,6.396,9.5,1084.722,766.667,,0.0,0.217,1.183,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,67.667,,6.0,229.172,413.788,112.485,114.025,1.0,6
2017-02-15,93.824,217.473,15.068,8.814,11.3,6.667,7.578,8.9,6.15,8.224,10.05,6.467,92.105,98.6,83.917,1027.847,1018.451,1027.271,6.094,11.75,1115.556,393.333,16.0,0.0,0.017,0.417,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,67.667,,6.0,93.824,217.473,15.068,172.648,1.0,6
2017-02-16,185.653,456.306,16.48,8.251,11.317,5.617,5.653,7.0,4.033,7.071,9.033,5.433,84.531,98.283,65.033,1029.628,1020.203,1029.083,6.083,9.25,2361.111,633.333,,0.0,0.417,1.85,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,67.667,,6.0,185.653,456.306,16.48,237.993,1.0,6
2017-02-17,210.867,558.795,38.472,8.644,12.667,5.4,5.792,7.033,4.283,7.323,9.6,5.083,82.958,95.817,61.233,1027.868,1018.465,1027.417,4.438,7.75,2246.25,603.333,,0.0,0.7,2.9,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,67.667,,6.0,210.867,558.795,38.472,243.151,1.0,6
2017-02-18,162.619,536.691,21.952,7.496,12.483,4.4,5.2,6.733,3.05,6.457,9.55,3.95,86.159,97.65,62.117,1025.278,1015.85,1024.729,5.188,7.75,1006.667,280.0,,0.0,0.5,1.917,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,67.667,,6.0,162.619,536.691,21.952,208.648,1.0,6
2017-02-19,166.552,450.588,16.018,8.122,11.883,3.433,5.885,8.617,2.533,7.078,9.267,3.1,86.429,98.1,67.25,1022.533,1013.167,1022.0,6.115,9.75,2044.306,310.0,,0.0,0.15,1.05,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,67.667,,6.0,166.552,450.588,16.018,242.929,1.0,6
2017-02-20,226.112,655.385,50.909,12.239,17.283,9.567,9.815,11.367,8.45,10.974,13.933,9.083,85.704,95.9,66.867,1018.854,1009.64,1018.375,9.052,15.0,2315.556,440.0,25.0,0.0,0.383,1.667,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,67.667,,6.0,226.112,655.385,50.909,258.609,1.0,6
2017-02-21,176.732,290.179,32.234,11.429,13.067,9.883,9.367,10.217,8.117,10.384,11.517,9.583,87.342,97.383,79.733,1016.1,1006.883,1015.646,10.052,14.5,3268.684,293.333,22.5,0.0,0.0,0.15,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,67.667,,6.0,176.732,290.179,32.234,256.785,1.0,6
2017-02-22,220.48,365.476,52.359,11.742,13.25,10.417,9.165,10.317,7.85,10.441,11.4,9.75,84.447,95.983,76.017,1008.543,999.401,1008.021,13.812,19.0,3412.083,530.0,30.5,0.0,0.0,0.033,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,67.667,,6.0,220.48,365.476,52.359,253.068,1.0,6
2017-02-23,326.033,646.162,84.219,9.334,10.833,5.517,4.31,9.367,-0.033,7.206,9.917,3.983,72.313,93.417,49.367,998.476,989.353,997.875,18.625,30.25,3664.722,1006.667,47.0,0.0,0.567,1.6,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,67.667,,6.0,326.033,646.162,84.219,259.93,1.0,6
2017-02-24,312.104,572.671,120.291,5.574,8.967,2.4,-0.167,1.933,-1.917,3.381,5.317,1.467,67.491,83.733,49.117,1016.028,1006.622,1015.542,7.24,13.5,3830.556,2433.333,,0.0,0.933,2.917,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,67.667,,6.0,312.104,572.671,120.291,276.898,1.0,6
2017-02-25,178.018,330.703,79.302,8.181,10.083,5.083,5.559,7.333,-0.2,7.014,8.233,3.117,83.797,92.433,67.933,1013.808,1004.506,1013.188,10.396,15.25,2015.556,473.333,24.75,0.0,0.0,0.0,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,67.667,,6.0,178.018,330.703,79.302,217.506,1.0,6
2017-02-26,171.161,403.776,60.341,10.057,11.45,8.5,7.828,9.2,6.05,8.997,9.783,7.9,86.564,94.967,70.25,1006.065,996.889,1005.396,12.083,17.0,2567.083,543.333,28.5,0.0,0.033,0.233,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,67.667,,6.0,171.161,403.776,60.341,225.686,1.0,6
2017-02-27,112.155,235.602,53.53,6.764,9.0,3.1,4.985,7.833,1.3,5.994,8.35,2.433,88.593,94.917,78.217,990.401,981.286,989.708,9.177,14.0,3056.111,490.0,21.333,0.0,0.133,0.45,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,67.667,,6.0,112.155,235.602,53.53,213.661,1.0,6
2017-02-28,159.605,424.19,40.327,4.433,7.683,1.083,1.574,3.983,-0.6,3.297,5.917,0.733,82.57,94.117,58.45,988.707,979.525,988.125,9.375,16.0,3761.111,766.667,27.333,0.0,0.767,2.6,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,67.667,,6.0,159.605,424.19,40.327,245.845,1.0,6
2017-03-01,191.659,363.341,36.817,6.947,8.917,5.433,3.881,6.067,1.6,5.64,6.867,4.2,81.225,96.283,68.017,998.381,989.192,997.911,8.552,18.5,2600.556,480.0,28.333,0.0,0.017,0.4,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,67.667,,6.0,191.659,363.341,36.817,239.742,1.0,6
2017-03-02,414.596,848.4,135.325,7.449,11.15,4.867,0.274,3.583,-4.85,4.645,6.7,3.133,61.923,85.317,33.667,1008.339,999.076,1007.729,13.646,20.25,2844.444,1933.333,31.0,0.0,1.15,3.483,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,67.667,,6.0,414.596,848.4,135.325,248.456,1.0,6
2017-03-03,148.049,266.434,54.732,8.035,10.95,5.333,5.921,7.933,3.317,7.069,9.367,4.617,86.656,94.95,79.65,999.001,989.842,998.458,6.562,9.25,1833.611,673.333,,0.0,0.0,0.217,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,67.667,,6.0,148.049,266.434,54.732,148.373,1.0,6
2017-03-04,229.002,614.666,38.448,8.513,11.45,6.683,5.163,7.65,2.367,7.031,8.117,5.45,80.709,96.433,54.7,989.51,980.447,988.958,7.667,13.0,3069.444,1166.667,21.333,0.0,0.683,2.717,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,67.667,,6.0,229.002,614.666,38.448,211.741,1.0,6
2017-03-05,204.02,467.871,67.224,7.049,10.233,5.467,3.833,6.217,2.233,5.67,7.95,4.317,80.547,92.967,61.667,991.511,982.379,990.854,11.177,17.5,2787.917,410.0,28.25,0.0,0.383,1.317,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,67.667,,6.0,204.02,467.871,67.224,229.806,1.0,6
2017-03-06,268.871,619.607,40.245,6.696,10.05,2.717,2.293,3.9,-0.733,4.888,6.65,2.367,75.226,94.8,48.95,1004.436,995.175,1003.917,7.396,13.75,3679.348,2333.333,23.5,0.0,0.85,2.7,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,67.667,,6.0,268.871,619.607,40.245,285.91,1.0,6
2017-03-07,280.552,620.794,86.018,7.258,10.933,4.4,2.781,4.733,0.717,5.388,7.117,3.667,74.337,90.3,52.033,1016.482,1007.124,1015.958,6.333,9.75,4165.278,1600.0,,0.0,0.967,3.45,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,67.667,,6.0,280.552,620.794,86.018,262.442,1.0,6
2017-03-08,165.577,529.527,25.894,10.598,14.083,7.483,8.626,11.2,6.167,9.619,12.033,6.9,88.254,97.75,66.65,1012.725,1003.514,1012.271,8.292,13.75,2669.028,310.0,17.0,0.0,0.083,0.417,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,67.667,,6.0,165.577,529.527,25.894,237.225,1.0,6
2017-03-09,466.344,1045.808,44.569,12.259,15.9,8.667,6.327,10.15,1.367,9.521,11.383,6.317,69.333,96.25,40.517,1020.524,1011.297,1020.083,7.521,13.0,3958.056,760.0,20.0,0.0,1.3,3.717,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,67.667,,6.0,466.344,1045.808,44.569,285.875,1.0,6
