met_day,air_temperature_mean,air_temperature_max,air_temperature_min,dewpoint_mean,dewpoint_max,dewpoint_min,wetb_temp_mean,wetb_temp_max,wetb_temp_min,rltv_hum_mean,rltv_hum_max,rltv_hum_min,msl_pressure_mean,stn_pres_mean,alt_pres_mean,wind_speed_mean,wind_speed_max,visibility_mean,visibility_min,q10mnt_mxgst_spd_max,cs_hr_sun_dur_sum,wmo_hr_sun_dur_sum,drv_hr_sun_dur_sum,snow_depth_max,air_temperature_q_max,dewpoint_q_max,wetb_temp_q_max,msl_pressure_q_max,stn_pres_q_max,alt_pres_q_max,wind_direction_q_max,wind_speed_q_max,visibility_q_max,q10mnt_mxgst_spd_q_max,cs_hr_sun_dur_q_max,wmo_hr_sun_dur_q_max,drv_hr_sun_dur_q_max,snow_depth_q_max,ground_state_id_q_max,wind_direction_circmean,ground_state_id_mode,station_count
2021-01-01,1.479,4.333,-0.783,0.649,3.383,-1.15,1.16,3.883,-0.917,93.942,97.283,89.867,1011.484,1004.199,,3.883,6.2,465.312,97.5,,0.0,0.0,0.067,,22.667,22.667,22.667,6.0,6.0,,26.0,26.0,6.0,,,6.0,1.0,,6.0,298.499,1.0,6
2021-01-02,3.206,4.8,0.817,1.058,3.2,-1.017,2.39,3.817,0.217,86.01,94.75,72.0,1015.804,1008.53,,4.642,7.0,2740.625,397.5,,0.0,0.25,0.717,,22.667,22.667,22.667,6.0,6.0,,26.0,26.0,6.0,,,6.0,1.0,,6.0,345.807,1.0,6
2021-01-03,3.3,5.583,0.8,1.455,2.583,-0.5,2.576,4.217,0.35,87.907,95.0,77.883,1017.433,1010.146,,5.458,8.2,2209.062,630.0,14.0,0.0,0.083,0.367,,22.667,22.667,22.667,6.0,6.0,,26.0,26.0,6.0,106.0,,6.0,1.0,,6.0,28.087,1.0,6
2021-01-04,3.687,4.833,2.8,1.171,2.283,-0.083,2.719,3.667,1.85,83.72,88.25,78.133,1019.221,1011.931,,8.867,11.6,3110.417,1275.0,25.0,0.0,0.0,0.05,,22.667,22.667,22.667,6.0,6.0,,26.0,26.0,6.0,31.0,,6.0,1.0,,6.0,30.595,1.0,6
2021-01-05,3.182,4.18,2.04,0.75,2.16,-0.24,2.264,3.28,1.26,84.157,89.54,80.12,1019.849,1012.548,,9.292,11.75,3026.354,1082.5,20.667,0.0,0.0,0.06,,26.0,26.0,26.0,6.0,6.0,,31.0,31.0,6.0,39.333,,6.0,1.0,,6.0,26.039,1.0,5
2021-01-06,3.242,5.26,0.6,1.072,2.44,-0.78,2.404,3.88,0.14,85.866,92.78,72.24,1019.359,1012.058,,6.323,10.0,2801.042,797.5,18.0,0.0,0.2,0.62,,26.0,26.0,26.0,6.0,6.0,,31.0,31.0,6.0,106.0,,6.0,1.0,,6.0,21.431,1.0,5
2021-01-07,0.359,2.56,-1.6,-1.012,0.08,-2.36,-0.146,1.52,-1.88,89.902,94.86,79.88,1018.431,1011.07,,4.948,6.75,743.646,367.5,,0.0,0.64,1.72,,26.0,26.0,26.0,6.0,6.0,,31.0,31.0,6.0,,,6.0,1.0,,6.0,288.389,1.0,5
2021-01-08,0.18,2.32,-1.46,-0.94,0.36,-2.12,-0.245,1.58,-1.7,91.318,95.0,86.12,1018.541,1011.173,,3.125,6.0,537.396,280.0,,0.0,0.0,0.36,,26.0,26.0,26.0,6.0,6.0,,31.0,31.0,6.0,,,6.0,1.0,,6.0,48.273,1.0,5
2021-01-09,0.354,3.24,-2.02,-0.646,0.56,-2.38,-0.017,2.18,-2.14,92.574,97.48,81.24,1026.217,1018.797,,2.854,5.75,533.367,14.0,,0.0,0.42,1.16,,26.0,26.0,26.0,6.0,6.0,,31.0,31.0,6.0,,,6.0,1.0,,6.0,338.04,1.0,5
2021-01-10,0.56,3.44,-2.12,-0.154,1.9,-2.34,0.285,2.84,-2.2,94.295,98.12,89.06,1026.027,1018.616,,4.969,7.0,491.521,24.0,,0.0,0.0,0.08,,26.0,26.0,26.0,6.0,6.0,,31.0,31.0,6.0,,,6.0,1.0,,6.0,263.762,1.0,5
2021-01-11,6.454,8.64,3.2,4.088,6.5,1.86,5.428,7.22,2.66,84.962,93.34,75.2,1017.805,1010.607,,10.885,17.5,3278.125,750.0,,0.0,0.0,0.44,,26.0,26.0,26.0,6.0,6.0,,31.0,31.0,6.0,,,6.0,1.0,,6.0,247.974,1.0,5
2021-01-12,6.056,8.9,1.95,4.31,7.717,0.25,5.322,8.35,1.483,88.775,96.35,77.117,1014.033,1006.865,,7.604,15.5,2526.042,550.0,24.333,0.0,0.0,0.183,,22.667,22.667,22.667,6.0,6.0,,31.0,31.0,6.0,39.333,,6.0,1.0,,6.0,308.232,2.0,6
2021-01-13,5.887,9.683,0.783,5.306,9.317,-0.1,5.651,9.483,0.483,96.22,98.883,88.383,1018.355,1011.154,,5.219,10.0,836.979,160.0,,0.0,0.0,0.05,,22.667,22.667,22.667,6.0,6.0,,31.0,31.0,6.0,,,6.0,1.0,,6.0,247.221,2.0,6
2021-01-14,5.424,9.333,2.533,4.722,8.9,1.083,5.135,9.117,2.05,95.221,98.85,89.017,1016.539,1009.347,,5.833,8.75,787.812,192.5,14.0,0.0,0.0,0.017,,22.667,22.667,22.667,6.0,6.0,,31.0,31.0,6.0,106.0,,6.0,1.0,,6.0,133.122,2.0,6
2021-01-15,1.44,3.75,-0.45,0.028,1.317,-1.333,0.911,2.733,-0.733,90.195,95.983,81.233,1029.628,1022.215,,3.531,7.25,1076.562,342.5,,0.0,0.117,0.25,,22.667,22.667,22.667,6.0,6.0,,31.0,31.0,6.0,,,6.0,1.0,,6.0,90.575,1.0,6
2021-01-16,4.819,7.95,0.8,2.98,6.6,-1.733,4.083,7.267,0.417,88.079,97.417,72.133,1020.03,1012.782,,7.052,11.75,2502.708,275.0,27.0,0.0,0.083,0.167,0.0,22.667,22.667,22.667,6.0,6.0,,31.0,31.0,6.0,6.0,,6.0,1.0,10006.0,2006.0,215.333,2.0,6
2021-01-17,5.35,7.583,2.45,1.929,3.5,0.883,3.967,5.433,1.967,78.888,92.1,65.933,1023.447,1016.179,,7.021,11.25,2829.167,1625.0,,0.0,0.4,1.4,,22.667,22.667,22.667,6.0,6.0,,31.0,31.0,6.0,,,6.0,1.0,,6.0,282.562,2.0,6
2021-01-18,5.009,8.283,1.65,3.397,7.117,0.733,4.325,7.767,1.333,89.468,96.333,79.417,1021.245,1013.995,,6.913,12.2,2438.75,772.5,20.0,0.0,0.0,0.267,,22.667,22.667,22.667,6.0,6.0,,26.0,26.0,6.0,56.0,,6.0,1.0,,6.0,224.125,1.0,6
2021-01-19,10.269,11.567,8.733,8.367,9.783,6.933,9.337,10.4,8.333,88.156,95.433,76.5,1004.139,997.121,,13.4,16.6,2539.896,467.5,27.4,0.0,0.0,0.1,,22.667,22.667,22.667,6.0,6.0,,26.0,26.0,6.0,26.0,,6.0,1.0,,6.0,226.381,1.0,6
2021-01-20,9.71,10.333,8.917,8.142,8.883,6.6,8.959,9.617,8.1,90.202,93.65,80.683,987.648,980.733,,13.858,17.2,1187.5,440.0,31.0,0.0,0.0,0.0,,22.667,22.667,22.667,6.0,6.0,,26.0,26.0,6.0,26.0,,6.0,1.0,,6.0,196.989,1.0,6
2021-01-21,6.053,8.35,3.65,2.179,4.95,0.683,4.474,6.017,2.683,76.782,88.667,64.5,984.666,977.692,,10.867,19.4,3942.708,1975.0,31.2,0.0,0.283,1.617,,22.667,22.667,22.667,6.0,6.0,,26.0,26.0,6.0,26.0,,6.0,1.0,,6.0,239.698,1.0,6
2021-01-22,3.623,7.617,0.25,1.094,3.05,-0.883,2.626,4.883,-0.117,84.328,95.033,59.367,992.166,985.085,,5.533,8.0,3432.292,1525.0,16.0,0.0,0.767,2.733,,22.667,22.667,22.667,6.0,6.0,,26.0,26.0,6.0,106.0,,6.0,1.0,,6.0,240.786,1.0,6
2021-01-23,1.47,4.083,-1.117,-0.203,2.367,-2.433,0.848,3.167,-1.5,88.569,97.7,74.333,995.594,988.429,,4.333,9.2,2788.854,285.0,,0.0,0.283,1.233,,22.667,22.667,22.667,6.0,6.0,,26.0,26.0,6.0,,,6.0,1.0,,6.0,282.981,4.0,6
2021-01-24,-0.015,1.583,-2.717,-1.106,0.733,-3.7,-0.413,1.233,-3.05,91.53,97.167,82.367,996.994,989.785,,4.258,7.6,2258.333,100.0,,0.0,0.0,0.05,4.0,22.667,22.667,22.667,6.0,6.0,,26.0,26.0,6.0,,,6.0,1.0,1006.0,6.0,241.535,4.0,6
2021-01-25,1.049,4.717,-2.333,-1.863,0.167,-4.3,-0.013,2.733,-2.95,80.203,91.617,67.267,1009.57,1002.288,,6.092,9.2,3027.083,1300.0,,0.0,1.033,3.767,2.0,22.667,22.667,22.667,6.0,6.0,,26.0,26.0,6.0,,,6.0,1.0,6.0,6.0,289.014,12.0,6
2021-01-26,2.539,6.25,-1.433,1.114,5.633,-3.033,1.983,5.983,-1.95,89.824,97.417,80.433,1015.797,1008.54,,5.0,10.4,2420.312,250.0,24.0,0.0,0.0,0.033,2.0,22.667,22.667,22.667,6.0,6.0,,26.0,26.0,6.0,6.0,,6.0,1.0,6.0,2006.0,211.207,1.0,6
2021-01-27,8.174,9.567,6.35,7.644,8.717,5.95,7.934,9.067,6.183,96.783,98.85,91.933,1011.015,1003.923,,4.058,7.0,857.5,110.0,,0.0,0.0,0.083,,22.667,22.667,22.667,6.0,6.0,,26.0,26.0,6.0,,,6.0,1.0,,6.0,235.423,1.0,6
2021-01-28,10.758,12.6,8.55,9.106,10.75,7.3,10.028,11.1,8.217,89.056,98.9,72.417,1001.542,994.57,,8.1,14.6,1934.062,255.0,20.5,0.0,0.167,0.7,,22.667,22.667,22.667,6.0,6.0,,26.0,26.0,6.0,56.0,,6.0,1.0,,6.0,227.836,1.0,6
2021-01-29,9.201,10.817,7.65,6.979,9.64,5.74,8.138,10.0,6.86,86.324,95.96,74.74,998.32,991.329,,8.783,13.8,2333.021,360.0,23.0,0.0,0.317,1.183,,22.667,26.0,26.0,6.0,6.0,,26.0,26.0,6.0,56.0,,6.0,1.0,,6.0,259.836,2.0,6
2021-01-30,5.042,7.467,3.167,3.492,5.74,0.12,4.392,6.64,2.36,89.877,96.02,76.54,997.728,990.646,,8.208,12.4,1256.562,345.0,23.8,0.0,0.0,0.0,,22.667,26.0,26.0,6.0,6.0,,26.0,26.0,6.0,26.0,,6.0,1.0,,6.0,97.03,1.0,6
2021-01-31,2.572,3.85,0.7,-0.309,2.74,-2.92,1.488,3.06,-0.54,82.032,96.96,70.3,997.785,990.628,,5.75,9.2,2225.938,175.0,,0.0,0.017,0.6,,22.667,26.0,26.0,6.0,6.0,,26.0,26.0,6.0,,,6.0,1.0,,6.0,82.019,3.0,6
2021-02-01,3.633,4.267,3.117,2.229,3.26,1.32,3.052,3.52,2.54,91.008,97.0,84.22,996.821,989.71,,4.258,6.4,826.979,197.5,,0.0,0.0,0.0,,22.667,26.0,26.0,6.0,6.0,,26.0,26.0,6.0,,,6.0,1.0,,6.0,19.962,1.0,6
2021-02-02,9.021,12.65,3.533,7.306,9.64,2.84,8.185,10.78,3.24,89.575,98.54,77.4,994.677,987.707,,8.192,13.0,983.8,237.5,22.4,0.0,0.117,0.7,,22.667,26.0,26.0,6.0,6.0,,26.0,26.0,6.0,26.0,,6.0,1.0,,6.0,199.738,1.0,6
2021-02-03,8.171,10.183,5.15,5.551,7.52,2.94,7.006,8.44,4.42,83.834,93.36,73.34,996.572,989.569,,6.417,12.0,2111.458,825.0,23.5,0.0,0.0,0.333,,22.667,26.0,26.0,6.0,6.0,,26.0,26.0,6.0,6.0,,6.0,1.0,,6.0,235.831,1.0,6
2021-02-04,6.368,8.983,2.417,5.572,8.08,1.86,6.086,8.52,2.5,93.902,98.48,84.06,1008.258,1001.136,,4.383,7.6,1384.375,105.0,,0.0,0.067,0.7,,22.667,26.0,26.0,6.0,6.0,,26.0,26.0,6.0,,,6.0,1.0,,6.0,144.112,1.0,6
2021-02-05,7.635,10.65,5.417,5.771,7.08,4.22,6.804,8.26,5.2,88.416,96.58,69.34,1008.158,1001.065,,4.608,7.8,2673.333,885.0,,0.0,0.567,2.433,,22.667,26.0,26.0,6.0,6.0,,26.0,26.0,6.0,,,6.0,1.0,,6.0,187.467,1.0,6
2021-02-06,6.158,8.0,3.983,4.717,5.82,2.84,5.535,6.58,3.48,90.843,97.82,79.58,1006.664,999.536,,4.108,8.8,1726.25,250.0,18.0,0.0,0.067,0.45,,22.667,26.0,26.0,6.0,6.0,,26.0,26.0,6.0,106.0,,6.0,1.0,,6.0,83.629,1.0,6
2021-02-07,1.474,3.917,-0.883,-1.152,2.9,-5.0,0.462,3.48,-2.34,82.572,93.98,69.4,1004.178,996.936,,11.142,14.6,1318.438,367.5,26.8,0.0,0.0,0.1,,22.667,26.0,26.0,6.0,6.0,,26.0,26.0,6.0,26.0,,6.0,1.0,,6.0,27.54,1.0,6
2021-02-08,-1.372,-0.783,-1.933,-4.319,-3.18,-5.4,-2.445,-1.82,-2.9,77.572,84.12,70.66,1003.542,996.239,,9.408,13.0,1800.312,430.0,24.8,0.0,0.0,0.067,0.0,22.667,26.0,26.0,6.0,6.0,,26.0,26.0,6.0,26.0,,6.0,1.0,10006.0,6.0,37.294,16.0,6
2021-02-09,-0.606,0.083,-1.3,-3.838,-2.48,-5.0,-1.812,-1.28,-2.22,76.383,86.72,66.1,1006.844,999.535,,7.3,10.4,2073.333,427.5,19.667,0.0,0.0,0.217,1.0,22.667,26.0,26.0,6.0,6.0,,26.0,26.0,6.0,39.333,,6.0,1.0,2006.0,6.0,75.592,15.0,6
2021-02-10,-0.099,2.067,-2.167,-5.082,-3.7,-7.16,-1.893,-0.52,-3.3,66.537,78.78,48.22,1015.598,1008.242,,6.451,9.8,4073.958,1600.0,16.0,0.0,0.767,2.333,1.0,22.667,26.0,26.0,6.0,6.0,,26.0,26.0,6.0,106.0,,6.0,1.0,10006.0,2006.0,45.228,15.0,6
2021-02-11,-1.101,0.733,-3.033,-5.373,-3.02,-7.3,-2.604,-1.68,-3.72,70.106,88.24,53.38,1026.849,1019.379,,6.838,11.0,2714.583,1075.0,18.333,0.0,0.467,2.417,1.0,22.667,26.0,26.0,6.0,6.0,,26.0,26.0,6.0,39.333,,6.0,1.0,2006.0,6.0,99.694,16.0,6
2021-02-12,-0.697,1.05,-2.15,-7.254,-5.8,-8.82,-2.861,-1.82,-4.02,57.131,66.68,46.68,1030.182,1022.692,,10.582,14.4,3155.208,1800.0,24.0,0.0,0.733,2.817,,22.667,26.0,26.0,6.0,6.0,,26.0,26.0,6.0,26.0,,6.0,1.0,,6.0,100.667,0.0,6
2021-02-13,-1.172,1.483,-4.0,-8.702,-7.36,-10.62,-3.532,-1.52,-5.32,52.557,66.96,37.74,1032.369,1024.855,,9.125,12.0,3615.625,2475.0,16.5,0.0,0.55,2.783,,22.667,26.0,26.0,6.0,6.0,,26.0,26.0,6.0,56.0,,6.0,1.0,,6.0,122.82,1.0,6
2021-02-14,2.463,4.067,0.717,-4.173,1.28,-7.32,0.133,2.82,-1.74,60.219,84.16,47.78,1025.761,1018.393,,9.57,12.6,3049.479,612.5,23.75,0.0,0.0,0.167,,22.667,26.0,26.0,6.0,6.0,,26.0,26.0,6.0,31.0,,6.0,1.0,,6.0,150.259,1.0,6
2021-02-15,8.398,12.233,4.35,6.651,9.24,2.26,7.547,10.2,3.46,89.5,97.1,71.2,1018.178,1011.022,,6.658,11.0,1467.708,242.5,24.0,0.0,0.283,0.833,,22.667,26.0,26.0,6.0,6.0,,26.0,26.0,6.0,6.0,,6.0,1.0,,6.0,191.278,1.0,6
2021-02-16,9.165,10.517,7.367,7.181,8.7,5.84,8.224,9.5,6.84,87.663,94.44,81.72,1010.008,1002.927,,8.594,11.4,1981.146,447.5,18.5,0.0,0.067,0.283,,22.667,26.0,26.0,6.0,6.0,,26.0,26.0,6.0,56.0,,6.0,1.0,,6.0,206.565,1.0,6
2021-02-17,9.548,10.883,7.45,7.588,9.0,5.84,8.603,9.76,6.88,87.875,93.34,77.2,1009.842,1002.776,,10.317,13.6,1392.5,390.0,24.8,0.0,0.0,0.1,,22.667,26.0,26.0,6.0,6.0,,26.0,26.0,6.0,26.0,,6.0,1.0,,6.0,205.493,2.0,6
2021-02-18,8.259,10.55,5.15,4.197,7.7,0.82,6.478,8.86,4.06,76.149,88.46,55.48,1003.824,996.77,,9.712,14.4,3181.25,900.0,26.5,0.0,0.483,1.933,,22.667,26.0,26.0,6.0,6.0,,26.0,26.0,6.0,6.0,,6.0,1.0,,6.0,204.913,1.0,6
2021-02-19,8.293,11.783,4.617,5.529,8.12,2.52,7.018,9.86,3.88,82.938,90.04,76.24,1008.065,1000.981,,8.967,13.4,2471.875,1575.0,21.75,0.0,0.0,0.3,,22.667,26.0,26.0,6.0,6.0,,26.0,26.0,6.0,31.0,,6.0,1.0,,6.0,172.438,1.0,6
2021-02-20,12.895,14.6,11.033,6.695,7.76,5.62,9.893,10.5,9.04,66.576,77.16,56.14,1003.24,996.304,,9.227,12.2,2619.792,1700.0,22.333,0.0,0.2,1.55,,22.667,26.0,26.0,6.0,6.0,,26.0,26.0,6.0,39.333,,6.0,1.0,,6.0,171.639,1.0,6
2021-02-21,11.538,14.0,9.283,7.659,8.94,5.6,9.67,11.14,7.94,77.283,90.24,65.88,1008.154,1001.162,,5.003,9.4,2353.125,1250.0,,0.0,0.05,1.183,,22.667,26.0,26.0,6.0,6.0,,26.0,26.0,6.0,,,6.0,1.0,,6.0,165.088,1.0,6
2021-02-22,9.198,10.85,7.45,7.328,8.96,5.42,8.397,9.48,6.98,87.618,95.44,76.96,1014.711,1007.629,,3.273,6.2,1593.333,290.0,,0.0,0.0,0.1,,22.667,26.0,26.0,6.0,6.0,,26.0,26.0,6.0,,,6.0,1.0,,6.0,198.716,1.0,6
2021-02-23,10.158,13.9,5.383,5.792,7.44,4.22,8.128,10.34,5.48,76.083,97.04,53.5,1023.031,1015.889,,9.249,16.4,2607.396,182.5,27.8,0.0,1.033,3.883,,22.667,26.0,26.0,6.0,6.0,,26.0,26.0,6.0,26.0,,6.0,1.0,,6.0,185.988,0.0,6
2021-02-24,12.795,15.317,10.95,7.252,9.04,5.1,10.075,12.04,8.78,69.009,74.78,60.62,1022.443,1015.365,,9.392,13.4,3451.042,2225.0,24.5,0.0,0.3,1.35,,22.667,26.0,26.0,6.0,6.0,,26.0,26.0,6.0,6.0,,6.0,1.0,,6.0,192.866,1.0,6
2021-02-25,9.999,12.483,5.867,5.278,8.36,1.42,7.877,9.96,4.38,72.796,86.5,54.08,1026.684,1019.512,,5.935,10.8,3216.667,1750.0,22.0,0.0,0.0,0.15,,22.667,26.0,26.0,6.0,6.0,,26.0,26.0,6.0,6.0,,6.0,1.0,,6.0,272.313,1.0,6
2021-02-26,6.047,12.083,0.867,0.747,3.0,-1.66,4.022,7.06,0.64,69.956,92.52,40.58,1037.176,1029.823,,2.773,6.6,3060.417,1700.0,,0.0,1.533,4.917,,22.667,26.0,26.0,6.0,6.0,,26.0,26.0,6.0,,,6.0,1.0,,6.0,297.275,0.0,6
2021-02-27,6.17,12.45,0.617,2.007,3.82,-0.24,4.496,8.16,0.46,75.203,94.14,51.16,1040.798,1033.425,,2.608,5.6,2399.366,1025.0,,0.0,1.5,4.817,,22.667,26.0,26.0,6.0,6.0,,26.0,26.0,6.0,,,6.0,1.0,,6.0,68.204,0.0,6
2021-02-28,5.459,9.433,2.317,3.041,4.18,1.58,4.475,7.02,2.34,84.665,97.02,65.9,1037.055,1029.694,,4.68,7.8,1264.103,127.5,19.0,0.0,0.783,2.133,,22.667,26.0,26.0,6.0,6.0,,26.0,26.0,6.0,6.0,,6.0,1.0,,6.0,74.786,0.0,6
2021-03-01,5.906,9.333,3.967,3.308,4.44,1.98,4.782,6.96,3.22,84.057,96.1,68.36,1031.901,1024.582,,6.241,9.0,683.125,217.5,,0.0,0.967,3.167,,22.667,26.0,26.0,6.0,6.0,,26.0,26.0,6.0,,,6.0,51.0,,6.0,82.741,1.0,6
2021-03-02,5.262,8.45,3.633,3.052,4.24,1.64,4.319,6.54,2.92,85.948,93.8,73.46,1029.89,1022.571,,4.07,6.2,473.333,240.0,4.0,0.0,0.433,1.333,,22.667,26.0,26.0,6.0,6.0,,26.0,26.0,6.0,6.0,,6.0,1.0,,6.0,60.29,1.0,6
