met_day,air_temperature_mean,air_temperature_max,air_temperature_min,dewpoint_mean,dewpoint_max,dewpoint_min,wetb_temp_mean,wetb_temp_max,wetb_temp_min,rltv_hum_mean,rltv_hum_max,rltv_hum_min,msl_pressure_mean,stn_pres_mean,alt_pres_mean,wind_speed_mean,wind_speed_max,visibility_mean,visibility_min,q10mnt_mxgst_spd_max,cs_hr_sun_dur_sum,wmo_hr_sun_dur_sum,drv_hr_sun_dur_sum,snow_depth_max,air_temperature_q_max,dewpoint_q_max,wetb_temp_q_max,msl_pressure_q_max,stn_pres_q_max,alt_pres_q_max,wind_direction_q_max,wind_speed_q_max,visibility_q_max,q10mnt_mxgst_spd_q_max,cs_hr_sun_dur_q_max,wmo_hr_sun_dur_q_max,drv_hr_sun_dur_q_max,snow_depth_q_max,ground_state_id_q_max,wind_direction_circmean,ground_state_id_mode,station_count
2024-01-01,8.309,10.8,6.717,5.336,10.167,3.233,7.004,10.467,5.3,81.885,95.6,72.083,999.566,992.547,,9.592,14.6,2187.188,335.0,,0.0,0.017,0.183,,22.667,22.667,22.667,6.0,6.0,,26.0,26.0,6.0,,,6.0,1.0,,6.0,213.909,1.0,6
2024-01-02,11.346,13.233,10.017,8.998,11.633,6.1,10.195,12.167,8.267,85.812,96.95,71.683,985.948,979.097,,13.233,27.8,2396.146,262.5,,0.0,0.017,0.25,,22.667,22.667,22.667,6.0,6.0,,26.0,26.0,6.0,,,6.0,1.0,,6.0,223.917,2.0,6
2024-01-03,9.612,11.217,8.383,6.637,7.617,5.7,8.217,9.117,7.417,81.812,91.3,73.433,991.029,984.098,,9.867,14.0,2651.771,567.5,,0.0,0.35,1.467,,22.667,22.667,22.667,6.0,6.0,,26.0,26.0,6.0,,,6.0,1.0,,6.0,244.722,1.0,6
2024-01-04,7.498,8.867,5.6,5.578,7.517,3.783,6.641,8.1,4.833,87.82,95.933,78.967,999.158,992.123,,6.783,12.0,2302.812,195.0,,0.0,0.117,0.85,,22.667,22.667,22.667,6.0,6.0,,26.0,26.0,6.0,,,6.0,1.0,,6.0,216.773,1.0,6
2024-01-05,6.092,7.35,4.867,4.115,5.3,3.483,5.244,6.183,4.383,87.351,94.717,79.25,1001.679,994.585,,7.708,14.2,2385.729,197.5,,0.0,0.017,0.217,,22.667,22.667,22.667,6.0,6.0,,26.0,26.0,6.0,,,6.0,1.0,,6.0,311.225,1.0,6
2024-01-06,5.494,6.35,4.383,3.074,4.5,2.117,4.494,5.267,3.633,84.641,92.1,76.717,1016.368,1009.154,,4.9,7.2,3215.0,650.0,,0.0,0.05,0.267,,22.667,22.667,22.667,6.0,6.0,,26.0,26.0,6.0,,,6.0,1.0,,6.0,350.252,1.0,6
2024-01-07,3.438,4.767,2.383,-1.26,1.367,-2.617,1.742,3.083,0.967,71.65,82.5,60.95,1027.168,1019.811,,7.292,11.0,4502.083,3175.0,,0.0,0.7,1.9,,22.667,22.667,22.667,6.0,6.0,,26.0,26.0,6.0,,,6.0,1.0,,6.0,18.458,1.0,6
2024-01-08,2.453,3.217,1.35,-3.102,-1.517,-4.167,0.549,1.167,-0.1,67.087,78.95,59.767,1031.798,1024.383,,8.008,11.8,4089.375,1020.0,,0.0,0.0,0.15,,22.667,22.667,22.667,6.0,6.0,,26.0,26.0,6.0,,,6.0,1.0,,6.0,46.522,1.0,6
2024-01-09,2.324,3.8,1.583,-3.014,-2.0,-4.017,0.48,1.6,-0.167,67.98,73.917,61.533,1030.607,1023.203,,9.342,13.2,3043.75,2675.0,,0.0,0.867,3.05,,22.667,22.667,22.667,6.0,6.0,,26.0,26.0,6.0,,,6.0,1.0,,6.0,73.604,1.0,6
2024-01-10,2.322,5.2,0.15,-3.372,-2.217,-4.8,0.338,2.217,-1.267,66.837,78.283,50.7,1029.425,1022.021,,7.2,10.8,3631.25,2575.0,,0.0,1.033,3.167,,22.667,22.667,22.667,6.0,6.0,,26.0,26.0,6.0,,,6.0,1.0,,6.0,38.223,4.0,6
2024-01-11,2.54,5.067,-0.433,0.178,3.567,-2.567,1.647,4.35,-1.133,84.657,93.217,75.733,1036.485,1029.036,,5.533,9.0,2286.042,590.0,,0.0,0.317,1.283,,22.667,22.667,22.667,6.0,6.0,,26.0,26.0,6.0,,,6.0,1.0,,6.0,26.496,4.0,6
2024-01-12,4.958,5.517,4.017,2.048,3.3,1.183,3.79,4.183,2.917,81.516,89.983,78.067,1035.932,1028.56,,5.6,8.8,3169.792,1325.0,,0.0,0.0,0.067,,22.667,22.667,22.667,6.0,6.0,,26.0,26.0,6.0,,,6.0,1.0,,6.0,33.582,1.0,6
2024-01-13,2.788,3.967,0.833,0.484,1.55,-1.167,1.915,2.867,0.117,84.906,87.883,80.933,1025.743,1018.386,,4.2,7.8,1247.5,610.0,,0.0,0.0,0.117,,22.667,22.667,22.667,6.0,6.0,,26.0,26.0,6.0,,,6.0,1.0,,6.0,263.47,1.0,6
2024-01-14,3.831,6.15,2.3,1.242,2.6,-0.867,2.824,4.117,1.333,83.637,92.633,68.45,1013.633,1006.395,,5.717,9.0,2438.333,550.0,,0.0,0.25,0.733,,22.667,22.667,22.667,6.0,6.0,,26.0,26.0,6.0,,,6.0,1.0,,6.0,274.767,4.0,6
2024-01-15,0.023,2.783,-2.9,-4.56,-1.8,-7.1,-1.554,0.65,-4.067,72.299,88.383,53.45,1011.478,1004.16,,5.558,10.6,4585.507,2675.0,,0.0,1.0,3.017,,22.667,22.667,22.667,6.0,6.0,,26.0,26.0,6.0,,,6.0,1.0,,6.0,297.664,4.0,6
2024-01-16,-0.721,4.617,-4.433,-5.012,-3.3,-6.8,-2.19,1.8,-5.133,73.858,87.15,54.533,1008.282,1000.978,,3.525,7.4,3170.833,2200.0,,0.0,1.05,3.433,,22.667,22.667,22.667,6.0,6.0,,26.0,26.0,6.0,,,6.0,1.0,,6.0,216.744,0.0,6
2024-01-17,0.519,2.533,-1.717,-2.748,-0.717,-4.767,-0.66,1.25,-2.633,78.956,86.75,69.433,993.578,986.415,,4.183,8.6,2875.833,1370.0,,0.0,0.0,0.083,,22.667,22.667,22.667,6.0,6.0,,26.0,26.0,6.0,,,6.0,1.0,,6.0,32.394,1.0,6
