met_day,air_temperature_mean,air_temperature_max,air_temperature_min,dewpoint_mean,dewpoint_max,dewpoint_min,wetb_temp_mean,wetb_temp_max,wetb_temp_min,rltv_hum_mean,rltv_hum_max,rltv_hum_min,msl_pressure_mean,stn_pres_mean,alt_pres_mean,wind_speed_mean,wind_speed_max,visibility_mean,visibility_min,q10mnt_mxgst_spd_max,cs_hr_sun_dur_sum,wmo_hr_sun_dur_sum,drv_hr_sun_dur_sum,snow_depth_max,air_temperature_q_max,dewpoint_q_max,wetb_temp_q_max,msl_pressure_q_max,stn_pres_q_max,alt_pres_q_max,wind_direction_q_max,wind_speed_q_max,visibility_q_max,q10mnt_mxgst_spd_q_max,cs_hr_sun_dur_q_max,wmo_hr_sun_dur_q_max,drv_hr_sun_dur_q_max,snow_depth_q_max,ground_state_id_q_max,wind_direction_circmean,ground_state_id_mode,station_count
2023-01-01,10.295,12.040000000000001,7.359999999999999,7.240833333333333,8.959999999999999,6.0600000000000005,8.8275,10.459999999999999,6.94,81.73083333333334,94.5,72.92,1008.0552083333333,1001.0197916666666,,9.447916666666666,15.0,1810.0,366.6666666666667,,0.0,0.0,0.08,,26.0,26.0,26.0,6.0,6.0,,31.0,31.0,6.0,,,6.0,1.0,,6.0,226.01212768761218,1.0,5
2023-01-02,5.94,8.34,2.3600000000000003,3.8983333333333334,6.5,0.76,5.080833333333333,7.0,1.8199999999999998,87.31750000000001,96.53999999999999,67.58,1016.9083333333333,1009.696875,,4.78125,8.75,3601.3888888888887,1266.6666666666667,,0.0,1.06,1.8199999999999998,,26.0,26.0,26.0,6.0,6.0,,31.0,31.0,6.0,,,6.0,1.0,,6.0,239.6175939329754,0.0,5
2023-01-03,8.485,12.48,3.16,7.225555555555556,11.040000000000001,1.7399999999999998,7.848333333333334,11.620000000000001,2.6,92.35944444444445,97.26,86.28,1018.7750000000001,1011.628125,,9.375,16.5,1729.7916666666665,902.5,,0.0,0.0,0.06000000000000001,,26.0,26.0,26.0,6.0,6.0,,31.0,31.0,6.0,,,6.0,1.0,,6.0,185.71785348086965,1.0,5
2023-01-04,12.356666666666666,13.48,10.8,9.207619047619048,11.540000000000001,7.0,10.776071428571429,12.1,9.120000000000001,81.43476190476191,93.2,70.24,1014.6312499999999,1007.6083333333333,,15.0,20.25,2217.222222222222,920.0,,0.0,0.08,0.1,,26.0,26.0,26.0,6.0,6.0,,31.0,31.0,6.0,,,6.0,1.0,,6.0,240.73988737087677,1.0,5
2023-01-05,11.2925,13.1,9.620000000000001,8.424166666666668,9.86,7.0,9.871666666666666,11.16,8.5,82.69583333333334,90.74000000000001,74.2,1018.671875,1011.58125,,9.96875,14.25,2484.722222222222,866.6666666666666,,0.0,0.08,0.31999999999999995,,26.0,26.0,26.0,6.0,6.0,,31.0,31.0,6.0,,,6.0,1.0,,6.0,227.21618446453056,1.0,5
2023-01-06,9.753333333333334,12.24,6.32,7.590797101449274,10.58,4.720000000000001,8.712717391304349,11.120000000000001,5.640000000000001,86.72822463768117,94.44,77.32000000000001,1013.8864583333334,1006.7979166666667,,9.666666666666668,16.5,4084.3108974358975,675.0,,0.0,0.45999999999999996,1.3199999999999998,,26.0,26.0,26.0,6.0,6.0,,31.0,31.0,6.0,,,6.0,1.0,,6.0,212.32228813198088,1.0,5
2023-01-07,10.201666666666664,12.260000000000002,7.3,7.538333333333334,9.72,4.38,8.924166666666668,10.940000000000001,6.08,83.665,91.06,77.58,1000.79375,993.8072916666666,,13.15625,19.75,2924.1666666666665,490.0,,0.0,0.0,0.1,,26.0,26.0,26.0,6.0,6.0,,31.0,31.0,6.0,,,6.0,1.0,,6.0,193.74191528168015,1.0,5
2023-01-08,7.194166666666666,9.18,5.24,5.21,6.92,3.44,6.3075,8.02,4.5,87.32833333333333,91.7,81.1,992.9885416666666,985.9864583333333,,9.416666666666666,14.5,2791.875,292.5,,0.0,0.04,0.56,,26.0,26.0,26.0,6.0,6.0,,31.0,31.0,6.0,,,6.0,1.0,,6.0,202.38002549596507,2.0,5
2023-01-09,6.515000000000001,8.819999999999999,5.0,3.2158333333333333,5.4,1.1400000000000001,5.1375,6.6,3.62,80.07666666666667,93.1,62.5,1001.28125,994.2052083333333,,9.760416666666666,14.5,3771.875,1725.0,,0.0,0.48,0.9199999999999999,,26.0,26.0,26.0,6.0,6.0,,31.0,31.0,6.0,,,6.0,1.0,,6.0,259.2410149642034,1.0,5
2023-01-10,8.874166666666667,12.58,4.26,6.850277777777778,11.28,1.5,7.844722222222222,11.78,3.2,88.39305555555555,95.94,79.58,1008.4375,1001.3604166666667,,11.041666666666666,17.25,1645.8333333333333,305.0,,0.0,0.0,0.0,,26.0,26.0,26.0,6.0,6.0,,31.0,31.0,6.0,,,6.0,1.0,,6.0,204.18109477748396,2.0,5
2023-01-11,8.928472222222222,10.416666666666666,7.3,5.603472222222222,7.3999999999999995,3.6833333333333336,7.419444444444444,8.9,6.183333333333334,80.09223484848485,87.76666666666667,65.35000000000001,1008.4854166666667,1001.415625,,12.383333333333335,16.2,2938.333333333333,845.0,,0.0,0.5499999999999999,0.65,,22.666666666666668,22.666666666666668,22.666666666666668,6.0,6.0,,26.0,26.0,6.0,,,6.0,1.0,,6.0,239.5657631613059,1.0,6
2023-01-12,10.829166666666666,12.416666666666666,8.116666666666667,7.977083333333333,10.333333333333334,2.9,9.484722222222222,11.233333333333334,6.116666666666667,82.99027777777778,92.88333333333333,63.15,1003.1364583333334,996.1479166666667,,15.14166666666667,19.0,2270.625,352.5,,0.0,0.016666666666666666,0.10000000000000002,,22.666666666666668,22.666666666666668,22.666666666666668,6.0,6.0,,26.0,26.0,6.0,,,6.0,1.0,,6.0,236.54582972017928,1.0,6
