met_day,pump_hours,VPD_mean,VPD_max,VPD_min,air_temperature_mean,air_temperature_max,air_temperature_min,dewpoint_mean,dewpoint_max,dewpoint_min,wetb_temp_mean,wetb_temp_max,wetb_temp_min,rltv_hum_mean,rltv_hum_max,rltv_hum_min,msl_pressure_mean,stn_pres_mean,alt_pres_mean,wind_speed_mean,wind_speed_max,visibility_mean,visibility_min,q10mnt_mxgst_spd_max,cs_hr_sun_dur_sum,wmo_hr_sun_dur_sum,drv_hr_sun_dur_sum,snow_depth_max,air_temperature_q_max,dewpoint_q_max,wetb_temp_q_max,msl_pressure_q_max,stn_pres_q_max,alt_pres_q_max,wind_direction_q_max,wind_speed_q_max,visibility_q_max,q10mnt_mxgst_spd_q_max,cs_hr_sun_dur_q_max,wmo_hr_sun_dur_q_max,drv_hr_sun_dur_q_max,snow_depth_q_max,ground_state_id_q_max,VPD_hourly_mean,VPD_hourly_max,VPD_hourly_min,wind_direction_circmean,ground_state_id_mode,station_count,days_since_rain,rain_category
2009-01-01,12,125.078,169.058,94.664,1.714,2.656,0.9,-0.996,-0.4,-1.489,0.745,1.389,0.089,82.223,86.189,77.7,1030.293,1021.384,1029.979,3.344,4.286,559.583,418.333,,0.0,0.0,0.0,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,125.078,169.058,94.664,57.512,2.667,9,,unknown
2009-01-02,4,130.115,228.256,54.409,2.509,4.25,0.762,-0.105,1.312,-3.012,1.553,2.7,-0.5,83.077,92.562,71.05,1030.133,1021.25,1029.75,5.826,8.5,970.917,310.0,,0.0,0.162,0.188,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,130.115,228.256,54.409,35.008,0.667,8,,unknown
2009-01-03,2,165.936,282.691,101.357,-1.146,1.6,-3.1,-4.843,-4.022,-5.556,-2.208,-0.5,-3.589,73.924,82.444,62.489,1029.925,1020.921,1029.396,2.821,4.0,1842.5,1140.0,,0.0,0.689,0.733,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,165.936,282.691,101.357,20.267,3.0,9,,unknown
2009-01-04,7,102.043,139.882,75.277,-2.444,-0.878,-4.367,-4.777,-3.467,-6.022,-3.059,-1.744,-4.544,81.276,85.789,76.333,1023.638,1014.671,1023.229,2.726,4.714,995.208,735.0,,0.0,0.0,0.0,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,102.043,139.882,75.277,223.16,4.0,9,,unknown
2009-01-05,6,115.124,211.089,39.796,0.761,2.156,-0.667,-1.724,0.233,-4.111,-0.037,1.111,-1.533,82.601,94.067,69.178,1021.738,1012.856,1021.5,10.568,13.714,1340.556,486.667,,0.0,0.211,0.1,0.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,10006.0,6.0,115.124,211.089,39.796,31.189,13.0,9,,unknown
2009-01-06,3,121.733,242.883,60.971,-1.898,0.189,-3.989,-4.926,-4.122,-6.689,-2.729,-1.656,-4.211,77.766,86.289,62.622,1026.997,1017.966,1026.729,4.542,5.857,1761.111,1050.0,,0.0,0.711,0.756,0.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,6.0,6.0,121.733,242.883,60.971,74.473,8.0,9,,unknown
2009-01-07,2,69.324,105.635,32.324,-0.425,1.722,-3.956,-1.7,0.256,-4.967,-0.737,1.078,-3.989,88.523,95.033,81.833,1025.973,1017.007,1025.667,2.643,3.714,656.319,441.667,,0.0,0.0,0.022,0.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,6.0,6.0,69.324,105.635,32.324,257.657,11.667,9,,unknown
2009-01-08,3,69.879,186.297,25.641,2.032,4.478,0.456,0.697,1.533,-0.2,1.527,3.2,0.233,90.986,96.244,79.311,1029.167,1020.281,1028.979,1.714,3.143,329.097,138.333,,0.0,0.267,0.389,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,69.879,186.297,25.641,177.183,3.0,9,,unknown
2009-01-09,6,81.95,186.575,37.061,-1.296,0.944,-2.911,-2.502,-1.025,-3.925,-1.367,0.05,-2.8,87.489,94.225,74.662,1029.041,1020.015,1028.708,2.107,3.571,273.056,81.667,,0.0,0.411,0.667,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,81.95,186.575,37.061,108.149,4.0,9,,unknown
2009-01-10,7,40.121,53.529,28.854,-3.316,-1.311,-4.667,-4.098,-1.829,-5.629,-3.596,-1.357,-5.114,91.82,94.529,88.457,1027.15,1018.098,1026.792,3.53,6.143,154.514,43.333,,0.0,0.0,0.0,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,40.121,53.529,28.854,160.043,4.0,9,,unknown
2009-01-11,4,201.093,391.313,85.269,4.85,7.244,1.6,1.348,3.6,-0.556,3.49,5.356,0.978,78.345,89.089,63.278,1023.432,1014.663,1022.32,9.351,12.286,1126.875,721.667,25.0,0.0,0.322,0.311,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,6.0,,6.0,201.093,391.313,85.269,193.181,3.0,9,,unknown
2009-01-12,2,140.48,192.775,86.974,8.436,9.322,7.933,6.436,7.911,5.333,7.519,8.6,6.844,87.324,92.267,82.367,1011.493,1006.997,1011.229,12.751,14.857,1231.042,800.0,26.5,0.0,0.0,0.0,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,6.0,,6.0,140.48,192.775,86.974,195.699,1.333,9,,unknown
2009-01-13,2,102.192,193.782,42.674,7.53,9.011,4.256,6.057,7.244,3.411,6.861,7.967,3.911,90.704,95.533,83.856,1009.462,1004.955,1009.229,5.071,6.714,1265.694,736.667,,0.0,0.011,0.078,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,102.192,193.782,42.674,199.15,1.333,9,0.0,0-2 days
2009-01-14,3,32.941,83.537,11.763,2.26,4.0,0.967,1.654,2.7,0.544,2.022,3.467,0.811,95.972,98.389,90.578,1014.282,1009.686,1013.875,2.976,5.571,309.514,15.0,,0.0,0.0,0.022,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,32.941,83.537,11.763,179.73,1.333,9,1.0,0-2 days
2009-01-15,3,116.522,176.959,62.502,5.697,6.233,5.111,3.724,5.0,2.344,4.879,5.656,4.111,87.406,93.4,80.6,1013.308,1008.765,1012.833,7.958,9.857,1316.736,778.333,,0.0,0.0,0.022,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,116.522,176.959,62.502,158.581,1.0,9,2.0,0-2 days
2009-01-16,3,73.904,130.016,31.89,6.754,8.056,5.267,5.642,6.578,3.3,6.26,7.344,4.656,92.85,96.667,85.722,1013.371,1008.85,1012.896,7.827,9.857,764.097,383.333,,0.0,0.0,0.022,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,73.904,130.016,31.89,186.046,1.0,9,0.0,0-2 days
2009-01-17,5,186.573,341.927,91.958,7.981,8.589,6.711,5.191,6.711,3.244,6.749,7.478,5.644,83.028,91.311,70.678,1006.271,1001.787,1005.771,12.372,16.429,1521.181,733.333,33.5,0.0,0.467,0.489,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,6.0,,6.0,186.573,341.927,91.958,225.15,1.667,9,0.0,0-2 days
2009-01-18,5,170.204,292.61,76.213,5.28,6.478,4.433,2.227,4.833,0.578,4.064,5.711,3.356,81.194,91.467,69.511,995.547,991.065,995.104,9.625,13.857,2963.51,1833.333,25.0,0.0,0.611,0.544,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,6.0,,6.0,170.204,292.61,76.213,237.755,1.333,9,0.0,0-2 days
2009-01-19,2,98.001,176.176,30.689,4.834,6.344,2.856,3.119,4.5,0.878,4.132,5.489,2.133,88.967,96.356,81.033,982.868,978.447,982.5,8.416,11.857,1766.597,748.333,29.0,0.0,0.044,0.056,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,6.0,,6.0,98.001,176.176,30.689,199.446,2.333,9,0.0,0-2 days
2009-01-20,4,133.332,205.973,80.917,3.717,5.475,1.9,1.194,2.175,-0.325,2.734,4.062,1.175,83.793,89.4,77.6,992.22,983.673,990.491,6.737,8.833,2322.138,1760.0,18.0,0.0,0.112,0.112,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,6.0,,6.0,133.332,205.973,80.917,210.842,1.667,8,1.0,0-2 days
2009-01-21,2,133.213,311.351,45.413,3.086,5.425,-0.1,0.616,2.938,-1.588,2.149,3.988,-0.462,84.362,93.512,67.525,1001.032,992.433,1000.479,5.556,10.667,1704.167,1000.0,25.0,0.0,0.562,0.6,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,6.0,,6.0,133.213,311.351,45.413,213.436,2.667,8,2.0,0-2 days
2009-01-22,0,116.539,288.45,41.041,7.504,9.786,5.457,5.714,8.814,3.114,6.719,9.171,4.914,88.917,96.214,74.329,986.557,978.193,985.938,10.992,16.0,1220.104,462.5,25.5,0.0,0.186,0.157,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,6.0,,6.0,116.539,288.45,41.041,200.28,2.0,7,0.0,0-2 days
2009-01-23,1,102.073,285.204,25.831,4.596,5.844,2.633,2.703,4.744,0.422,3.855,5.044,2.144,88.487,97.011,71.011,976.799,968.448,976.479,12.267,16.714,1474.653,551.667,27.0,0.0,0.067,0.167,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,6.0,,6.0,102.073,285.204,25.831,299.792,2.0,9,0.0,0-2 days
2009-01-24,3,83.958,191.745,25.652,1.72,4.078,-0.656,0.379,2.475,-1.338,1.346,3.462,-0.888,89.519,96.138,79.25,989.808,981.265,989.354,3.669,6.0,1319.722,801.667,,0.0,0.244,0.2,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,83.958,191.745,25.652,226.034,3.333,9,0.0,0-2 days
2009-01-25,1,83.857,167.686,42.042,6.691,7.267,6.133,5.422,6.088,3.887,6.143,6.712,5.438,91.599,95.762,82.975,986.574,978.193,985.896,9.515,12.429,1158.056,578.333,28.0,0.0,0.0,0.044,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,6.0,,6.0,83.857,167.686,42.042,178.671,2.333,9,0.0,0-2 days
2009-01-26,5,105.526,264.598,34.594,5.823,7.989,3.167,4.163,5.2,2.444,5.108,6.3,2.878,89.695,96.178,76.956,999.558,991.035,999.083,3.682,5.571,1419.375,741.667,,0.0,0.444,0.511,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,105.526,264.598,34.594,90.565,1.667,9,0.0,0-2 days
2009-01-27,1,99.882,235.477,20.971,3.971,6.622,1.211,2.315,3.478,0.6,3.284,5.067,1.011,89.678,97.367,78.7,1013.155,1004.485,1012.688,2.665,5.571,818.653,261.0,,0.0,0.678,0.533,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,99.882,235.477,20.971,138.981,1.667,9,1.0,0-2 days
2009-01-28,5,38.872,86.97,20.787,5.776,6.533,5.044,5.162,5.956,3.856,5.509,6.233,4.689,95.934,97.8,90.478,1014.436,1005.785,1013.959,5.804,7.429,437.847,221.667,,0.0,0.0,0.0,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,38.872,86.97,20.787,159.055,2.0,9,0.0,0-2 days
2009-01-29,3,123.664,258.327,50.445,3.268,4.756,1.567,0.827,3.5,-0.611,2.349,4.122,0.933,84.388,93.433,70.844,1017.03,1008.278,1016.562,7.291,9.0,588.403,353.333,,0.0,0.367,0.467,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,123.664,258.327,50.445,138.446,1.667,9,0.0,0-2 days
2009-01-30,4,149.961,283.527,68.295,3.541,5.9,1.8,0.691,1.378,-0.311,2.447,3.978,1.211,82.14,90.722,71.278,1015.808,1007.077,1015.129,8.071,10.143,556.736,358.333,,0.0,0.122,0.456,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,149.961,283.527,68.295,106.991,1.667,9,1.0,0-2 days
2009-01-31,5,211.605,294.947,167.591,3.051,4.567,2.0,-1.423,-0.778,-2.067,1.45,2.5,0.644,72.474,77.011,65.067,1012.003,1003.279,1011.542,8.887,11.143,1176.319,998.333,,0.0,0.278,0.267,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,211.605,294.947,167.591,88.37,1.333,9,2.0,0-2 days
2009-02-01,5,217.213,338.611,123.181,0.599,1.833,-1.278,-4.477,-2.756,-7.067,-1.02,-0.122,-1.989,67.181,80.122,51.256,1010.64,1001.834,1010.424,12.84,16.286,1516.389,731.667,29.5,0.0,0.389,0.244,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,6.0,,6.0,217.213,338.611,123.181,69.708,2.667,9,3.0,3-7 days
2009-02-02,1,32.292,52.584,15.303,-1.201,-0.222,-2.156,-1.617,-0.55,-2.575,-1.186,-0.175,-2.138,94.343,97.275,90.75,997.322,988.615,997.062,7.256,9.0,291.042,151.667,,0.0,0.0,0.0,10.5,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,6.0,6.0,32.292,52.584,15.303,40.569,16.0,9,0.0,0-2 days
2009-02-03,0,108.561,198.035,53.443,0.038,2.167,-2.367,-1.972,-0.825,-3.762,-0.464,1.275,-2.562,83.899,91.088,74.088,996.719,988.059,996.104,6.837,9.286,785.972,413.333,,0.0,0.456,0.511,7.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,6.0,6.0,108.561,198.035,53.443,136.358,14.667,9,0.0,0-2 days
2009-02-04,0,158.118,256.318,79.551,1.589,3.389,0.178,-1.814,-0.778,-3.033,0.407,1.6,-0.456,77.883,88.011,67.533,995.002,986.39,994.417,5.567,7.0,904.167,600.0,,0.0,0.533,0.489,3.5,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,6.0,6.0,158.118,256.318,79.551,125.74,12.333,9,1.0,0-2 days
2009-02-05,2,33.88,76.111,18.929,2.086,3.133,1.3,1.408,2.456,-0.278,1.827,2.844,0.767,95.291,97.411,88.678,989.073,980.544,988.708,4.299,6.429,281.458,166.667,,0.0,0.0,0.0,1.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,6.0,6.0,33.88,76.111,18.929,41.176,11.667,9,0.0,0-2 days
2009-02-06,0,46.055,122.031,15.721,1.259,1.667,0.622,0.273,0.922,-1.778,0.898,1.367,-0.067,93.31,97.633,81.944,990.642,982.066,990.354,6.9,8.286,714.236,278.333,,0.0,0.0,0.011,1.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,10006.0,6.0,46.055,122.031,15.721,47.415,12.333,9,0.0,0-2 days
2009-02-07,0,118.255,167.585,51.451,0.484,2.189,-1.933,-1.918,-0.922,-3.222,-0.264,0.944,-2.111,83.007,91.3,78.289,996.688,988.034,996.312,5.395,7.571,1356.25,800.0,,0.0,0.356,0.311,0.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,6.0,6.0,118.255,167.585,51.451,313.658,12.0,9,0.0,0-2 days
2009-02-08,4,122.399,304.384,48.936,1.648,4.0,-0.511,-0.917,1.522,-2.578,0.727,2.211,-1.067,83.536,93.089,65.867,1002.848,994.183,1002.396,3.393,6.286,1320.556,876.667,,0.0,0.189,0.222,0.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,6.0,6.0,122.399,304.384,48.936,182.472,12.0,9,1.0,0-2 days
2009-02-09,1,33.41,55.824,14.628,3.512,5.411,1.789,2.904,4.8,1.144,3.267,5.122,1.544,95.887,98.144,93.589,994.617,986.076,994.167,6.115,9.714,729.375,386.667,,0.0,0.0,0.0,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,33.41,55.824,14.628,150.442,5.0,9,0.0,0-2 days
2009-02-10,1,114.355,276.061,32.192,2.786,5.056,0.822,0.509,3.3,-1.178,1.934,3.689,0.256,85.579,95.767,69.567,999.049,990.448,998.875,12.393,15.571,1332.847,563.333,26.0,0.0,0.311,0.278,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,6.0,,6.0,114.355,276.061,32.192,311.78,5.0,9,0.0,0-2 days
2009-02-11,1,114.244,233.658,45.109,2.116,4.922,-0.533,0.428,2.5,-1.612,1.719,3.95,-0.738,86.1,93.562,75.7,1017.709,1008.935,1017.312,4.679,7.143,1336.319,738.333,,0.0,0.544,0.467,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,114.244,233.658,45.109,274.721,5.667,9,1.0,0-2 days
2009-02-12,2,154.31,268.051,66.233,0.911,3.056,-0.8,-2.466,-0.8,-3.811,-0.207,1.156,-1.7,77.618,89.456,66.267,1024.848,1015.961,1024.479,6.042,8.0,1622.431,755.0,,0.0,0.433,0.533,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,154.31,268.051,66.233,306.946,5.667,9,2.0,0-2 days
2009-02-13,4,118.092,253.06,34.142,3.319,4.822,1.078,1.069,3.2,-0.522,2.455,3.667,0.622,85.629,95.6,71.867,1022.741,1013.946,1022.514,6.783,9.0,1522.222,630.0,,0.0,0.444,0.267,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,118.092,253.06,34.142,297.552,4.667,9,0.0,0-2 days
2009-02-14,2,140.347,293.288,44.526,1.26,3.656,-1.122,-1.65,0.111,-3.1,0.224,1.989,-1.467,81.704,92.922,65.956,1029.121,1020.209,1028.667,1.548,3.143,1029.444,420.0,,0.0,0.311,0.144,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,140.347,293.288,44.526,204.06,3.333,9,1.0,0-2 days
2009-02-15,2,170.087,270.619,110.322,5.044,7.044,3.467,2.003,4.122,-0.822,3.833,5.3,1.967,80.704,87.833,72.456,1027.944,1019.157,1027.479,5.024,7.143,1167.361,516.667,,0.0,0.0,0.011,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,170.087,270.619,110.322,251.106,1.333,9,2.0,0-2 days
2009-02-16,9,184.601,363.255,56.29,6.719,9.056,4.433,3.93,5.067,3.122,5.507,7.089,3.978,83.351,93.667,71.167,1025.88,1017.181,1025.562,5.036,6.857,1646.528,966.667,,0.0,0.167,0.2,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,184.601,363.255,56.29,258.363,1.667,9,3.0,3-7 days
2009-02-17,8,175.029,245.848,85.526,8.375,10.012,6.15,5.881,7.85,3.788,7.241,8.75,5.175,84.372,92.475,79.412,1025.875,1017.215,1025.625,6.215,8.833,1383.667,648.0,,0.0,0.012,0.025,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,175.029,245.848,85.526,315.858,1.333,8,4.0,3-7 days
2009-02-18,8,130.302,238.225,57.845,8.048,8.911,6.889,6.185,7.489,5.111,7.202,8.078,6.256,88.38,94.767,79.478,1026.872,1018.181,1026.521,4.601,5.857,1111.25,521.667,,0.0,0.0,0.022,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,130.302,238.225,57.845,35.089,1.667,9,5.0,3-7 days
2009-02-19,4,111.617,236.899,29.438,7.328,8.689,6.144,5.694,6.7,4.622,6.597,7.356,5.689,89.863,97.111,79.778,1027.719,1018.996,1027.25,2.429,4.143,554.306,195.0,,0.0,0.0,0.056,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,111.617,236.899,29.438,240.708,1.333,9,0.0,0-2 days
2009-02-20,6,207.182,436.743,70.843,6.927,8.722,5.4,3.631,5.078,1.744,5.542,6.267,4.733,80.584,92.667,63.556,1031.627,1022.867,1031.292,3.435,5.571,1074.306,323.333,,0.0,0.489,0.322,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,207.182,436.743,70.843,306.192,1.333,9,1.0,0-2 days
2009-02-21,17,246.794,430.435,109.257,7.134,10.078,4.4,3.385,4.522,2.067,5.517,7.511,3.578,77.751,88.056,68.356,1031.789,1023.044,1031.458,6.22,8.286,1714.583,1100.0,,0.0,0.967,0.944,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,2006.0,6.0,,6.0,246.794,430.435,109.257,276.174,0.667,9,2.0,0-2 days
2009-02-22,8,259.842,410.983,144.991,7.891,9.578,6.033,3.956,5.433,3.156,6.187,7.333,4.967,76.709,84.956,66.867,1027.637,1018.945,1027.312,7.369,10.0,2157.639,1316.667,,0.0,0.033,0.033,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,259.842,410.983,144.991,284.949,0.667,9,3.0,3-7 days
2009-02-23,8,231.359,328.538,144.765,8.654,9.8,7.5,5.334,6.333,4.011,7.159,7.8,6.033,79.841,86.889,73.667,1024.843,1016.189,1024.5,7.196,8.571,1742.014,1108.333,,0.0,0.0,0.0,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,231.359,328.538,144.765,324.703,0.667,9,4.0,3-7 days
2009-02-24,2,119.449,191.704,70.604,8.852,9.944,7.889,7.249,7.856,6.544,8.098,8.856,7.3,89.927,93.7,84.967,1027.342,1018.679,1026.878,2.65,3.429,468.73,308.333,,0.0,0.0,0.011,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,119.449,191.704,70.604,265.925,0.667,9,5.0,3-7 days
2009-02-25,6,199.981,264.897,142.579,8.597,9.175,8.113,5.745,6.75,5.175,7.302,7.838,6.9,82.385,87.45,77.388,1028.169,1017.617,1027.625,6.458,8.167,978.583,558.0,,0.0,0.0,0.012,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,,6.0,,6.0,199.981,264.897,142.579,263.072,0.667,8,6.0,3-7 days
2009-02-26,9,188.139,316.177,92.43,7.227,8.3,6.156,4.339,4.933,3.444,5.973,6.422,5.5,82.312,90.433,72.489,1023.466,1014.791,1022.567,7.561,9.286,1556.944,1116.667,,0.0,0.0,0.022,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,188.139,316.177,92.43,242.402,0.667,9,7.0,3-7 days
2009-02-27,17,249.379,474.306,107.411,9.11,12.178,7.189,5.751,6.578,4.544,7.554,9.456,6.078,80.063,89.922,68.922,1020.059,1011.473,1019.708,7.107,8.714,1453.472,883.333,,0.0,0.844,0.833,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,249.379,474.306,107.411,258.778,0.667,9,8.0,8-14 days
2009-02-28,22,291.759,419.035,176.236,7.683,9.122,5.378,3.089,4.611,2.1,5.734,6.567,4.044,73.002,82.522,64.556,1014.826,1006.233,1014.438,4.792,6.571,2032.639,1250.0,,0.0,0.0,0.022,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,291.759,419.035,176.236,219.351,0.667,9,9.0,8-14 days
2009-03-01,13,208.114,359.639,103.021,6.942,9.033,4.667,3.683,4.978,2.033,5.545,7.044,3.733,80.286,88.911,70.467,1008.455,999.91,1008.083,3.589,5.714,961.247,510.0,,0.0,0.033,0.067,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,208.114,359.639,103.021,266.118,0.667,9,10.0,8-14 days
2009-03-02,13,250.944,507.796,88.76,5.669,8.956,2.167,1.5,3.5,0.178,3.972,5.756,1.467,75.917,88.911,59.756,1015.883,1007.238,1015.438,5.351,8.571,2119.444,1566.667,21.0,0.0,0.867,0.8,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,6.0,,6.0,250.944,507.796,88.76,251.723,0.667,9,11.0,8-14 days
2009-03-03,4,138.462,259.013,79.613,8.016,9.489,6.756,6.02,6.733,5.244,7.111,8.011,6.133,87.507,92.322,78.789,1003.554,995.067,1002.896,11.244,16.143,1397.5,871.667,34.0,0.0,0.0,0.033,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,6.0,,6.0,138.462,259.013,79.613,210.329,0.667,9,12.0,8-14 days
2009-03-04,1,160.704,373.995,48.351,4.349,6.333,2.533,1.281,4.022,-1.078,3.184,4.578,1.789,82.124,94.178,63.244,983.014,974.6,982.542,6.071,9.143,2205.069,1088.333,,0.0,0.533,0.367,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,160.704,373.995,48.351,249.988,2.0,9,0.0,0-2 days
2009-03-05,4,166.247,359.553,62.13,3.508,6.178,1.3,0.332,1.578,-0.956,2.299,3.822,0.656,80.876,91.556,64.767,992.641,984.126,992.237,6.81,9.286,1352.778,683.333,,0.0,0.333,0.433,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,166.247,359.553,62.13,71.587,1.333,9,1.0,0-2 days
2009-03-06,13,262.21,520.632,105.999,4.433,8.144,0.856,-0.276,1.4,-1.633,2.647,4.789,0.078,72.533,85.589,54.878,1006.456,997.84,1005.917,5.304,8.714,1799.306,1166.667,,0.0,1.022,1.0,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,262.21,520.632,105.999,274.369,0.667,9,2.0,0-2 days
2009-03-07,7,181.016,449.09,55.139,7.957,10.522,5.267,5.444,7.411,3.5,6.81,8.222,4.578,85.19,94.378,68.267,1009.656,1001.135,1009.062,6.47,9.286,1406.111,711.667,,0.0,0.278,0.233,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,6.0,,6.0,181.016,449.09,55.139,234.682,1.333,9,3.0,3-7 days
2009-03-08,9,321.203,581.744,182.988,7.033,9.311,3.867,1.361,5.756,-1.044,4.817,7.7,2.411,68.615,82.178,50.256,1003.625,995.114,1002.938,13.327,18.0,2161.111,1000.0,36.0,0.0,0.733,0.644,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,6.0,,6.0,321.203,581.744,182.988,252.017,1.0,9,4.0,3-7 days
