id,id_type,src_id,met_day,VPD_mean,VPD_max,VPD_min,air_temperature_mean,air_temperature_max,air_temperature_min,dewpoint_mean,dewpoint_max,dewpoint_min,wetb_temp_mean,wetb_temp_max,wetb_temp_min,rltv_hum_mean,rltv_hum_max,rltv_hum_min,msl_pressure_mean,stn_pres_mean,alt_pres_mean,wind_speed_mean,wind_speed_max,visibility_mean,visibility_min,q10mnt_mxgst_spd_max,cs_hr_sun_dur_sum,wmo_hr_sun_dur_sum,drv_hr_sun_dur_sum,snow_depth_max,air_temperature_q_max,dewpoint_q_max,wetb_temp_q_max,msl_pressure_q_max,stn_pres_q_max,alt_pres_q_max,wind_direction_q_max,wind_speed_q_max,visibility_q_max,q10mnt_mxgst_spd_q_max,cs_hr_sun_dur_q_max,wmo_hr_sun_dur_q_max,drv_hr_sun_dur_q_max,snow_depth_q_max,ground_state_id_q_max,VPD_hourly_mean,VPD_hourly_max,VPD_hourly_min,wind_direction_circmean,ground_state_id_mode
3772.0,WMO,708.0,2010-01-13,50.212829323384774,118.86622540971338,24.771314208310116,0.49583333333333335,1.5,-0.2,-0.5958333333333333,0.9,-1.9,0.09166666666666667,1.3,-0.4,92.11666666666667,96.3,81.5,1000.5916666666667,997.4875000000001,1000.3333333333334,5.791666666666667,14.0,267.0833333333333,70.0,,0.0,0.0,0.7000000000000001,4.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,6.0,,50.212829323384774,118.86622540971338,24.771314208310116,85.91196019783897,
3772.0,WMO,708.0,2010-01-14,24.698282152174585,54.1354886073496,0.0,2.1999999999999997,3.7,0.1,1.7291666666666667,2.9,-0.3,2.0124999999999997,3.3,-0.1,96.6125,100.0,93.1,1004.8583333333332,1001.7458333333334,1004.4583333333334,3.9583333333333335,6.0,560.8333333333334,70.0,,0.0,0.0,0.1,3.0,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,6.0,,24.698282152174585,54.1354886073496,0.0,13.424011426774369,
3772.0,WMO,708.0,2010-01-15,43.32048385499298,89.29187348933819,0.0,3.8833333333333333,6.7,0.5,3.154166666666667,5.5,0.3,3.579166666666667,6.1,0.4,95.03333333333335,100.0,90.9,1017.1625,1014.0333333333333,1016.875,7.541666666666667,12.0,910.0,70.0,,0.0,0.0,0.30000000000000004,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,,43.32048385499298,89.29187348933819,0.0,175.03722702110835,
3772.0,WMO,708.0,2010-01-16,54.23245603692488,111.22757095482007,0.0,6.033333333333334,7.8,4.0,5.091666666666667,7.8,1.9,5.6499999999999995,7.8,3.2,93.90833333333335,100.0,86.6,1006.3833333333333,1003.3083333333334,1006.0416666666666,10.291666666666666,17.0,1000.8333333333334,170.0,,0.0,0.0,0.0,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,,54.23245603692488,111.22757095482007,0.0,163.84744355445852,
3772.0,WMO,708.0,2010-01-17,125.1898349305307,368.6440591114827,15.442852230500439,5.7375,9.2,2.1,3.775,7.1,1.4,4.8875,7.3,1.8,87.36666666666667,98.5,68.1,1016.3958333333334,1013.3000000000001,1015.9583333333334,7.833333333333333,12.0,2045.8333333333333,1000.0,,0.0,6.1,7.4,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,,125.1898349305307,368.6440591114827,15.442852230500439,259.20898153328363,
3772.0,WMO,708.0,2010-01-18,36.394967252832295,91.42426095597568,0.0,5.0249999999999995,7.7,1.7,4.4624999999999995,6.4,1.3,4.779166666666667,7.1,1.5,96.22083333333335,100.0,91.3,1024.9125000000001,1021.7708333333334,1024.5833333333333,4.625,7.0,997.5,90.0,,0.0,0.0,0.6,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,,36.394967252832295,91.42426095597568,0.0,240.96872931596369,
3772.0,WMO,708.0,2010-01-19,67.12148699295315,121.0692827846041,13.7355199799972,6.483333333333333,7.7,5.2,5.4875,6.3,3.5,6.029166666666666,6.9,4.5,93.14166666666667,98.5,88.4,1021.2041666666668,1018.0833333333334,1020.9583333333334,5.666666666666667,11.0,800.0,500.0,,0.0,0.1,0.30000000000000004,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,141.0,,,67.12148699295315,121.0692827846041,13.7355199799972,91.30608810122679,
3772.0,WMO,708.0,2010-01-20,98.94209683758197,148.0889065268727,38.75198452747791,3.4875000000000003,4.9,2.4,1.625,2.6,0.6,2.7583333333333333,4.0,2.0,87.57083333333333,94.7,81.0,1012.0500000000001,1008.9375,1011.7916666666666,8.0,15.0,991.25,390.0,,0.0,0.0,0.0,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,,98.94209683758197,148.0889065268727,38.75198452747791,83.48611634619932,
3772.0,WMO,708.0,2010-01-21,120.48705848084354,269.24613625956704,39.87065144538438,4.033333333333333,5.8,2.8,1.8499999999999999,3.2,0.9,3.1666666666666665,4.4,2.4,85.81666666666666,94.7,70.8,1019.2208333333333,1016.0749999999999,1018.9583333333334,4.875,12.0,781.6666666666666,460.0,,0.0,2.2,2.6,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,,120.48705848084354,269.24613625956704,39.87065144538438,220.27701526570527,
3772.0,WMO,708.0,2010-01-22,43.2081392359652,113.8949119727616,15.2327415911223,7.554166666666667,8.5,5.4,6.916666666666667,7.9,3.6,7.266666666666667,8.2,4.6,95.77916666666665,98.5,87.3,1017.025,1013.9458333333333,1016.7916666666666,8.5,11.0,870.0,290.0,22.0,0.0,0.0,0.0,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,6.0,,6.0,1.0,,,43.2081392359652,113.8949119727616,15.2327415911223,155.89701933149806,
3772.0,WMO,708.0,2010-01-23,106.92100935367021,196.8204192010891,0.0,6.120833333333334,7.5,4.6,4.316666666666666,7.3,1.9,5.375,7.4,3.8,88.31666666666666,100.0,77.9,1020.3041666666667,1017.1916666666666,1020.0833333333334,4.541666666666667,7.0,1088.3333333333333,90.0,,0.0,0.0,0.2,,6.0,6.0,6.0,6.0,6.0,1.0,6.0,6.0,6.0,,,6.0,1.0,,,106.92100935367021,196.8204192010891,0.0,332.300254015288,
